time,c1x,c1y,c1z,c2x,c2y,c2z,c3x,c3y,c3z,dt1,dt2,ds1x,ds1y,ds2x,ds2y,v1x,v1y,v2x,v2y,ax,ay,br,px,py,tvx,tvy,tvz,rvx,rvy,rvz,heading,roll,pitch,ballang,ballradscale,headerr,heading_pid_out,pitch_pid_out,pitch_setpoint,pitcherr,roll_pid_out,roll_setpoint,rollerr,x_pid_out,xerr,yerr
1722031908.7765288,278.000,212.000,67.000,282.000,206.000,67.000,288.000,194.000,66.000, 0.090, 0.095, 4.000,-6.000, 4.000,-6.000,44.576,-66.864,63.347,-126.694,198.188,-631.687,66.0000,323.258,240.490,108.774,62.393,473.265,-2.170, 2.180,-0.019,-0.186, 3.164, 1.847,0.00000,0.00000,-0.18631,0.04393,-0.01163,0.00000,1.84733,-0.08431,5.00000,1.83636,-0.11058,3.00000,0.00000
1722031908.850177,282.000,206.000,67.000,288.000,194.000,66.000,294.000,188.000,67.000, 0.095, 0.074, 6.000,-12.000, 6.000,-12.000,63.347,-126.694,81.540,-81.540,247.247,613.646,67.0000,323.448,241.059,108.591,62.841,473.914,-2.171, 2.174, 0.002, 0.002, 2.756, 1.115,0.00000,0.00000,0.00239,0.04186,-0.00453,0.00000,1.11549,-0.09278,5.00000,2.24439,-0.10957,3.00000,-1.00000
1722031908.948076,288.000,194.000,66.000,294.000,188.000,67.000,304.000,178.000,66.000, 0.074, 0.098, 6.000,-6.000, 6.000,-6.000,81.540,-81.540,102.193,-102.193,211.057,-211.057,66.0000,324.807,241.459,109.244,62.704,475.770,-2.157, 2.165,-0.001,-0.094, 3.477, 0.557,0.00000,0.00000,-0.09404,0.04373,-0.00032,0.00000,0.55716,-0.08692,5.00000,1.52320,-0.12024,4.00000,-1.00000
1722031909.045215,294.000,188.000,67.000,304.000,178.000,66.000,320.000,172.000,68.000, 0.098, 0.097,10.000,-10.000,10.000,-10.000,102.193,-102.193,164.531,-61.699,641.036,416.407,68.0000,324.137,241.628,109.285,62.390,477.007,-2.152, 2.166, 0.009,-0.266, 3.338, 0.215,0.00000,0.00000,-0.26649,0.04582,0.00235,0.00000,0.21524,-0.09291,5.00000,1.66175,-0.11990,4.00000,-1.00000
1722031909.15122,304.000,178.000,66.000,320.000,172.000,68.000,342.000,166.000,67.000, 0.097, 0.106,16.000,-6.000,16.000,-6.000,164.531,-61.699,207.649,-56.632,406.971,47.832,67.0000,324.528,241.728,109.450,62.205,478.500,-2.142, 2.158, 0.015,-0.296, 3.717,-0.483,0.00000,0.00000,-0.29558,0.04582,0.01083,0.00000,-0.48308,-0.09091,5.00000,1.28274,-0.12256,4.00000,-1.00000
1722031909.2462552,320.000,172.000,68.000,342.000,166.000,67.000,368.000,164.000,68.000, 0.106, 0.095,22.000,-6.000,22.000,-6.000,207.649,-56.632,273.748,-21.058,695.940,374.551,68.0000,323.564,241.088,108.691,62.195,479.027,-2.141, 2.150, 0.023,-0.077, 3.724,-0.930,0.00000,0.00000,-0.07693,0.04293,0.01679,0.00000,-0.93028,-0.09394,5.00000,1.27551,-0.11656,3.00000,-1.00000
1722031909.34127,342.000,166.000,67.000,368.000,164.000,68.000,402.000,162.000,67.000, 0.095, 0.095,26.000,-2.000,26.000,-2.000,273.748,-21.058,357.593,-21.035,881.836, 0.238,67.0000,323.449,240.639,108.702,62.047,478.155,-2.144, 2.155, 0.008,-0.133, 3.927,-0.324,0.00000,0.00000,-0.13317,0.04439,0.00979,0.00000,-0.32423,-0.09377,5.00000,1.07296,-0.12156,3.00000,0.00000
1722031909.4527638,368.000,164.000,68.000,402.000,162.000,67.000,436.000,166.000,68.000, 0.095, 0.111,34.000,-2.000,34.000,-2.000,357.593,-21.035,305.072,35.891,-471.254,510.778,68.0000,322.998,239.972,108.725,61.838,476.085,-2.154, 2.168,-0.019,-0.266, 3.947, 1.052,0.00000,0.00000,-0.26607,0.04608,-0.00723,0.00000,1.05195,-0.09595,5.00000,1.05306,-0.11489,2.00000,0.00000
1722031909.5495958,402.000,162.000,67.000,436.000,166.000,68.000,436.000,198.000,66.000, 0.111, 0.097,34.000, 4.000,34.000, 4.000,305.072,35.891, 0.000,330.210,-3148.058,3037.093,66.0000,323.401,239.386,109.450,61.137,474.821,-2.151, 2.180,-0.067,-0.708, 4.956, 2.641,0.00000,0.00000,-0.70769,0.05178,-0.02872,0.00000,2.64138,-0.08446,5.00000,0.04405,-0.12789,3.00000,0.00000
1722031909.6413598,436.000,166.000,68.000,436.000,198.000,66.000,446.000,230.000,66.000, 0.097, 0.092, 0.000,32.000, 0.000,32.000, 0.000,330.210,108.954,348.653,1187.097,200.944,66.0000,323.274,239.395,109.126,61.117,477.260,-2.141, 2.165,-0.029,-0.512, 4.697, 0.858,0.00000,0.00000,-0.51203,0.04816,-0.00754,0.00000,0.85843,-0.08956,5.00000,0.30271,-0.12689,3.00000,0.00000
1722031909.734318,436.000,198.000,66.000,446.000,230.000,66.000,454.000,262.000,67.000, 0.092, 0.093,10.000,32.000,10.000,32.000,108.954,348.653,86.050,344.201,-246.359,-47.885,67.0000,323.266,240.507,109.131,61.743,476.031,-2.149, 2.171,-0.037,-0.500, 4.500, 1.477,0.00000,0.00000,-0.49953,0.04884,-0.02028,0.00000,1.47658,-0.09244,5.00000,0.50022,-0.12889,3.00000,0.00000
1722031909.812474,446.000,230.000,66.000,454.000,262.000,67.000,450.000,282.000,67.000, 0.093, 0.078, 8.000,32.000, 8.000,32.000,86.050,344.201,-51.226,256.131,-1758.033,-1127.876,67.0000,321.465,241.631,108.175,62.175,478.624,-2.143, 2.159, 0.019,-0.284, 3.564,-0.530,0.00000,0.00000,-0.28375,0.04621,0.00478,0.00000,-0.52955,-0.10578,5.00000,1.43639,-0.11355,1.00000,-1.00000
1722031909.9091,454.000,262.000,67.000,450.000,282.000,67.000,436.000,312.000,67.000, 0.078, 0.097,-4.000,20.000,-4.000,20.000,-51.226,256.131,-144.899,310.498,-969.511,562.703,67.0000,321.805,241.712,107.909,62.429,479.242,-2.138, 2.148, 0.017,-0.077, 4.052,-0.934,0.00000,0.00000,-0.07749,0.04421,0.00829,0.00000,-0.93418,-0.10066,5.00000,0.94846,-0.12022,1.00000,-1.00000
1722031910.000308,450.000,282.000,67.000,436.000,312.000,67.000,416.000,338.000,66.000, 0.097, 0.091,-14.000,30.000,-14.000,30.000,-144.899,310.498,-219.104,284.835,-812.925,-281.147,66.0000,321.624,242.602,107.783,62.663,479.932,-2.131, 2.142, 0.014,-0.092, 4.512,-1.245,0.00000,0.00000,-0.09218,0.04507,0.01374,0.00000,-1.24494,-0.09707,5.00000,0.48802,-0.12088,1.00000,-2.00000
1722031910.106155,436.000,312.000,67.000,416.000,338.000,66.000,398.000,354.000,66.000, 0.091, 0.106,-20.000,26.000,-20.000,26.000,-219.104,284.835,-170.201,151.290,462.405,-1262.751,66.0000,323.820,242.015,108.984,62.302,479.841,-2.136, 2.150, 0.029,-0.189, 3.744,-1.265,0.00000,0.00000,-0.18920,0.04638,0.01603,0.00000,-1.26489,-0.10910,5.00000,1.25608,-0.13889,3.00000,-2.00000
1722031910.200331,416.000,338.000,66.000,398.000,354.000,66.000,380.000,362.000,66.000, 0.106, 0.094,-18.000,16.000,-18.000,16.000,-170.201,151.290,-191.203,84.979,-223.090,-704.379,66.0000,323.505,239.623,108.536,61.905,477.709,-2.150, 2.156,-0.009,-0.024, 4.158, 0.345,0.00000,0.00000,-0.02417,0.04396,-0.00320,0.00000,0.34505,-0.10487,5.00000,0.84233,-0.13488,3.00000,0.00000
1722031910.297364,398.000,354.000,66.000,380.000,362.000,66.000,368.000,364.000,64.000, 0.094, 0.097,-18.000, 8.000,-18.000, 8.000,-191.203,84.979,-123.510,20.585,696.729,-662.777,64.0000,323.583,238.383,108.203,61.717,477.633,-2.152, 2.151,-0.030, 0.147, 4.792, 0.770,0.00000,0.00000,0.14677,0.04216,-0.00722,0.00000,0.77042,-0.09861,5.00000,0.20764,-0.13688,3.00000,1.00000
1722031910.395135,380.000,362.000,66.000,368.000,364.000,64.000,366.000,364.000,65.000, 0.097, 0.098,-12.000, 2.000,-12.000, 2.000,-123.510,20.585,-20.459, 0.000,1054.157,-210.573,65.0000,322.780,237.993,108.157,61.323,476.832,-2.149, 2.157,-0.051,-0.087, 5.262, 1.457,0.00000,0.00000,-0.08731,0.04576,-0.01738,0.00000,1.45654,-0.09363,5.00000,-0.26236,-0.13021,2.00000,2.00000
1722031910.497088,368.000,364.000,64.000,366.000,364.000,65.000,368.000,364.000,64.000, 0.098, 0.102,-2.000, 0.000,-2.000, 0.000,-20.459, 0.000,19.624, 0.000,393.287, 0.000,64.0000,321.686,239.584,108.125,61.307,478.453,-2.134, 2.154,-0.030,-0.357, 5.251, 0.356,0.00000,0.00000,-0.35733,0.04874,-0.00441,0.00000,0.35632,-0.09398,5.00000,-0.25054,-0.12587,1.00000,0.00000
1722031910.592264,366.000,364.000,65.000,368.000,364.000,64.000,378.000,362.000,65.000, 0.102, 0.095, 2.000, 0.000, 2.000, 0.000,19.624, 0.000,105.022,-21.004,896.873,-220.593,65.0000,321.281,240.858,108.374,61.246,479.854,-2.124, 2.153,-0.002,-0.574, 4.821,-0.678,0.00000,0.00000,-0.57446,0.05104,0.00720,0.00000,-0.67840,-0.09926,5.00000,0.17908,-0.12954,1.00000,0.00000
1722031910.699616,368.000,364.000,64.000,378.000,362.000,65.000,390.000,352.000,63.000, 0.095, 0.107,10.000,-2.000,10.000,-2.000,105.022,-21.004,111.930,-93.275,64.432,-674.103,63.0000,320.852,241.607,108.034,61.877,479.794,-2.134, 2.155, 0.011,-0.395, 4.141,-0.673,0.00000,0.00000,-0.39531,0.04826,0.00693,0.00000,-0.67340,-0.10815,5.00000,0.85908,-0.12154,0.00000,-1.00000
1722031910.792019,378.000,362.000,65.000,390.000,352.000,63.000,410.000,342.000,67.000, 0.107, 0.093,12.000,-10.000,12.000,-10.000,111.930,-93.275,216.093,-108.046,1125.440,-159.599,67.0000,321.065,241.331,107.871,61.947,479.445,-2.133, 2.150, 0.005,-0.281, 4.465,-0.724,0.00000,0.00000,-0.28141,0.04746,0.00897,0.00000,-0.72416,-0.10446,5.00000,0.53460,-0.13321,1.00000,-1.00000
1722031910.903148,390.000,352.000,63.000,410.000,342.000,67.000,430.000,320.000,65.000, 0.093, 0.111,20.000,-10.000,20.000,-10.000,216.093,-108.046,180.001,-198.002,-324.823,-809.604,65.0000,322.667,239.956,107.944,62.059,479.512,-2.144, 2.146,-0.005, 0.106, 4.521,-0.248,0.00000,0.00000,0.10596,0.04271,0.00391,0.00000,-0.24814,-0.10527,5.00000,0.47888,-0.13954,2.00000,0.00000
1722031910.993448,410.000,342.000,67.000,430.000,320.000,65.000,446.000,294.000,65.000, 0.111, 0.090,20.000,-22.000,20.000,-22.000,180.001,-198.002,177.293,-288.102,-30.009,-998.382,65.0000,323.474,239.328,108.149,61.888,478.854,-2.142, 2.143,-0.018, 0.125, 4.995,-0.050,0.00000,0.00000,0.12474,0.04357,0.00244,0.00000,-0.04960,-0.09992,5.00000,0.00540,-0.14654,3.00000,0.00000
1722031911.0886312,430.000,320.000,65.000,446.000,294.000,65.000,456.000,264.000,65.000, 0.090, 0.095,16.000,-26.000,16.000,-26.000,177.293,-288.102,104.969,-314.907,-759.180,-281.379,65.0000,322.604,239.224,107.931,61.766,478.486,-2.142, 2.147,-0.026, 0.027, 5.083, 0.314,0.00000,0.00000,0.02742,0.04487,-0.00207,0.00000,0.31381,-0.09945,5.00000,-0.08286,-0.13687,2.00000,0.00000
1722031911.2008698,446.000,294.000,65.000,456.000,264.000,65.000,450.000,236.000,64.000, 0.095, 0.112,10.000,-30.000,10.000,-30.000,104.969,-314.907,-53.471,-249.533,-1412.001,582.612,64.0000,320.124,239.180,107.233,60.881,482.827,-2.118, 2.140,-0.075,-0.397, 7.310, 0.779,0.00000,0.00000,-0.39718,0.05030,-0.00842,0.00000,0.77853,-0.06935,5.00000,-2.30974,-0.12386,0.00000,0.00000
1722031911.2938519,456.000,264.000,65.000,450.000,236.000,64.000,450.000,210.000,65.000, 0.112, 0.093,-6.000,-28.000,-6.000,-28.000,-53.471,-249.533, 0.000,-279.922,575.683,-327.176,65.0000,320.823,239.337,107.836,61.363,477.385,-2.144, 2.162,-0.036,-0.357, 4.897, 1.064,0.00000,0.00000,-0.35744,0.04869,-0.01313,0.00000,1.06402,-0.10066,5.00000,0.10338,-0.12987,0.00000,0.00000
1722031911.38528,450.000,236.000,64.000,450.000,210.000,65.000,440.000,190.000,64.000, 0.093, 0.092, 0.000,-26.000, 0.000,-26.000, 0.000,-279.922,-109.237,-218.474,-1193.276,671.233,64.0000,320.325,239.612,107.744,61.281,477.805,-2.140, 2.160,-0.005,-0.383, 4.263, 0.044,0.00000,0.00000,-0.38309,0.04933,-0.00106,0.00000,0.04429,-0.10580,5.00000,0.73733,-0.12987,0.00000,0.00000
1722031911.495499,450.000,210.000,65.000,440.000,190.000,64.000,436.000,178.000,68.000, 0.092, 0.110,-10.000,-20.000,-10.000,-20.000,-109.237,-218.474,-36.312,-108.935,662.013,994.389,68.0000,320.329,240.088,107.413,61.815,477.970,-2.143, 2.156,-0.020,-0.199, 4.638, 0.433,0.00000,0.00000,-0.19864,0.04696,-0.00793,0.00000,0.43312,-0.10125,5.00000,0.36220,-0.12987,0.00000,0.00000
1722031911.585383,440.000,190.000,64.000,436.000,178.000,68.000,430.000,168.000,66.000, 0.110, 0.090,-4.000,-12.000,-4.000,-12.000,-36.312,-108.935,-66.701,-111.168,-337.826,-24.816,66.0000,321.129,240.498,108.892,60.906,477.381,-2.133, 2.174,-0.040,-0.954, 4.980, 1.227,0.00000,0.00000,-0.95359,0.05780,-0.01893,0.00000,1.22701,-0.09792,5.00000,0.02011,-0.13854,1.00000,0.00000
1722031911.6822321,436.000,178.000,68.000,430.000,168.000,66.000,430.000,166.000,67.000, 0.090, 0.097,-6.000,-10.000,-6.000,-10.000,-66.701,-111.168, 0.000,-20.652,688.757,934.672,67.0000,320.904,240.650,108.794,61.099,476.656,-2.140, 2.177,-0.018,-0.871, 4.075, 0.919,0.00000,0.00000,-0.87124,0.05490,-0.01604,0.00000,0.91948,-0.11069,5.00000,0.92452,-0.12753,0.00000,0.00000
1722031911.759134,430.000,168.000,66.000,430.000,166.000,67.000,430.000,168.000,67.000, 0.097, 0.077, 0.000,-2.000, 0.000,-2.000, 0.000,-20.652, 0.000,26.050, 0.000,608.292,67.0000,320.880,240.285,108.348,61.170,478.176,-2.135, 2.164,-0.012,-0.625, 4.438, 0.220,0.00000,0.00000,-0.62483,0.05226,-0.00889,0.00000,0.21954,-0.10628,5.00000,0.56170,-0.13054,0.00000,0.00000
1722031911.8533812,430.000,166.000,67.000,430.000,168.000,67.000,436.000,178.000,67.000, 0.077, 0.094, 0.000, 2.000, 0.000, 2.000, 0.000,26.050,63.658,106.097,675.399,849.282,67.0000,320.209,240.574,107.631,61.707,478.246,-2.139, 2.158,-0.017,-0.370, 4.660, 0.294,0.00000,0.00000,-0.37008,0.04987,-0.01139,0.00000,0.29448,-0.10495,5.00000,0.33964,-0.13054,0.00000,0.00000
1722031911.950473,430.000,168.000,67.000,436.000,178.000,67.000,444.000,192.000,67.000, 0.094, 0.097, 6.000,10.000, 6.000,10.000,63.658,106.097,82.338,144.091,192.249,391.034,67.0000,321.152,240.798,108.260,61.474,478.721,-2.132, 2.159,-0.027,-0.561, 5.118, 0.383,0.00000,0.00000,-0.56122,0.05340,-0.01305,0.00000,0.38255,-0.09978,5.00000,-0.11837,-0.13921,1.00000,0.00000
1722031912.051426,436.000,178.000,67.000,444.000,192.000,67.000,450.000,214.000,66.000, 0.097, 0.101, 8.000,14.000, 8.000,14.000,82.338,144.091,59.412,217.845,-227.006,730.323,66.0000,321.387,240.926,108.521,61.506,478.079,-2.136, 2.166,-0.041,-0.658, 5.142, 1.072,0.00000,0.00000,-0.65792,0.05441,-0.02300,0.00000,1.07229,-0.09991,5.00000,-0.14212,-0.13687,1.00000,0.00000
1722031912.143183,444.000,192.000,67.000,450.000,214.000,66.000,456.000,238.000,67.000, 0.101, 0.092, 6.000,22.000, 6.000,22.000,59.412,217.845,65.376,261.504,64.980,475.704,67.0000,321.237,240.613,108.059,61.566,479.721,-2.132, 2.154,-0.042,-0.445, 5.623, 0.669,0.00000,0.00000,-0.44485,0.05157,-0.01867,0.00000,0.66946,-0.09317,5.00000,-0.62293,-0.13753,1.00000,0.00000
1722031912.252856,450.000,214.000,66.000,456.000,238.000,67.000,454.000,268.000,67.000, 0.092, 0.110, 6.000,24.000, 6.000,24.000,65.376,261.504,-18.251,273.760,-763.121,111.841,67.0000,321.309,241.380,108.049,61.426,482.538,-2.116, 2.139, 0.018,-0.356, 4.926,-1.876,0.00000,0.00000,-0.35564,0.05123,0.01375,0.00000,-1.87604,-0.10206,5.00000,0.07419,-0.13820,1.00000,-1.00000
1722031912.3439639,456.000,238.000,67.000,454.000,268.000,67.000,444.000,296.000,66.000, 0.110, 0.091,-2.000,30.000,-2.000,30.000,-18.251,273.760,-109.657,307.040,-1002.340,364.945,66.0000,320.574,241.170,107.517,61.740,481.614,-2.124, 2.140, 0.013,-0.201, 4.777,-1.432,0.00000,0.00000,-0.20118,0.04959,0.00768,0.00000,-1.43190,-0.10316,5.00000,0.22274,-0.13020,0.00000,-1.00000
1722031912.441189,454.000,268.000,67.000,444.000,296.000,66.000,428.000,322.000,66.000, 0.091, 0.097,-10.000,28.000,-10.000,28.000,-109.657,307.040,-164.723,267.675,-566.914,-405.274,66.0000,321.008,241.437,107.576,61.893,481.824,-2.123, 2.136, 0.022,-0.121, 4.665,-1.859,0.00000,0.00000,-0.12090,0.04907,0.01697,0.00000,-1.85861,-0.10490,5.00000,0.33476,-0.14187,1.00000,-1.00000
1722031912.549751,444.000,296.000,66.000,428.000,322.000,66.000,408.000,338.000,66.000, 0.097, 0.109,-16.000,26.000,-16.000,26.000,-164.723,267.675,-184.184,147.347,-179.220,-1108.124,66.0000,320.613,238.985,107.106,61.744,478.616,-2.148, 2.150,-0.020, 0.076, 4.690, 0.375,0.00000,0.00000,0.07553,0.04672,-0.01011,0.00000,0.37517,-0.10506,5.00000,0.30991,-0.13086,0.00000,1.00000
1722031912.645337,428.000,322.000,66.000,408.000,338.000,66.000,394.000,350.000,66.000, 0.109, 0.096,-20.000,16.000,-20.000,16.000,-184.184,147.347,-146.365,125.456,395.383,-228.867,66.0000,321.215,238.488,107.650,61.147,479.305,-2.141, 2.150,-0.008,-0.097, 4.576,-0.130,0.00000,0.00000,-0.09746,0.04961,-0.00068,0.00000,-0.13048,-0.10726,5.00000,0.42428,-0.14254,1.00000,1.00000
1722031912.742433,408.000,338.000,66.000,394.000,350.000,66.000,384.000,356.000,65.000, 0.096, 0.097,-14.000,12.000,-14.000,12.000,-146.365,125.456,-103.009,61.805,446.609,-655.657,65.0000,320.913,238.421,107.595,61.021,478.834,-2.137, 2.151,-0.021,-0.198, 5.029, 0.134,0.00000,0.00000,-0.19790,0.05049,-0.00474,0.00000,0.13365,-0.10182,5.00000,-0.02873,-0.13153,0.00000,1.00000
1722031912.849471,394.000,350.000,66.000,384.000,356.000,65.000,382.000,356.000,65.000, 0.097, 0.107,-10.000, 6.000,-10.000, 6.000,-103.009,61.805,-18.694, 0.000,788.104,-577.707,65.0000,321.123,239.945,107.504,61.792,478.951,-2.136, 2.148,-0.036,-0.136, 5.521, 0.418,0.00000,0.00000,-0.13599,0.04945,-0.00845,0.00000,0.41814,-0.09580,5.00000,-0.52070,-0.14320,1.00000,0.00000
1722031912.942409,384.000,356.000,65.000,382.000,356.000,65.000,390.000,354.000,64.000, 0.107, 0.093,-2.000, 0.000,-2.000, 0.000,-18.694, 0.000,86.020,-21.505,1125.932,-231.230,64.0000,320.895,240.468,107.672,61.666,479.360,-2.131, 2.148,-0.015,-0.266, 5.116,-0.299,0.00000,0.00000,-0.26593,0.05146,0.00082,0.00000,-0.29886,-0.10097,5.00000,-0.11604,-0.13219,0.00000,0.00000
1722031913.0476449,382.000,356.000,65.000,390.000,354.000,64.000,402.000,346.000,64.000, 0.093, 0.105, 8.000,-2.000, 8.000,-2.000,86.020,-21.505,114.098,-76.065,266.973,-518.768,64.0000,320.500,240.921,107.081,62.314,480.189,-2.139, 2.144,-0.006, 0.060, 4.745,-0.448,0.00000,0.00000,0.06046,0.04680,0.00235,0.00000,-0.44790,-0.10513,5.00000,0.25473,-0.13520,0.00000,0.00000
1722031913.1440609,390.000,354.000,64.000,402.000,346.000,64.000,416.000,332.000,64.000, 0.105, 0.096,12.000,-8.000,12.000,-8.000,114.098,-76.065,145.121,-145.121,321.582,-715.821,64.0000,320.167,240.445,107.021,61.922,479.807,-2.132, 2.141,-0.001,-0.029, 4.891,-0.857,0.00000,0.00000,-0.02918,0.04896,0.00854,0.00000,-0.85655,-0.10311,5.00000,0.10883,-0.13520,0.00000,0.00000
1722031913.242358,402.000,346.000,64.000,416.000,332.000,64.000,432.000,314.000,66.000, 0.096, 0.098,14.000,-14.000,14.000,-14.000,145.121,-145.121,162.911,-183.275,181.133,-388.477,66.0000,320.394,240.656,107.217,62.159,479.197,-2.142, 2.150,-0.006,-0.036, 4.501,-0.152,0.00000,0.00000,-0.03609,0.04880,0.00013,0.00000,-0.15245,-0.10882,5.00000,0.49926,-0.13520,0.00000,0.00000
1722031913.335718,416.000,332.000,64.000,432.000,314.000,66.000,444.000,290.000,64.000, 0.098, 0.093,16.000,-18.000,16.000,-18.000,162.911,-183.275,128.523,-257.045,-368.306,-790.098,64.0000,320.711,240.250,107.335,62.074,478.423,-2.144, 2.152,-0.028,-0.072, 4.945, 0.551,0.00000,0.00000,-0.07156,0.04927,-0.00801,0.00000,0.55135,-0.10323,5.00000,0.05468,-0.13520,0.00000,0.00000
1722031913.441377,432.000,314.000,66.000,444.000,290.000,64.000,452.000,266.000,65.000, 0.093, 0.106,12.000,-24.000,12.000,-24.000,128.523,-257.045,75.659,-226.976,-499.952,284.373,65.0000,321.009,240.172,107.320,62.062,478.616,-2.140, 2.147,-0.021,-0.009, 5.044, 0.076,0.00000,0.00000,-0.00850,0.04835,-0.00164,0.00000,0.07609,-0.10267,5.00000,-0.04442,-0.14387,1.00000,0.00000
1722031913.535427,444.000,290.000,64.000,452.000,266.000,65.000,452.000,244.000,65.000, 0.106, 0.094, 8.000,-24.000, 8.000,-24.000,75.659,-226.976, 0.000,-234.149,-805.247,-76.343,65.0000,321.017,239.990,107.561,61.772,478.813,-2.139, 2.150,-0.022,-0.144, 5.002, 0.183,0.00000,0.00000,-0.14436,0.05038,-0.00395,0.00000,0.18330,-0.10330,5.00000,-0.00250,-0.14153,1.00000,0.00000
1722031913.631148,452.000,266.000,65.000,452.000,244.000,65.000,448.000,224.000,63.000, 0.094, 0.096, 0.000,-22.000, 0.000,-22.000, 0.000,-234.149,-41.788,-208.938,-436.553,263.375,63.0000,320.818,240.131,107.379,61.881,479.902,-2.138, 2.149,-0.039,-0.109, 5.513, 0.595,0.00000,0.00000,-0.10928,0.04957,-0.00972,0.00000,0.59546,-0.09633,5.00000,-0.51321,-0.13353,0.00000,0.00000
1722031913.7383082,452.000,244.000,65.000,448.000,224.000,63.000,450.000,210.000,67.000, 0.096, 0.107,-4.000,-20.000,-4.000,-20.000,-41.788,-208.938,18.656,-130.592,563.818,730.816,67.0000,320.755,240.007,107.614,61.800,477.758,-2.145, 2.158,-0.020,-0.203, 4.542, 0.544,0.00000,0.00000,-0.20323,0.05100,-0.00959,0.00000,0.54358,-0.10919,5.00000,0.45805,-0.13653,0.00000,0.00000
1722031913.831872,448.000,224.000,63.000,450.000,210.000,67.000,446.000,200.000,67.000, 0.107, 0.094, 2.000,-14.000, 2.000,-14.000,18.656,-130.592,-42.761,-106.903,-656.567,253.242,67.0000,320.988,240.125,107.594,61.870,478.509,-2.142, 2.153,-0.018,-0.139, 4.685, 0.261,0.00000,0.00000,-0.13871,0.04995,-0.00694,0.00000,0.26109,-0.10671,5.00000,0.31460,-0.13653,0.00000,0.00000
1722031913.933831,450.000,210.000,67.000,446.000,200.000,67.000,444.000,194.000,67.000, 0.094, 0.102,-4.000,-10.000,-4.000,-10.000,-42.761,-106.903,-19.622,-58.865,227.018,471.292,67.0000,321.231,240.026,107.761,61.874,477.915,-2.146, 2.159,-0.041,-0.206, 5.043, 1.141,0.00000,0.00000,-0.20588,0.05112,-0.01976,0.00000,1.14075,-0.10272,5.00000,-0.04294,-0.14520,1.00000,0.00000
1722031914.03009,446.000,200.000,67.000,444.000,194.000,67.000,442.000,190.000,66.000, 0.102, 0.096,-2.000,-6.000,-2.000,-6.000,-19.622,-58.865,-20.754,-41.508,-11.747,180.117,66.0000,321.390,240.030,108.111,61.565,477.788,-2.141, 2.161,-0.040,-0.397, 5.089, 1.047,0.00000,0.00000,-0.39733,0.05360,-0.01945,0.00000,1.04657,-0.10255,5.00000,-0.08919,-0.14286,1.00000,0.00000
1722031914.1372979,444.000,194.000,67.000,442.000,190.000,66.000,444.000,196.000,66.000, 0.096, 0.107,-2.000,-4.000,-2.000,-4.000,-20.754,-41.508,18.656,55.969,367.626,909.282,66.0000,320.380,240.524,107.378,61.797,479.661,-2.133, 2.148,-0.027,-0.227, 5.367, 0.117,0.00000,0.00000,-0.22727,0.05093,-0.00913,0.00000,0.11682,-0.09869,5.00000,-0.36705,-0.13486,0.00000,0.00000
1722031914.230307,442.000,190.000,66.000,444.000,196.000,66.000,448.000,204.000,67.000, 0.107, 0.093, 2.000, 6.000, 2.000, 6.000,18.656,55.969,43.056,86.112,262.638,324.458,67.0000,319.736,240.567,107.080,61.917,479.591,-2.138, 2.150,-0.013,-0.150, 4.822,-0.100,0.00000,0.00000,-0.15008,0.05051,-0.00783,0.00000,-0.10041,-0.10574,5.00000,0.17818,-0.13786,0.00000,0.00000
1722031914.327782,444.000,196.000,66.000,448.000,204.000,67.000,452.000,222.000,68.000, 0.093, 0.098, 4.000, 8.000, 4.000, 8.000,43.056,86.112,41.020,184.591,-20.878,1009.904,68.0000,320.022,241.283,107.275,61.823,481.151,-2.125, 2.140, 0.020,-0.183, 4.544,-1.617,0.00000,0.00000,-0.18297,0.05126,0.01251,0.00000,-1.61657,-0.10903,5.00000,0.45621,-0.13786,0.00000,-1.00000
1722031914.4244668,448.000,204.000,67.000,452.000,222.000,68.000,454.000,240.000,67.000, 0.098, 0.097, 4.000,18.000, 4.000,18.000,41.020,184.591,20.670,186.031,-210.319,14.888,67.0000,319.984,240.251,107.099,61.686,481.266,-2.131, 2.145,-0.043,-0.187, 5.924, 0.366,0.00000,0.00000,-0.18738,0.05131,-0.01330,0.00000,0.36634,-0.09088,5.00000,-0.92421,-0.13786,0.00000,0.00000
1722031914.522254,452.000,222.000,68.000,454.000,240.000,67.000,452.000,258.000,66.000, 0.097, 0.098, 2.000,18.000, 2.000,18.000,20.670,186.031,-20.452,184.068,-420.515,-20.078,66.0000,320.759,239.772,107.746,61.570,478.131,-2.144, 2.160,-0.038,-0.314, 4.998, 1.060,0.00000,0.00000,-0.31365,0.05310,-0.02042,0.00000,1.06030,-0.10361,5.00000,0.00174,-0.13786,0.00000,0.00000
1722031914.629449,454.000,240.000,67.000,452.000,258.000,66.000,448.000,282.000,66.000, 0.098, 0.107,-2.000,18.000,-2.000,18.000,-20.452,184.068,-37.338,224.027,-157.620,372.994,66.0000,320.555,239.372,107.146,61.657,479.340,-2.138, 2.145,-0.015,-0.002, 4.978,-0.163,0.00000,0.00000,-0.00223,0.04867,-0.00499,0.00000,-0.16269,-0.10249,5.00000,0.02161,-0.13786,0.00000,0.00000
