time,c1x,c1y,c1z,c2x,c2y,c2z,c3x,c3y,c3z,dt1,dt2,ds1x,ds1y,ds2x,ds2y,v1x,v1y,v2x,v2y,ax,ay,br,px,py,tvx,tvy,tvz,rvx,rvy,rvz,heading,roll,pitch,ballang,ballradscale,headerr,heading_pid_out,pitch_pid_out,pitch_setpoint,pitcherr,roll_pid_out,roll_setpoint,rollerr,x_pid_out,xerr,yerr
1722031877.203737,194.000,226.000,64.000,190.000,226.000,67.000,190.000,224.000,66.000, 0.096, 0.099,-4.000, 0.000,-4.000, 0.000,-41.556, 0.000, 0.000,-20.168,419.046,-203.371,66.0000,319.564,239.626,106.542,63.091,463.838, 2.216,-2.205,-0.174, 0.129,-4.938,-0.055,0.00000,0.00000,0.12931,0.04069,0.03797,0.00000,-0.05509,-0.08658,5.00000,9.93827,-0.05994,0.00000,0.00000
1722031877.296065,190.000,226.000,67.000,190.000,224.000,66.000,194.000,224.000,65.000, 0.099, 0.092, 0.000,-2.000, 0.000,-2.000, 0.000,-20.168,43.275, 0.000,468.182,218.191,65.0000,319.532,239.655,106.554,63.083,464.001, 2.217,-2.206,-0.175, 0.115,-4.903,-0.168,0.00000,0.00000,0.11466,0.04077,0.03939,0.00000,-0.16839,-0.09099,5.00000,9.90258,-0.05994,0.00000,0.00000
1722031877.391876,190.000,224.000,66.000,194.000,224.000,65.000,196.000,226.000,66.000, 0.092, 0.096, 4.000, 0.000, 4.000, 0.000,43.275, 0.000,20.873,20.873,-233.799,217.848,66.0000,321.989,239.996,108.192,62.574,468.140, 2.236,-2.236,-0.144,-0.125,-2.725,-0.658,0.00000,0.00000,-0.12450,0.04389,0.04616,0.00000,-0.65768,-0.08143,5.00000,7.72511,-0.06861,1.00000,0.00000
1722031877.469913,194.000,224.000,65.000,196.000,226.000,66.000,206.000,226.000,66.000, 0.096, 0.078, 2.000, 2.000, 2.000, 2.000,20.873,20.873,128.169, 0.000,1375.207,-267.532,66.0000,326.498,239.684,109.760,62.720,469.383,-2.203, 2.197, 0.061, 0.150,-0.401, 1.210,0.00000,0.00000,0.15019,0.03953,0.02153,0.00000,1.20974,-0.06877,5.00000,5.40127,-0.10962,6.00000,0.00000
1722031877.564815,196.000,226.000,66.000,206.000,226.000,66.000,212.000,222.000,67.000, 0.078, 0.095,10.000, 0.000,10.000, 0.000,128.169, 0.000,63.220,-42.147,-684.350,-444.082,67.0000,327.874,239.288,110.065,62.699,470.991,-2.190, 2.182,-0.011, 0.249, 2.314, 2.269,0.00000,0.00000,0.24882,0.03895,0.00762,0.00000,2.26930,-0.04639,5.00000,2.68578,-0.10727,7.00000,0.00000
1722031877.6598022,206.000,226.000,66.000,212.000,222.000,67.000,220.000,220.000,66.000, 0.095, 0.095, 6.000,-4.000, 6.000,-4.000,63.220,-42.147,84.282,-21.071,221.899,222.041,66.0000,327.552,239.229,109.943,62.690,470.746,-2.193, 2.185,-0.026, 0.238, 2.537, 2.815,0.00000,0.00000,0.23816,0.03926,-0.00270,0.00000,2.81543,-0.05282,5.00000,2.46283,-0.10893,7.00000,0.00000
1722031877.759974,212.000,222.000,67.000,220.000,220.000,66.000,226.000,212.000,66.000, 0.095, 0.100, 8.000,-2.000, 8.000,-2.000,84.282,-21.071,59.876,-79.834,-243.560,-586.417,66.0000,323.946,239.500,108.686,62.232,474.559,-2.168, 2.169,-0.001, 0.057, 3.063, 0.974,0.00000,0.00000,0.05682,0.04156,0.01735,0.00000,0.97428,-0.05097,5.00000,1.93653,-0.07891,3.00000,0.00000
1722031877.8673909,220.000,220.000,66.000,226.000,212.000,66.000,232.000,206.000,67.000, 0.100, 0.107, 6.000,-8.000, 6.000,-8.000,59.876,-79.834,55.842,-55.842,-37.545,223.297,67.0000,322.238,240.271,108.453,62.070,474.858,-2.163, 2.174, 0.027,-0.201, 2.303, 0.262,0.00000,0.00000,-0.20098,0.04447,0.02226,0.00000,0.26170,-0.06589,5.00000,2.69661,-0.08425,2.00000,0.00000
1722031877.963881,226.000,212.000,66.000,232.000,206.000,67.000,242.000,200.000,65.000, 0.107, 0.096, 6.000,-6.000, 6.000,-6.000,55.842,-55.842,103.722,-62.233,496.620,-66.293,65.0000,322.247,240.658,108.104,62.741,473.477,-2.178, 2.178, 0.018, 0.038, 2.017, 1.028,0.00000,0.00000,0.03763,0.04057,0.01032,0.00000,1.02789,-0.07401,5.00000,2.98311,-0.08859,2.00000,0.00000
1722031878.053452,232.000,206.000,67.000,242.000,200.000,65.000,250.000,192.000,66.000, 0.096, 0.090,10.000,-6.000,10.000,-6.000,103.722,-62.233,89.288,-89.288,-161.089,-301.968,66.0000,323.812,240.805,108.860,62.728,472.614,-2.177, 2.180, 0.022,-0.039, 1.879, 0.954,0.00000,0.00000,-0.03866,0.04230,0.01042,0.00000,0.95409,-0.08140,5.00000,3.12096,-0.09859,3.00000,0.00000
1722031878.168779,242.000,200.000,65.000,250.000,192.000,66.000,256.000,184.000,66.000, 0.090, 0.115, 8.000,-8.000, 8.000,-8.000,89.288,-89.288,52.007,-69.343,-323.150,172.887,66.0000,324.986,241.334,109.202,62.948,474.615,-2.170, 2.171, 0.014, 0.042, 2.537, 0.699,0.00000,0.00000,0.04208,0.04100,0.01185,0.00000,0.69862,-0.07854,5.00000,2.46277,-0.10625,4.00000,-1.00000
1722031878.267091,250.000,192.000,66.000,256.000,184.000,66.000,264.000,176.000,67.000, 0.115, 0.098, 6.000,-8.000, 6.000,-8.000,52.007,-69.343,81.443,-81.443,299.675,-123.190,67.0000,324.706,241.026,109.274,62.632,474.502,-2.167, 2.174, 0.000,-0.097, 2.917, 1.081,0.00000,0.00000,-0.09742,0.04311,0.00490,0.00000,1.08125,-0.07933,5.00000,2.08321,-0.10591,4.00000,-1.00000
1722031878.351797,256.000,184.000,66.000,264.000,176.000,67.000,274.000,170.000,66.000, 0.098, 0.085, 8.000,-8.000, 8.000,-8.000,81.443,-81.443,118.002,-70.801,431.406,125.577,66.0000,324.485,241.103,109.150,62.759,473.869,-2.172, 2.176, 0.007,-0.060, 2.545, 1.102,0.00000,0.00000,-0.05953,0.04222,0.00303,0.00000,1.10244,-0.08908,5.00000,2.45519,-0.10858,4.00000,-1.00000
1722031878.463692,264.000,176.000,67.000,274.000,170.000,66.000,284.000,164.000,67.000, 0.085, 0.112,10.000,-6.000,10.000,-6.000,118.002,-70.801,89.333,-53.600,-256.115,153.669,67.0000,323.797,240.201,108.987,62.069,475.340,-2.158, 2.169,-0.006,-0.196, 3.471, 0.868,0.00000,0.00000,-0.19571,0.04421,0.00402,0.00000,0.86809,-0.08093,5.00000,1.52933,-0.10257,3.00000,0.00000
1722031878.551917,274.000,170.000,66.000,284.000,164.000,67.000,300.000,160.000,67.000, 0.112, 0.088,10.000,-6.000,10.000,-6.000,89.333,-53.600,181.281,-45.320,1041.776,93.806,67.0000,323.785,241.137,109.151,62.309,475.471,-2.158, 2.172,-0.007,-0.291, 3.427, 0.977,0.00000,0.00000,-0.29110,0.04518,0.00047,0.00000,0.97702,-0.08597,5.00000,1.57331,-0.10757,3.00000,-1.00000
1722031878.6823301,284.000,164.000,67.000,300.000,160.000,67.000,322.000,160.000,66.000, 0.088, 0.130,16.000,-4.000,16.000,-4.000,181.281,-45.320,168.722, 0.000,-96.316,347.569,66.0000,323.895,240.734,109.242,62.102,475.192,-2.157, 2.173,-0.011,-0.331, 3.522, 1.079,0.00000,0.00000,-0.33138,0.04559,-0.00270,0.00000,1.07917,-0.08776,5.00000,1.47822,-0.10957,3.00000,0.00000
1722031878.760202,300.000,160.000,67.000,322.000,160.000,66.000,336.000,160.000,67.000, 0.130, 0.078,22.000, 0.000,22.000, 0.000,168.722, 0.000,179.814, 0.000,142.466, 0.000,67.0000,323.714,240.873,109.072,62.356,474.506,-2.165, 2.177,-0.015,-0.252, 3.316, 1.504,0.00000,0.00000,-0.25222,0.04456,-0.01044,0.00000,1.50435,-0.09363,5.00000,1.68356,-0.11157,3.00000,0.00000
1722031878.851739,322.000,160.000,66.000,336.000,160.000,67.000,366.000,160.000,67.000, 0.078, 0.091,14.000, 0.000,14.000, 0.000,179.814, 0.000,328.074, 0.000,1621.339, 0.000,67.0000,323.825,240.778,109.166,62.239,474.545,-2.161, 2.176,-0.027,-0.316, 3.744, 1.711,0.00000,0.00000,-0.31614,0.04579,-0.01560,0.00000,1.71136,-0.09092,5.00000,1.25606,-0.11357,3.00000,0.00000
1722031878.947812,336.000,160.000,67.000,366.000,160.000,67.000,402.000,166.000,67.000, 0.091, 0.096,30.000, 0.000,30.000, 0.000,328.074, 0.000,374.438,62.406,482.231,649.090,67.0000,324.159,241.005,109.217,62.271,475.744,-2.154, 2.168,-0.023,-0.287, 4.070, 1.171,0.00000,0.00000,-0.28690,0.04536,-0.01142,0.00000,1.17132,-0.08966,5.00000,0.92980,-0.12424,4.00000,-1.00000
1722031879.044532,366.000,160.000,67.000,402.000,166.000,67.000,440.000,174.000,68.000, 0.096, 0.097,36.000, 6.000,36.000, 6.000,374.438,62.406,392.911,82.718,191.011,210.020,68.0000,324.079,241.344,109.255,62.145,477.678,-2.145, 2.162,-0.008,-0.324, 4.122, 0.324,0.00000,0.00000,-0.32363,0.04609,-0.00314,0.00000,0.32443,-0.09131,5.00000,0.87799,-0.12390,4.00000,-1.00000
1722031879.1566432,402.000,166.000,67.000,440.000,174.000,68.000,448.000,212.000,67.000, 0.097, 0.112,38.000, 8.000,38.000, 8.000,392.911,82.718,71.419,339.241,-2870.084,2290.081,67.0000,323.842,242.053,108.959,62.684,477.608,-2.149, 2.162,-0.022,-0.211, 4.369, 0.809,0.00000,0.00000,-0.21141,0.04462,-0.01161,0.00000,0.80946,-0.08981,5.00000,0.63148,-0.11789,3.00000,-2.00000
1722031879.2428858,440.000,174.000,68.000,448.000,212.000,67.000,454.000,250.000,66.000, 0.112, 0.086, 8.000,38.000, 8.000,38.000,71.419,339.241,69.456,439.885,-22.731,1165.048,66.0000,322.874,240.040,108.826,61.968,473.372,-2.166, 2.181,-0.003,-0.306, 2.818, 1.329,0.00000,0.00000,-0.30573,0.04634,-0.01951,0.00000,1.32874,-0.11238,5.00000,2.18199,-0.11422,2.00000,0.00000
1722031879.343394,448.000,212.000,67.000,454.000,250.000,66.000,448.000,290.000,67.000, 0.086, 0.101, 6.000,38.000, 6.000,38.000,69.456,439.885,-59.701,398.006,-1285.125,-416.705,67.0000,322.671,240.966,108.387,62.167,478.391,-2.144, 2.155, 0.002,-0.144, 4.073,-0.184,0.00000,0.00000,-0.14441,0.04403,-0.00096,0.00000,-0.18400,-0.09747,5.00000,0.92717,-0.11856,2.00000,0.00000
1722031879.4377542,454.000,250.000,66.000,448.000,290.000,67.000,430.000,326.000,68.000, 0.101, 0.094,-6.000,40.000,-6.000,40.000,-59.701,398.006,-190.747,381.494,-1388.703,-174.976,68.0000,323.269,240.758,108.630,62.067,478.409,-2.143, 2.154, 0.005,-0.142, 4.052,-0.304,0.00000,0.00000,-0.14199,0.04455,-0.00124,0.00000,-0.30434,-0.10149,5.00000,0.94782,-0.12856,3.00000,0.00000
1722031879.514876,448.000,290.000,67.000,430.000,326.000,68.000,410.000,344.000,66.000, 0.094, 0.077,-18.000,36.000,-18.000,36.000,-190.747,381.494,-259.350,233.415,-889.601,-1920.217,66.0000,323.525,241.763,108.682,62.127,480.911,-2.127, 2.142, 0.004,-0.177, 4.903,-1.088,0.00000,0.00000,-0.17662,0.04510,0.00977,0.00000,-1.08805,-0.09186,5.00000,0.09664,-0.12755,3.00000,-1.00000
1722031879.609658,430.000,326.000,68.000,410.000,344.000,66.000,386.000,362.000,68.000, 0.077, 0.095,-20.000,18.000,-20.000,18.000,-259.350,233.415,-253.445,190.084,62.353,-457.582,68.0000,323.502,240.987,108.597,62.240,479.211,-2.143, 2.151, 0.004,-0.055, 4.154,-0.384,0.00000,0.00000,-0.05500,0.04344,0.00126,0.00000,-0.38393,-0.10344,5.00000,0.84569,-0.12955,3.00000,0.00000
1722031879.704861,410.000,344.000,66.000,386.000,362.000,68.000,362.000,368.000,65.000, 0.095, 0.095,-24.000,18.000,-24.000,18.000,-253.445,190.084,-252.038,63.010,14.774,-1334.482,65.0000,323.199,240.932,108.302,62.332,479.496,-2.143, 2.147, 0.004, 0.039, 4.280,-0.488,0.00000,0.00000,0.03909,0.04256,0.00448,0.00000,-0.48756,-0.10231,5.00000,0.72020,-0.13155,3.00000,0.00000
1722031879.817006,386.000,362.000,68.000,362.000,368.000,65.000,346.000,368.000,65.000, 0.095, 0.112,-24.000, 6.000,-24.000, 6.000,-252.038,63.010,-142.602, 0.000,975.363,-561.581,65.0000,322.658,240.028,108.128,61.933,478.858,-2.142, 2.149, 0.002,-0.006, 4.291,-0.399,0.00000,0.00000,-0.00625,0.04344,0.00411,0.00000,-0.39930,-0.10379,5.00000,0.70912,-0.12488,2.00000,0.00000
1722031879.909201,362.000,368.000,65.000,346.000,368.000,65.000,332.000,372.000,67.000, 0.112, 0.092,-16.000, 0.000,-16.000, 0.000,-142.602, 0.000,-151.834,43.381,-100.126,470.483,67.0000,322.263,240.096,107.986,61.977,478.492,-2.143, 2.150,-0.004,-0.030, 4.376,-0.167,0.00000,0.00000,-0.03032,0.04363,0.00190,0.00000,-0.16682,-0.10407,5.00000,0.62361,-0.12921,2.00000,0.00000
1722031880.005981,346.000,368.000,65.000,332.000,372.000,67.000,328.000,372.000,66.000, 0.092, 0.097,-14.000, 4.000,-14.000, 4.000,-151.834,43.381,-41.328, 0.000,1141.749,-448.214,66.0000,322.107,240.313,107.984,62.169,477.227,-2.150, 2.156, 0.012,-0.020, 3.613,-0.224,0.00000,0.00000,-0.01965,0.04343,0.00336,0.00000,-0.22424,-0.11575,5.00000,1.38739,-0.13055,2.00000,0.00000
1722031880.0999382,332.000,372.000,67.000,328.000,372.000,66.000,332.000,372.000,66.000, 0.097, 0.094,-4.000, 0.000,-4.000, 0.000,-41.328, 0.000,42.597, 0.000,893.741, 0.000,66.0000,322.411,239.986,108.065,62.227,475.414,-2.155, 2.162,-0.039,-0.087, 4.664, 1.434,0.00000,0.00000,-0.08656,0.04438,-0.01866,0.00000,1.43360,-0.10319,5.00000,0.33632,-0.13188,2.00000,0.00000
1722031880.1750789,328.000,372.000,66.000,332.000,372.000,66.000,338.000,372.000,67.000, 0.094, 0.075, 4.000, 0.000, 4.000, 0.000,42.597, 0.000,79.790, 0.000,494.612, 0.000,67.0000,322.162,239.924,107.914,62.160,476.267,-2.152, 2.158,-0.029,-0.045, 4.581, 0.953,0.00000,0.00000,-0.04508,0.04366,-0.01255,0.00000,0.95300,-0.10656,5.00000,0.41906,-0.13321,2.00000,0.00000
1722031880.2706811,332.000,372.000,66.000,338.000,372.000,67.000,352.000,370.000,65.000, 0.075, 0.096, 6.000, 0.000, 6.000, 0.000,79.790, 0.000,146.489,-20.927,697.900,-218.970,65.0000,322.834,240.938,108.400,61.865,480.449,-2.130, 2.145,-0.012,-0.202, 5.159,-0.495,0.00000,0.00000,-0.20175,0.04592,0.00438,0.00000,-0.49535,-0.09946,5.00000,-0.15940,-0.13454,2.00000,0.00000
1722031880.365968,338.000,372.000,67.000,352.000,370.000,65.000,366.000,368.000,66.000, 0.096, 0.095,14.000,-2.000,14.000,-2.000,146.489,-20.927,146.919,-20.988, 4.508,-0.644,66.0000,321.399,240.995,107.632,62.042,480.792,-2.132, 2.142, 0.008,-0.045, 4.639,-1.056,0.00000,0.00000,-0.04489,0.04343,0.01076,0.00000,-1.05604,-0.10703,5.00000,0.36071,-0.12720,1.00000,0.00000
1722031880.474923,352.000,370.000,65.000,366.000,368.000,66.000,388.000,356.000,64.000, 0.095, 0.109,14.000,-2.000,14.000,-2.000,146.919,-20.988,201.889,-110.121,504.449,-817.951,64.0000,321.580,241.498,107.796,62.245,480.073,-2.133, 2.145,-0.005,-0.124, 4.852,-0.561,0.00000,0.00000,-0.12427,0.04500,0.00535,0.00000,-0.56088,-0.10409,5.00000,0.14753,-0.13087,1.00000,-1.00000
1722031880.568202,366.000,368.000,66.000,388.000,356.000,64.000,412.000,338.000,65.000, 0.109, 0.093,22.000,-12.000,22.000,-12.000,201.889,-110.121,257.262,-192.947,593.560,-887.826,65.0000,322.226,241.082,107.840,62.401,479.499,-2.140, 2.146,-0.016, 0.014, 4.916,-0.089,0.00000,0.00000,0.01395,0.04296,0.00084,0.00000,-0.08898,-0.10385,5.00000,0.08359,-0.14021,2.00000,-1.00000
1722031880.665889,388.000,356.000,64.000,412.000,338.000,65.000,436.000,314.000,65.000, 0.093, 0.098,24.000,-18.000,24.000,-18.000,257.262,-192.947,245.940,-245.940,-116.027,-543.045,65.0000,322.678,240.758,108.123,62.138,479.937,-2.138, 2.146,-0.018,-0.050, 5.045,-0.060,0.00000,0.00000,-0.05001,0.04423,0.00133,0.00000,-0.05960,-0.10238,5.00000,-0.04465,-0.13854,2.00000,0.00000
1722031880.759901,412.000,338.000,65.000,436.000,314.000,65.000,450.000,280.000,65.000, 0.098, 0.094,24.000,-24.000,24.000,-24.000,245.940,-245.940,148.814,-361.406,-1032.402,-1227.356,65.0000,321.819,239.918,107.517,62.301,477.790,-2.151, 2.151,-0.017, 0.142, 4.478, 0.438,0.00000,0.00000,0.14196,0.04147,-0.00522,0.00000,0.43793,-0.11012,5.00000,0.52153,-0.13120,1.00000,0.00000
1722031880.831899,436.000,314.000,65.000,450.000,280.000,65.000,452.000,254.000,64.000, 0.094, 0.072,14.000,-34.000,14.000,-34.000,148.814,-361.406,27.762,-360.901,-1680.305, 7.010,64.0000,320.976,238.987,106.706,61.909,481.882,-2.136, 2.135,-0.094, 0.161, 7.380, 1.626,0.00000,0.00000,0.16078,0.04172,-0.02139,0.00000,1.62633,-0.07115,5.00000,-2.37971,-0.12620,0.00000,1.00000
1722031880.935345,450.000,280.000,65.000,452.000,254.000,64.000,448.000,222.000,63.000, 0.072, 0.103, 2.000,-26.000, 2.000,-26.000,27.762,-360.901,-38.690,-309.517,-642.743,497.003,63.0000,321.081,239.836,107.874,61.211,480.510,-2.126, 2.150,-0.065,-0.470, 6.522, 0.980,0.00000,0.00000,-0.46976,0.05021,-0.01414,0.00000,0.98030,-0.08233,5.00000,-1.52171,-0.13787,1.00000,0.00000
1722031881.028946,452.000,254.000,64.000,448.000,222.000,63.000,442.000,190.000,68.000, 0.103, 0.094,-4.000,-32.000,-4.000,-32.000,-38.690,-309.517,-64.071,-341.712,-271.036,-343.797,68.0000,320.911,241.184,108.396,61.321,479.488,-2.127, 2.159,-0.003,-0.658, 4.599,-0.399,0.00000,0.00000,-0.65844,0.05110,0.00155,0.00000,-0.39908,-0.10397,5.00000,0.40136,-0.12687,0.00000,-1.00000
1722031881.1233048,448.000,222.000,63.000,442.000,190.000,68.000,428.000,174.000,67.000, 0.094, 0.094,-6.000,-32.000,-6.000,-32.000,-64.071,-341.712,-148.360,-169.555,-893.227,1824.382,67.0000,319.155,241.489,107.297,62.103,477.918,-2.145, 2.162, 0.016,-0.338, 3.466,-0.308,0.00000,0.00000,-0.33793,0.04653,-0.00095,0.00000,-0.30780,-0.11717,5.00000,1.53405,-0.12987,0.00000,-1.00000
1722031881.1948009,442.000,190.000,68.000,428.000,174.000,67.000,424.000,166.000,69.000, 0.094, 0.071,-14.000,-16.000,-14.000,-16.000,-148.360,-169.555,-55.949,-111.897,1292.577,806.462,69.0000,319.245,240.981,107.282,61.757,478.766,-2.137, 2.155, 0.027,-0.326, 3.622,-1.033,0.00000,0.00000,-0.32578,0.04750,0.00959,0.00000,-1.03283,-0.11643,5.00000,1.37824,-0.12987,0.00000,0.00000
1722031881.291893,428.000,174.000,67.000,424.000,166.000,69.000,418.000,150.000,66.000, 0.071, 0.097,-4.000,-8.000,-4.000,-8.000,-55.949,-111.897,-61.873,-164.994,-61.090,-547.540,66.0000,322.018,241.391,108.796,61.585,478.537,-2.132, 2.161,-0.010,-0.623, 4.581, 0.018,0.00000,0.00000,-0.62293,0.05171,-0.00362,0.00000,0.01797,-0.10648,5.00000,0.41948,-0.14721,2.00000,-1.00000
1722031881.402082,424.000,166.000,69.000,418.000,150.000,66.000,414.000,148.000,67.000, 0.097, 0.110,-6.000,-16.000,-6.000,-16.000,-61.873,-164.994,-36.269,-18.134,232.156,1331.606,67.0000,322.370,240.751,108.922,61.369,478.153,-2.132, 2.163,-0.034,-0.663, 5.141, 0.700,0.00000,0.00000,-0.66311,0.05167,-0.01129,0.00000,0.70049,-0.10119,5.00000,-0.14099,-0.14253,2.00000,0.00000
1722031881.492492,418.000,150.000,66.000,414.000,148.000,67.000,416.000,152.000,67.000, 0.110, 0.090,-4.000,-2.000,-4.000,-2.000,-36.269,-18.134,22.146,44.292,646.824,691.243,67.0000,322.497,240.194,108.625,61.448,478.891,-2.135, 2.158,-0.038,-0.446, 5.329, 0.746,0.00000,0.00000,-0.44642,0.04896,-0.01229,0.00000,0.74639,-0.09921,5.00000,-0.32924,-0.14387,2.00000,0.00000
1722031881.585356,414.000,148.000,67.000,416.000,152.000,67.000,424.000,162.000,66.000, 0.090, 0.093, 2.000, 4.000, 2.000, 4.000,22.146,44.292,86.038,107.548,687.150,680.306,66.0000,320.870,239.055,107.703,61.393,477.774,-2.146, 2.160,-0.043,-0.267, 5.072, 1.259,0.00000,0.00000,-0.26671,0.04741,-0.02063,0.00000,1.25870,-0.10231,5.00000,-0.07189,-0.12786,0.00000,0.00000
1722031881.6626282,416.000,152.000,67.000,424.000,162.000,66.000,430.000,170.000,67.000, 0.093, 0.077, 8.000,10.000, 8.000,10.000,86.038,107.548,77.664,103.552,-108.401,-51.729,67.0000,320.373,239.862,107.058,62.013,478.239,-2.143, 2.150,-0.041,-0.038, 5.391, 0.790,0.00000,0.00000,-0.03786,0.04499,-0.01604,0.00000,0.78962,-0.09747,5.00000,-0.39088,-0.13387,0.00000,0.00000
1722031881.7565281,424.000,162.000,66.000,430.000,170.000,67.000,444.000,188.000,67.000, 0.077, 0.094, 6.000, 8.000, 6.000, 8.000,77.664,103.552,149.120,191.726,761.115,939.185,67.0000,320.560,240.122,107.678,61.520,479.429,-2.136, 2.154,-0.023,-0.321, 4.987, 0.277,0.00000,0.00000,-0.32077,0.04951,-0.01141,0.00000,0.27728,-0.10263,5.00000,0.01341,-0.13387,0.00000,0.00000
1722031881.8576179,430.000,170.000,67.000,444.000,188.000,67.000,452.000,216.000,67.000, 0.094, 0.101,14.000,18.000,14.000,18.000,149.120,191.726,79.125,276.937,-692.296,842.792,67.0000,320.714,241.092,107.669,61.969,479.396,-2.137, 2.151, 0.012,-0.211, 4.120,-0.759,0.00000,0.00000,-0.21112,0.04734,0.00127,0.00000,-0.75946,-0.11374,5.00000,0.88001,-0.13387,0.00000,-1.00000
1722031881.9909801,444.000,188.000,67.000,452.000,216.000,67.000,454.000,248.000,67.000, 0.101, 0.133, 8.000,28.000, 8.000,28.000,79.125,276.937,15.003,240.051,-481.015,-276.707,67.0000,320.887,239.842,107.694,61.644,479.002,-2.142, 2.158,-0.051,-0.277, 5.447, 1.299,0.00000,0.00000,-0.27664,0.04866,-0.02656,0.00000,1.29928,-0.09629,5.00000,-0.44656,-0.13387,0.00000,0.00000
1722031882.0845802,452.000,216.000,67.000,454.000,248.000,67.000,450.000,284.000,67.000, 0.133, 0.094, 2.000,32.000, 2.000,32.000,15.003,240.051,-42.741,384.665,-617.000,1545.225,67.0000,321.514,240.638,108.008,61.752,479.212,-2.134, 2.151,-0.010,-0.273, 4.774,-0.234,0.00000,0.00000,-0.27349,0.04856,-0.00537,0.00000,-0.23378,-0.10648,5.00000,0.22627,-0.14254,1.00000,0.00000
1722031882.180566,454.000,248.000,67.000,450.000,284.000,67.000,434.000,314.000,66.000, 0.094, 0.096,-4.000,36.000,-4.000,36.000,-42.741,384.665,-166.533,312.249,-1288.465,-753.731,66.0000,322.030,239.879,108.051,61.516,480.136,-2.133, 2.147,-0.009,-0.168, 4.917,-0.410,0.00000,0.00000,-0.16769,0.04728,-0.00483,0.00000,-0.41015,-0.10398,5.00000,0.08274,-0.14887,2.00000,0.00000
1722031882.254512,450.000,284.000,67.000,434.000,314.000,66.000,420.000,330.000,65.000, 0.096, 0.074,-16.000,30.000,-16.000,30.000,-166.533,312.249,-189.484,216.553,-310.632,-1295.203,65.0000,321.376,240.632,107.424,61.841,481.736,-2.125, 2.133, 0.010, 0.034, 5.039,-1.581,0.00000,0.00000,0.03409,0.04496,0.01154,0.00000,-1.58142,-0.10272,5.00000,-0.03869,-0.13853,1.00000,0.00000
1722031882.351282,434.000,314.000,66.000,420.000,330.000,65.000,398.000,350.000,66.000, 0.074, 0.097,-14.000,16.000,-14.000,16.000,-189.484,216.553,-227.381,206.710,-391.689,-101.729,66.0000,321.124,240.809,107.805,61.845,479.651,-2.135, 2.150,-0.007,-0.235, 4.712,-0.336,0.00000,0.00000,-0.23480,0.04918,-0.00388,0.00000,-0.33576,-0.10724,5.00000,0.28830,-0.14220,1.00000,0.00000
1722031882.453275,420.000,330.000,65.000,398.000,350.000,66.000,380.000,360.000,65.000, 0.097, 0.102,-22.000,20.000,-22.000,20.000,-227.381,206.710,-176.386,97.992,499.715,-1065.351,65.0000,319.704,240.560,107.025,61.878,479.933,-2.135, 2.146,-0.004,-0.121, 4.744,-0.507,0.00000,0.00000,-0.12113,0.04695,0.00098,0.00000,-0.50741,-0.10690,5.00000,0.25648,-0.13419,0.00000,0.00000
1722031882.543385,398.000,350.000,66.000,380.000,360.000,65.000,366.000,364.000,65.000, 0.102, 0.090,-18.000,10.000,-18.000,10.000,-176.386,97.992,-155.343,44.384,233.484,-594.834,65.0000,320.644,240.045,106.939,62.214,479.612,-2.143, 2.143,-0.019, 0.163, 4.978, 0.018,0.00000,0.00000,0.16306,0.04352,-0.00536,0.00000,0.01828,-0.10430,5.00000,0.02238,-0.13720,0.00000,0.00000
1722031882.641828,380.000,360.000,65.000,366.000,364.000,65.000,362.000,366.000,65.000, 0.090, 0.098,-14.000, 4.000,-14.000, 4.000,-155.343,44.384,-40.648,20.324,1165.540,-244.496,65.0000,320.866,240.393,107.395,61.869,479.795,-2.133, 2.144,-0.016,-0.098, 5.177,-0.339,0.00000,0.00000,-0.09837,0.04782,0.00021,0.00000,-0.33869,-0.10200,5.00000,-0.17675,-0.13720,0.00000,0.00000
1722031882.7465181,366.000,364.000,65.000,362.000,366.000,65.000,362.000,366.000,65.000, 0.098, 0.105,-4.000, 2.000,-4.000, 2.000,-40.648,20.324, 0.000, 0.000,388.381,-194.190,65.0000,320.673,240.130,107.284,61.941,479.086,-2.139, 2.148,-0.024,-0.065, 5.079, 0.180,0.00000,0.00000,-0.06463,0.04663,-0.00665,0.00000,0.18019,-0.10327,5.00000,-0.07917,-0.13720,0.00000,0.00000
1722031882.8414001,362.000,366.000,65.000,362.000,366.000,65.000,372.000,364.000,66.000, 0.105, 0.095, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,105.313,-21.063,1109.084,-221.817,66.0000,320.694,240.556,107.439,61.770,480.534,-2.131, 2.144,-0.006,-0.144, 5.004,-0.652,0.00000,0.00000,-0.14435,0.04784,0.00500,0.00000,-0.65168,-0.10397,5.00000,-0.00425,-0.13720,0.00000,0.00000
1722031882.9509919,362.000,366.000,65.000,372.000,364.000,66.000,386.000,356.000,65.000, 0.095, 0.110,10.000,-2.000,10.000,-2.000,105.313,-21.063,127.831,-73.046,205.602,-474.648,65.0000,320.917,240.249,107.518,61.904,478.906,-2.140, 2.151,-0.026,-0.143, 5.058, 0.364,0.00000,0.00000,-0.14257,0.04765,-0.00866,0.00000,0.36426,-0.10313,5.00000,-0.05820,-0.13720,0.00000,0.00000
