time,c1x,c1y,c1z,c2x,c2y,c2z,c3x,c3y,c3z,dt1,dt2,ds1x,ds1y,ds2x,ds2y,v1x,v1y,v2x,v2y,ax,ay,px,py,tvx,tvy,tvz,rvx,rvy,rvz,heading,roll,pitch,ballang,ballradscale,headerr,heading_pid_out,pitch_pid_out,pitcherr,roll_pid_out,rollerr,x_pid_out,xerr,yerr
1719253523.016455,288.000,338.000,66.000,294.000,332.000,66.000,304.000,326.000,65.000, 0.065, 0.064, 6.000,-6.000, 6.000,-6.000,91.848,-91.848,156.135,-93.681,1003.741,-28.614,320.505,238.037,107.225,60.939,479.702,-2.137, 2.142, 0.035, 0.029, 3.748,-5.625,-1.75474,87.47571,0.02922,0.01477,-0.02679,-86.00000,-0.44973,16.00000,-0.11588,0.00000,1.00000
1719253523.093774,294.000,332.000,66.000,304.000,326.000,65.000,316.000,324.000,66.000, 0.064, 0.077,10.000,-6.000,10.000,-6.000,156.135,-93.681,155.171,-25.862,-12.470,876.964,320.113,238.333,107.104,61.106,479.295,-2.140, 2.145, 0.036, 0.019, 3.537,-5.483,-1.61838,84.09518,0.01894,0.01487,0.03021,-84.00000,-0.43004,4.00000,-0.11588,0.00000,1.00000
1719253523.154303,304.000,326.000,65.000,316.000,324.000,66.000,334.000,322.000,66.000, 0.077, 0.061,12.000,-2.000,12.000,-2.000,155.171,-25.862,297.384,-33.043,2349.553,-118.638,320.142,238.968,107.224,61.367,478.347,-2.142, 2.150, 0.032,-0.052, 3.469,-5.166,-1.40170,83.18654,-0.05178,0.01560,0.05652,-82.00000,-0.37134,-14.00000,-0.11588,0.00000,1.00000
1719253523.219064,316.000,324.000,66.000,334.000,322.000,66.000,354.000,324.000,65.000, 0.061, 0.065,18.000,-2.000,18.000,-2.000,297.384,-33.043,308.812,30.881,176.460,987.024,319.058,238.584,106.892,61.105,478.601,-2.143, 2.152, 0.046,-0.092, 3.015,-5.478,-1.18619,90.62009,-0.09206,0.01605,0.11552,-84.00000,-0.33500,-34.00000,-0.11588,0.00000,1.00000
1719253523.280566,334.000,322.000,66.000,354.000,324.000,65.000,376.000,324.000,67.000, 0.065, 0.061,20.000, 2.000,20.000, 2.000,308.812,30.881,357.829, 0.000,797.247,-502.281,319.541,237.959,106.999,61.171,476.920,-2.154, 2.159, 0.036,-0.020, 2.765,-4.690,-0.98279,100.95544,-0.02027,0.01534,0.12848,-84.00000,-0.29034,-56.00000,-0.11588,0.00000,2.00000
1719253523.34756,354.000,324.000,65.000,376.000,324.000,67.000,400.000,330.000,65.000, 0.061, 0.067,22.000, 0.000,22.000, 0.000,357.829, 0.000,358.295,89.574, 6.961,1337.242,319.126,237.303,106.824,61.028,475.521,-2.159, 2.164, 0.031,-0.022, 2.610,-4.262,-0.84415,120.41595,-0.02224,0.01537,0.20649,-90.00000,-0.23668,-80.00000,-0.11588,0.00000,2.00000
1719253523.424192,376.000,324.000,67.000,400.000,330.000,65.000,418.000,328.000,65.000, 0.067, 0.077,24.000, 6.000,24.000, 6.000,358.295,89.574,235.036,-26.115,-1609.456,-1510.617,318.998,236.878,106.739,60.987,474.380,-2.164, 2.168, 0.022,-0.008, 2.599,-3.762,-0.73169,131.71181,-0.00829,0.01524,0.17474,-88.00000,-0.24009,-98.00000,-0.11022,-1.00000,3.00000
1719253523.486146,400.000,330.000,65.000,418.000,328.000,65.000,420.000,312.000,65.000, 0.077, 0.062,18.000,-2.000,18.000,-2.000,235.036,-26.115,32.279,-258.231,-3272.395,-3746.225,318.210,237.016,106.166,61.189,475.774,-2.164, 2.160, 0.046, 0.177, 2.165,-4.608,-0.62402,123.22337,0.17689,0.01330,0.08561,-72.00000,-0.32591,-100.00000,-0.10955,-1.00000,2.00000
1719253523.5522392,418.000,328.000,65.000,420.000,312.000,65.000,418.000,292.000,66.000, 0.062, 0.066, 2.000,-16.000, 2.000,-16.000,32.279,-258.231,-30.236,-302.356,-945.084,-667.078,317.574,235.970,106.202,60.642,473.591,-2.169, 2.173, 0.027,-0.025, 2.199,-3.603,-0.48784,110.94143,-0.02519,0.01533,0.06289,-52.00000,-0.32431,-98.00000,-0.10322,-2.00000,4.00000
1719253523.613037,420.000,312.000,65.000,418.000,292.000,66.000,416.000,274.000,66.000, 0.066, 0.061,-2.000,-20.000,-2.000,-20.000,-30.236,-302.356,-32.887,-295.979,-43.590,104.864,317.922,236.214,106.577,60.660,471.610,-2.174, 2.183, 0.012,-0.182, 2.171,-2.799,-0.34038,101.84302,-0.18167,0.01699,0.08023,-34.00000,-0.29334,-96.00000,-0.10189,-2.00000,3.00000
1719253523.677127,418.000,292.000,66.000,416.000,274.000,66.000,418.000,258.000,66.000, 0.061, 0.064,-2.000,-18.000,-2.000,-18.000,-32.887,-295.979,31.270,-250.156,1003.064,716.433,317.718,236.859,106.630,60.832,471.571,-2.177, 2.188, 0.020,-0.237, 1.709,-2.736,-0.18165,99.63935,-0.23697,0.01766,0.09324,-18.00000,-0.22968,-98.00000,-0.10056,-2.00000,3.00000
1719253523.751683,416.000,274.000,66.000,418.000,258.000,66.000,422.000,242.000,65.000, 0.064, 0.075, 2.000,-16.000, 2.000,-16.000,31.270,-250.156,53.591,-214.366,299.065,479.515,318.578,238.324,106.736,61.643,471.993,-2.175, 2.181, 0.002,-0.113, 2.429,-2.552,-0.01961,102.01961,-0.11299,0.01647,0.08591,-2.00000,-0.17870,-102.00000,-0.10489,-1.00000,1.00000
1719253523.81321,418.000,258.000,66.000,422.000,242.000,65.000,426.000,230.000,66.000, 0.075, 0.062, 4.000,-16.000, 4.000,-16.000,53.591,-214.366,64.954,-194.862,184.511,316.711,318.562,239.208,106.970,61.818,471.549,-2.176, 2.187,-0.001,-0.255, 2.303,-2.255,0.09406,106.47065,-0.25460,0.01802,0.10661,10.00000,-0.14140,-106.00000,-0.10422,-1.00000,0.00000
1719253523.8832011,422.000,242.000,65.000,426.000,230.000,66.000,436.000,220.000,67.000, 0.062, 0.070, 4.000,-12.000, 4.000,-12.000,64.954,-194.862,142.919,-142.919,1114.260,742.366,318.558,238.737,107.006,61.557,472.251,-2.175, 2.187, 0.017,-0.250, 1.879,-2.745,0.17074,117.71151,-0.25042,0.01810,0.10996,20.00000,-0.05273,-116.00000,-0.10356,-1.00000,1.00000
1719253523.941607,426.000,230.000,66.000,436.000,220.000,67.000,446.000,206.000,66.000, 0.070, 0.058,10.000,-10.000,10.000,-10.000,142.919,-142.919,171.213,-239.698,484.434,-1656.987,318.234,238.978,106.515,62.090,471.198,-2.185, 2.187, 0.045,-0.005, 0.845,-3.186,0.26356,130.50670,-0.00515,0.01565,0.06161,34.00000,-0.00577,-126.00000,-0.10289,-1.00000,1.00000
1719253524.00717,436.000,220.000,67.000,446.000,206.000,66.000,442.000,204.000,68.000, 0.058, 0.066,10.000,-14.000,10.000,-14.000,171.213,-239.698,-61.061,-30.531,-3545.728,3193.000,318.767,238.124,106.606,61.846,471.398,-2.185, 2.183, 0.048, 0.075, 0.861,-3.373,0.28694,127.20063,0.07524,0.01481,0.13871,36.00000,-0.07225,-122.00000,-0.10223,-1.00000,1.00000
1719253524.079061,446.000,206.000,66.000,442.000,204.000,68.000,434.000,200.000,66.000, 0.066, 0.072,-4.000,-2.000,-4.000,-2.000,-61.061,-30.531,-111.340,-55.670,-699.757,-349.878,317.628,238.310,106.366,61.757,470.144,-2.187, 2.190, 0.058,-0.077, 0.362,-3.374,0.33746,120.81391,-0.07660,0.01637,0.10838,40.00000,-0.06831,-114.00000,-0.09589,-2.00000,1.00000
1719253524.1496909,442.000,204.000,68.000,434.000,200.000,66.000,424.000,200.000,68.000, 0.072, 0.071,-8.000,-4.000,-8.000,-4.000,-111.340,-55.670,-141.531, 0.000,-427.290,787.901,316.943,238.624,106.156,61.827,470.083,-2.188, 2.192, 0.075,-0.116,-0.199,-3.695,0.36717,111.42711,-0.11648,0.01682,0.12509,40.00000,-0.05370,-104.00000,-0.08890,-3.00000,1.00000
1719253524.212369,434.000,200.000,66.000,424.000,200.000,68.000,416.000,198.000,67.000, 0.071, 0.063,-10.000, 0.000,-10.000, 0.000,-141.531, 0.000,-127.573,-31.893,222.575,-508.591,316.480,238.122,105.844,61.775,469.339,-2.193, 2.194, 0.085,-0.049,-0.637,-3.780,0.41241,104.78550,-0.04891,0.01617,0.09508,42.00000,-0.01071,-96.00000,-0.08690,-3.00000,1.00000
1719253524.274726,424.000,200.000,68.000,416.000,198.000,67.000,408.000,196.000,67.000, 0.063, 0.062,-8.000,-2.000,-8.000,-2.000,-127.573,-31.893,-128.359,-32.090,-12.615,-3.154,316.744,238.794,106.012,61.843,471.648,-2.179, 2.182, 0.098,-0.082,-0.275,-4.853,0.46365,98.38699,-0.08203,0.01654,0.07943,44.00000,0.01459,-88.00000,-0.08490,-3.00000,1.00000
1719253524.343036,416.000,198.000,67.000,408.000,196.000,67.000,400.000,198.000,67.000, 0.062, 0.068,-8.000,-2.000,-8.000,-2.000,-128.359,-32.090,-117.172,29.293,163.862,899.039,317.195,239.083,106.068,62.073,472.100,-2.180, 2.179, 0.095, 0.007,-0.155,-4.835,0.48345,90.35486,0.00685,0.01565,0.09648,42.00000,0.03723,-80.00000,-0.08857,-2.00000,0.00000
1719253524.405372,408.000,196.000,67.000,400.000,198.000,67.000,392.000,198.000,67.000, 0.068, 0.062,-8.000, 2.000,-8.000, 2.000,-117.172,29.293,-128.107, 0.000,-175.105,-469.076,317.729,239.481,106.311,62.285,471.070,-2.184, 2.184, 0.094,-0.013,-0.366,-4.584,0.52807,83.35466,-0.01285,0.01585,0.06748,42.00000,0.05721,-72.00000,-0.08724,-2.00000,0.00000
1719253524.4687831,400.000,198.000,67.000,392.000,198.000,67.000,384.000,200.000,67.000, 0.062, 0.063,-8.000, 0.000,-8.000, 0.000,-128.107, 0.000,-126.341,31.585,27.888,498.811,317.566,239.664,106.283,62.424,469.779,-2.194, 2.194, 0.083,-0.028,-0.664,-3.687,0.55860,75.47185,-0.02829,0.01602,0.07017,40.00000,0.07452,-64.00000,-0.08590,-2.00000,0.00000
1719253524.541698,392.000,198.000,67.000,384.000,200.000,67.000,374.000,198.000,65.000, 0.063, 0.073,-8.000, 2.000,-8.000, 2.000,-126.341,31.585,-137.122,-27.424,-147.831,-809.148,317.335,239.573,106.139,62.446,469.476,-2.196, 2.194, 0.097,-0.007,-1.070,-3.982,0.66104,68.41053,-0.00736,0.01582,0.02515,42.00000,0.07248,-54.00000,-0.08457,-2.00000,0.00000
1719253524.606001,384.000,200.000,67.000,374.000,198.000,65.000,362.000,198.000,66.000, 0.073, 0.064,-10.000,-2.000,-10.000,-2.000,-137.122,-27.424,-186.436, 0.000,-766.170,426.074,317.064,239.339,105.884,62.495,469.341,-2.197, 2.192, 0.124, 0.061,-1.792,-4.703,0.78540,59.39697,0.06086,0.01510,0.02618,42.00000,0.06546,-42.00000,-0.08324,-2.00000,0.00000
1719253524.670896,374.000,198.000,65.000,362.000,198.000,66.000,352.000,198.000,67.000, 0.064, 0.065,-12.000, 0.000,-12.000, 0.000,-186.436, 0.000,-154.200, 0.000,497.083, 0.000,317.354,238.971,105.912,62.422,469.498,-2.196, 2.190, 0.110, 0.129,-1.320,-4.410,0.91972,52.80152,0.12903,0.01436,0.01220,42.00000,0.08613,-32.00000,-0.08191,-2.00000,1.00000
1719253524.734926,362.000,198.000,66.000,352.000,198.000,67.000,336.000,196.000,66.000, 0.065, 0.064,-10.000, 0.000,-10.000, 0.000,-154.200, 0.000,-249.644,-31.206,-1489.193,-486.893,317.239,239.179,105.909,62.452,469.864,-2.196, 2.189, 0.115, 0.104,-1.439,-4.574,1.22203,46.81880,0.10406,0.01456,-0.01847,44.00000,0.03841,-16.00000,-0.08058,-2.00000,0.00000
1719253524.798005,352.000,198.000,67.000,336.000,196.000,66.000,322.000,194.000,67.000, 0.064, 0.063,-16.000,-2.000,-16.000,-2.000,-249.644,-31.206,-221.948,-31.707,439.085,-7.947,317.132,239.286,105.902,62.469,469.712,-2.197, 2.191, 0.122, 0.076,-1.690,-4.666,1.52735,46.04346,0.07558,0.01480,-0.03479,46.00000,0.04709,-2.00000,-0.07924,-2.00000,0.00000
1719253524.8621771,336.000,196.000,66.000,322.000,194.000,67.000,302.000,192.000,66.000, 0.063, 0.064,-14.000,-2.000,-14.000,-2.000,-221.948,-31.707,-311.637,-31.164,-1397.521, 8.463,317.455,239.862,105.916,62.754,470.602,-2.189, 2.181, 0.124, 0.148,-1.262,-5.249,1.92957,51.26402,0.14752,0.01401,-0.05177,48.00000,-0.01395,18.00000,-0.07791,-2.00000,0.00000
1719253524.9378262,322.000,194.000,67.000,302.000,192.000,66.000,284.000,190.000,66.000, 0.064, 0.076,-20.000,-2.000,-20.000,-2.000,-311.637,-31.164,-238.256,-26.473,971.298,62.089,317.982,240.116,106.321,62.728,470.094,-2.193, 2.189, 0.132, 0.029,-1.815,-5.110,2.19482,61.61169,0.02921,0.01518,-0.06942,50.00000,-0.01992,36.00000,-0.07658,-2.00000,0.00000
1719253524.999229,302.000,192.000,66.000,284.000,190.000,66.000,264.000,186.000,67.000, 0.076, 0.061,-18.000,-2.000,-18.000,-2.000,-238.256,-26.473,-325.521,-65.104,-1420.322,-628.764,318.221,240.239,106.611,62.599,470.110,-2.192, 2.192, 0.143,-0.096,-2.196,-5.276,2.37437,77.79460,-0.09558,0.01647,-0.10442,54.00000,-0.06358,56.00000,-0.08091,-1.00000,0.00000
1719253525.0646331,284.000,190.000,66.000,264.000,186.000,67.000,240.000,186.000,66.000, 0.061, 0.065,-20.000,-4.000,-20.000,-4.000,-325.521,-65.104,-366.643, 0.000,-628.214,994.583,318.785,240.515,106.838,62.682,470.453,-2.187, 2.188, 0.127,-0.081,-1.479,-5.182,2.54784,96.51943,-0.08054,0.01636,-0.09237,54.00000,-0.13225,80.00000,-0.08025,-1.00000,0.00000
1719253525.129893,264.000,186.000,67.000,240.000,186.000,66.000,214.000,186.000,67.000, 0.065, 0.065,-24.000, 0.000,-24.000, 0.000,-366.643, 0.000,-398.742, 0.000,-492.275, 0.000,318.856,241.273,107.155,62.490,472.824,-2.167, 2.173, 0.168,-0.276,-1.639,-7.190,2.67043,118.96218,-0.27642,0.01846,-0.11035,54.00000,-0.19557,106.00000,-0.07958,-1.00000,-1.00000
1719253525.206709,240.000,186.000,66.000,214.000,186.000,67.000,198.000,194.000,67.000, 0.065, 0.077,-26.000, 0.000,-26.000, 0.000,-398.742, 0.000,-208.173,104.086,2479.456,1354.247,319.234,241.225,107.367,62.332,473.649,-2.161, 2.170, 0.164,-0.301,-1.287,-7.360,2.78103,130.38405,-0.30122,0.01886,-0.06161,46.00000,-0.16912,122.00000,-0.08458,0.00000,-1.00000
1719253525.270606,214.000,186.000,67.000,198.000,194.000,67.000,208.000,212.000,68.000, 0.077, 0.064,-16.000, 8.000,-16.000, 8.000,-208.173,104.086,156.610,281.898,5712.875,2784.719,320.399,240.905,107.737,62.456,472.915,-2.173, 2.179, 0.136,-0.202,-1.094,-6.051,2.89661,115.44696,-0.20250,0.01797,0.01314,28.00000,-0.00622,112.00000,-0.08458,0.00000,0.00000
1719253525.335846,198.000,194.000,67.000,208.000,212.000,68.000,216.000,232.000,67.000, 0.064, 0.065,10.000,18.000,10.000,18.000,156.610,281.898,122.741,306.852,-519.643,382.859,321.354,241.121,108.139,62.464,473.520,-2.168, 2.175, 0.124,-0.204,-0.494,-6.057,3.06482,104.30724,-0.20402,0.01809,0.03549,8.00000,-0.05187,104.00000,-0.09025,1.00000,-1.00000
1719253525.396755,208.000,212.000,68.000,216.000,232.000,67.000,222.000,254.000,68.000, 0.065, 0.061, 8.000,20.000, 8.000,20.000,122.741,306.852,98.325,360.525,-400.115,879.568,321.331,240.944,107.927,62.666,473.100,-2.176, 2.177, 0.123,-0.068,-0.740,-5.706,-2.99970,98.99495,-0.06832,0.01677,0.06617,-14.00000,-0.09652,98.00000,-0.09091,1.00000,0.00000
1719253525.460876,216.000,232.000,67.000,222.000,254.000,68.000,226.000,276.000,69.000, 0.061, 0.064, 6.000,22.000, 6.000,22.000,98.325,360.525,62.422,343.320,-560.288,-268.505,319.976,239.956,107.164,62.498,472.685,-2.182, 2.177, 0.141, 0.047,-1.426,-5.963,-2.77585,100.65784,0.04721,0.01559,0.08916,-36.00000,-0.14083,94.00000,-0.08591,0.00000,0.00000
1719253525.5363169,222.000,254.000,68.000,226.000,276.000,69.000,232.000,288.000,67.000, 0.064, 0.075, 4.000,22.000, 4.000,22.000,62.422,343.320,79.485,158.970,226.045,-2442.171,319.836,239.574,106.946,62.477,472.671,-2.181, 2.173, 0.141, 0.141,-1.322,-6.102,-2.64225,100.23971,0.14069,0.01458,0.03607,-48.00000,-0.15212,88.00000,-0.08591,0.00000,0.00000
1719253525.598769,226.000,276.000,69.000,232.000,288.000,67.000,232.000,314.000,66.000, 0.075, 0.062, 6.000,12.000, 6.000,12.000,79.485,158.970, 0.000,416.628,-1273.679,4128.746,319.753,239.318,106.842,62.250,474.827,-2.171, 2.162, 0.138, 0.200,-0.654,-6.645,-2.44240,114.97826,0.20004,0.01389,0.17881,-74.00000,-0.22647,88.00000,-0.08591,0.00000,0.00000
1719253525.665028,232.000,288.000,67.000,232.000,314.000,66.000,234.000,336.000,66.000, 0.062, 0.066, 0.000,26.000, 0.000,26.000, 0.000,416.628,30.209,332.296,456.284,-1273.775,319.734,239.150,107.184,61.830,474.864,-2.167, 2.167, 0.125,-0.014,-0.297,-6.290,-2.30130,128.88755,-0.01449,0.01604,0.19175,-96.00000,-0.23909,86.00000,-0.08591,0.00000,0.00000
1719253525.7304618,232.000,314.000,66.000,234.000,336.000,66.000,250.000,344.000,66.000, 0.066, 0.066, 2.000,22.000, 2.000,22.000,30.209,332.296,244.129,122.064,3264.008,-3207.730,319.822,238.871,107.313,62.071,468.057,-2.198, 2.201, 0.071,-0.100,-0.603,-3.095,-2.16322,125.36347,-0.10044,0.01695,0.12528,-104.00000,-0.14930,70.00000,-0.08591,0.00000,1.00000
1719253525.791706,234.000,336.000,66.000,250.000,344.000,66.000,268.000,346.000,66.000, 0.066, 0.061,16.000, 8.000,16.000, 8.000,244.129,122.064,294.556,32.728,825.208,-1461.916,319.104,238.502,107.002,61.912,468.863,-2.202, 2.202, 0.167,-0.154,-3.390,-5.282,-2.02687,118.06778,-0.15373,0.01756,0.11653,-106.00000,-0.14260,52.00000,-0.08591,0.00000,1.00000
1719253525.8527958,250.000,344.000,66.000,268.000,346.000,66.000,286.000,350.000,66.000, 0.061, 0.061,18.000, 2.000,18.000, 2.000,294.556,32.728,294.021,65.338,-8.751,532.659,320.056,238.153,106.888,62.267,468.710,-2.202, 2.192, 0.071, 0.233,-0.503,-3.220,-1.87057,115.13470,0.23330,0.01358,0.17018,-110.00000,-0.14492,34.00000,-0.08591,0.00000,1.00000
1719253525.9308999,268.000,346.000,66.000,286.000,350.000,66.000,304.000,352.000,66.000, 0.061, 0.078,18.000, 4.000,18.000, 4.000,294.021,65.338,230.719,25.635,-811.385,-508.896,320.519,237.531,107.028,62.083,468.065,-2.203, 2.194, 0.027, 0.256, 0.600,-2.006,-1.71269,113.13708,0.25603,0.01322,0.19346,-112.00000,-0.14125,16.00000,-0.08591,0.00000,2.00000
1719253525.999819,286.000,350.000,66.000,304.000,352.000,66.000,322.000,356.000,67.000, 0.078, 0.069,18.000, 2.000,18.000, 2.000,230.719,25.635,261.124,58.028,441.082,469.909,320.653,237.990,107.735,61.553,469.412,-2.188, 2.195, 0.033,-0.154, 0.857,-2.589,-1.55356,116.01724,-0.15394,0.01740,0.24910,-116.00000,-0.13158,-2.00000,-0.08591,0.00000,2.00000
1719253526.054911,304.000,352.000,66.000,322.000,356.000,67.000,338.000,360.000,67.000, 0.069, 0.055,18.000, 4.000,18.000, 4.000,261.124,58.028,289.990,72.497,523.175,262.258,320.043,238.718,107.609,61.653,471.138,-2.183, 2.191, 0.082,-0.207,-0.188,-4.079,-1.42191,121.34249,-0.20700,0.01803,0.29106,-120.00000,-0.13260,-18.00000,-0.08591,0.00000,1.00000
1719253526.120544,322.000,356.000,67.000,338.000,360.000,67.000,352.000,366.000,67.000, 0.055, 0.066,16.000, 4.000,16.000, 4.000,289.990,72.497,213.305,91.416,-1168.377,288.249,320.325,238.643,107.367,61.961,471.216,-2.184, 2.184, 0.077, 0.010, 0.087,-4.105,-1.32209,130.00000,0.01031,0.01585,0.35103,-126.00000,-0.12996,-32.00000,-0.08591,0.00000,1.00000
1719253526.18726,338.000,360.000,67.000,352.000,366.000,67.000,366.000,364.000,65.000, 0.066, 0.067,14.000, 6.000,14.000, 6.000,213.305,91.416,209.841,-29.977,-51.916,-1819.527,320.533,238.898,107.519,62.047,470.684,-2.188, 2.190, 0.043,-0.031, 0.733,-2.991,-1.21557,132.25732,-0.03089,0.01628,0.33126,-124.00000,-0.10765,-46.00000,-0.08591,0.00000,1.00000
1719253526.2511969,352.000,366.000,67.000,366.000,364.000,65.000,378.000,354.000,66.000, 0.067, 0.064,14.000,-2.000,14.000,-2.000,209.841,-29.977,187.697,-156.414,-346.368,-1977.647,320.122,238.501,107.478,61.815,469.591,-2.192, 2.197, 0.060,-0.108,-0.044,-3.084,-1.10016,127.90622,-0.10814,0.01711,0.30417,-114.00000,-0.09735,-58.00000,-0.08591,0.00000,1.00000
1719253526.3160121,366.000,364.000,65.000,378.000,354.000,66.000,390.000,346.000,65.000, 0.064, 0.065,12.000,-10.000,12.000,-10.000,187.697,-156.414,185.423,-123.615,-35.142,506.806,320.564,237.724,107.474,61.693,469.113,-2.194, 2.195, 0.038,-0.002, 0.525,-2.514,-0.98716,127.02756,-0.00239,0.01605,0.35048,-106.00000,-0.06804,-70.00000,-0.08591,0.00000,2.00000
1719253526.387706,378.000,354.000,66.000,390.000,346.000,65.000,404.000,340.000,68.000, 0.065, 0.072,12.000,-8.000,12.000,-8.000,185.423,-123.615,195.008,-83.575,133.519,557.725,320.026,236.969,107.153,61.545,467.521,-2.205, 2.203, 0.028, 0.063, 0.234,-1.716,-0.87214,130.59862,0.06338,0.01536,0.39579,-100.00000,-0.01805,-84.00000,-0.08591,0.00000,3.00000
1719253526.4539351,390.000,346.000,65.000,404.000,340.000,68.000,418.000,326.000,65.000, 0.072, 0.066,14.000,-6.000,14.000,-6.000,195.008,-83.575,211.560,-211.560,250.128,-1934.045,320.413,237.032,107.294,61.569,468.003,-2.200, 2.198, 0.020, 0.062, 0.749,-1.792,-0.72027,130.38405,0.06189,0.01534,0.35737,-86.00000,0.02158,-98.00000,-0.08591,0.00000,2.00000
