time,c1x,c1y,c1z,c2x,c2y,c2z,c3x,c3y,c3z,dt1,dt2,ds1x,ds1y,ds2x,ds2y,v1x,v1y,v2x,v2y,ax,ay,px,py,tvx,tvy,tvz,rvx,rvy,rvz,heading,roll,pitch
1717274450.2695749,220.000,264.000,62.000,226.000,284.000,63.000,234.000,304.000,61.000, 0.117, 0.124, 6.000,20.000, 6.000,20.000,51.348,171.159,64.517,161.293,106.207,-79.569,337.145,242.799,120.611,57.001,502.913,-2.136, 2.247, 0.088,-2.931,-0.573,-3.956
1717274450.402606,226.000,284.000,63.000,234.000,304.000,61.000,242.000,314.000,61.000, 0.124, 0.132, 8.000,20.000, 8.000,20.000,64.517,161.293,60.494,75.617,-30.424,-647.857,336.910,242.788,120.449,57.078,502.666,-2.138, 2.248, 0.096,-2.895,-0.881,-4.070
1717274450.541944,234.000,304.000,61.000,242.000,314.000,61.000,252.000,326.000,61.000, 0.132, 0.140, 8.000,10.000, 8.000,10.000,60.494,75.617,71.482,85.779,78.548,72.636,337.148,242.835,120.620,56.976,503.533,-2.133, 2.244, 0.088,-2.932,-0.387,-4.104
1717274450.6631098,242.000,314.000,61.000,252.000,326.000,61.000,254.000,328.000,60.000, 0.140, 0.122,10.000,12.000,10.000,12.000,71.482,85.779,16.458,16.458,-452.795,-570.441,337.323,242.888,120.723,56.917,503.954,-2.128, 2.241, 0.077,-2.960, 0.138,-4.074
1717274450.79684,252.000,326.000,61.000,254.000,328.000,60.000,250.000,324.000,61.000, 0.122, 0.134, 2.000, 2.000, 2.000, 2.000,16.458,16.458,-29.935,-29.935,-347.193,-347.193,337.048,242.763,120.524,57.019,503.110,-2.135, 2.245, 0.089,-2.904,-0.508,-4.048
1717274450.928121,254.000,328.000,60.000,250.000,324.000,61.000,244.000,318.000,60.000, 0.134, 0.131,-4.000,-4.000,-4.000,-4.000,-29.935,-29.935,-45.736,-45.736,-120.445,-120.445,337.117,243.024,120.639,57.008,503.670,-2.131, 2.243, 0.099,-2.959,-0.575,-4.484
1717274451.059505,250.000,324.000,61.000,244.000,318.000,60.000,236.000,306.000,61.000, 0.131, 0.132,-6.000,-6.000,-6.000,-6.000,-45.736,-45.736,-60.785,-91.178,-114.346,-345.273,337.045,242.770,120.522,57.021,503.170,-2.135, 2.245, 0.090,-2.902,-0.525,-4.091
1717274451.203825,244.000,318.000,60.000,236.000,306.000,61.000,230.000,292.000,60.000, 0.132, 0.144,-8.000,-12.000,-8.000,-12.000,-60.785,-91.178,-41.780,-97.486,132.340,-43.929,336.929,242.687,120.403,57.100,502.119,-2.139, 2.249, 0.079,-2.869,-0.474,-3.562
1717274451.397441,236.000,306.000,61.000,230.000,292.000,60.000,220.000,268.000,61.000, 0.144, 0.194,-6.000,-14.000,-6.000,-14.000,-41.780,-97.486,-51.516,-123.637,-50.154,-134.718,336.895,242.632,120.353,57.156,501.136,-2.145, 2.254, 0.066,-2.850,-0.441,-2.950
1717274451.537298,230.000,292.000,60.000,220.000,268.000,61.000,220.000,240.000,61.000, 0.194, 0.140,-10.000,-24.000,-10.000,-24.000,-51.516,-123.637, 0.000,-200.346,368.606,-548.872,336.814,242.635,120.301,57.161,501.453,-2.143, 2.251, 0.077,-2.840,-0.613,-3.334
1717274451.669894,220.000,268.000,61.000,220.000,240.000,61.000,222.000,222.000,61.000, 0.140, 0.133, 0.000,-28.000, 0.000,-28.000, 0.000,-200.346,15.071,-135.639,113.568,487.602,336.866,242.655,120.351,57.143,501.512,-2.143, 2.252, 0.074,-2.853,-0.568,-3.236
1717274451.816736,220.000,240.000,61.000,222.000,222.000,61.000,226.000,204.000,62.000, 0.133, 0.147, 2.000,-18.000, 2.000,-18.000,15.071,-135.639,27.235,-122.556,82.819,89.077,336.790,242.773,120.358,57.139,501.776,-2.141, 2.251, 0.084,-2.882,-0.716,-3.570
1717274451.962111,222.000,222.000,61.000,226.000,204.000,62.000,232.000,194.000,61.000, 0.147, 0.146, 4.000,-18.000, 4.000,-18.000,27.235,-122.556,41.234,-68.724,96.212,369.958,336.527,243.216,120.403,57.066,503.128,-2.130, 2.243, 0.116,-3.002,-1.011,-4.961
1717274452.083842,226.000,204.000,62.000,232.000,194.000,61.000,234.000,188.000,62.000, 0.146, 0.122, 6.000,-10.000, 6.000,-10.000,41.234,-68.724,16.453,-49.358,-203.863,159.314,336.551,243.193,120.404,57.029,503.451,-2.127, 2.239, 0.116,-3.000,-0.846,-5.148
1717274452.220288,232.000,194.000,61.000,234.000,188.000,62.000,234.000,188.000,62.000, 0.122, 0.136, 2.000,-6.000, 2.000,-6.000,16.453,-49.358, 0.000, 0.000,-120.545,361.636,336.551,243.193,120.404,57.029,503.451,-2.127, 2.239, 0.116,-3.000,-0.846,-5.148
1717274452.349668,234.000,188.000,62.000,234.000,188.000,62.000,232.000,190.000,62.000, 0.136, 0.129, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,-15.449,15.449,-119.336,119.336,336.527,243.216,120.403,57.066,503.128,-2.130, 2.243, 0.116,-3.002,-1.011,-4.961
1717274452.473189,234.000,188.000,62.000,232.000,190.000,62.000,230.000,198.000,62.000, 0.129, 0.123,-2.000, 2.000,-2.000, 2.000,-15.449,15.449,-16.261,65.045,-6.604,403.244,336.551,243.193,120.404,57.029,503.451,-2.127, 2.239, 0.116,-3.000,-0.846,-5.148
1717274452.613185,232.000,190.000,62.000,230.000,198.000,62.000,226.000,210.000,62.000, 0.123, 0.141,-2.000, 8.000,-2.000, 8.000,-16.261,65.045,-28.461,85.384,-86.807,144.717,336.881,242.647,120.355,57.127,501.729,-2.141, 2.250, 0.076,-2.855,-0.500,-3.383
1717274452.750924,230.000,198.000,62.000,226.000,210.000,62.000,222.000,220.000,62.000, 0.141, 0.138,-4.000,12.000,-4.000,12.000,-28.461,85.384,-29.032,72.580,-4.143,-92.929,336.843,242.779,120.399,57.132,501.564,-2.142, 2.252, 0.087,-2.896,-0.854,-3.599
1717274452.872043,226.000,210.000,62.000,222.000,220.000,62.000,220.000,232.000,61.000, 0.138, 0.121,-4.000,10.000,-4.000,10.000,-29.032,72.580,-16.544,99.265,103.301,220.742,336.881,242.647,120.355,57.127,501.729,-2.141, 2.250, 0.076,-2.855,-0.500,-3.383
1717274452.983007,222.000,220.000,62.000,220.000,232.000,61.000,220.000,244.000,61.000, 0.121, 0.111,-2.000,12.000,-2.000,12.000,-16.544,99.265, 0.000,108.043,148.957,79.032,336.639,242.717,120.239,57.197,501.128,-2.145, 2.253, 0.088,-2.855,-1.017,-3.512
1717274453.106803,220.000,232.000,61.000,220.000,244.000,61.000,220.000,262.000,62.000, 0.111, 0.124, 0.000,12.000, 0.000,12.000, 0.000,108.043, 0.000,145.351, 0.000,301.263,336.919,242.663,120.393,57.135,501.318,-2.144, 2.253, 0.077,-2.867,-0.701,-3.270
1717274453.2371259,220.000,244.000,61.000,220.000,262.000,62.000,222.000,274.000,62.000, 0.124, 0.130, 0.000,18.000, 0.000,18.000, 0.000,145.351,15.359,92.151,117.942,-408.535,336.881,242.647,120.355,57.127,501.729,-2.141, 2.250, 0.076,-2.855,-0.500,-3.383
1717274453.361333,220.000,262.000,62.000,222.000,274.000,62.000,226.000,286.000,62.000, 0.130, 0.124, 2.000,12.000, 2.000,12.000,15.359,92.151,32.164,96.492,135.132,34.903,336.881,242.647,120.355,57.127,501.729,-2.141, 2.250, 0.076,-2.855,-0.500,-3.383
1717274453.5230541,222.000,274.000,62.000,226.000,286.000,62.000,228.000,290.000,61.000, 0.124, 0.161, 4.000,12.000, 4.000,12.000,32.164,96.492,12.386,24.773,-122.487,-444.172,336.900,242.629,120.375,57.106,501.905,-2.141, 2.250, 0.080,-2.858,-0.603,-3.495
1717274453.643015,226.000,286.000,62.000,228.000,290.000,61.000,228.000,290.000,61.000, 0.161, 0.120, 2.000, 4.000, 2.000, 4.000,12.386,24.773, 0.000, 0.000,-103.106,-206.212,336.658,242.539,120.158,57.236,500.606,-2.149, 2.255, 0.078,-2.795,-0.930,-3.097
1717274453.79809,228.000,290.000,61.000,228.000,290.000,61.000,226.000,286.000,61.000, 0.120, 0.155, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,-12.894,-25.788,-83.129,-166.259,336.780,242.855,120.338,57.184,501.955,-2.140, 2.249, 0.088,-2.872,-0.763,-3.749
1717274453.951895,228.000,290.000,61.000,226.000,286.000,61.000,222.000,274.000,61.000, 0.155, 0.153,-2.000,-4.000,-2.000,-4.000,-12.894,-25.788,-26.103,-78.308,-86.193,-342.722,336.881,242.647,120.355,57.127,501.729,-2.141, 2.250, 0.076,-2.855,-0.500,-3.383
1717274454.111329,226.000,286.000,61.000,222.000,274.000,61.000,220.000,258.000,62.000, 0.153, 0.160,-4.000,-12.000,-4.000,-12.000,-26.103,-78.308,-12.501,-100.005,85.016,-135.616,336.881,242.647,120.355,57.127,501.729,-2.141, 2.250, 0.076,-2.855,-0.500,-3.383
1717274454.244404,222.000,274.000,61.000,220.000,258.000,62.000,220.000,246.000,61.000, 0.160, 0.133,-2.000,-16.000,-2.000,-16.000,-12.501,-100.005, 0.000,-90.201,93.964,73.694,336.866,242.655,120.351,57.143,501.512,-2.143, 2.252, 0.074,-2.853,-0.568,-3.236
1717274454.373695,220.000,258.000,62.000,220.000,246.000,61.000,220.000,234.000,63.000, 0.133, 0.129, 0.000,-12.000, 0.000,-12.000, 0.000,-90.201, 0.000,-92.765, 0.000,-19.821,336.881,242.647,120.355,57.127,501.729,-2.141, 2.250, 0.076,-2.855,-0.500,-3.383
1717274454.4958148,220.000,246.000,61.000,220.000,234.000,63.000,220.000,230.000,62.000, 0.129, 0.122, 0.000,-12.000, 0.000,-12.000, 0.000,-92.765, 0.000,-32.785, 0.000,491.614,336.881,242.647,120.355,57.127,501.729,-2.141, 2.250, 0.076,-2.855,-0.500,-3.383
1717274454.625055,220.000,234.000,63.000,220.000,230.000,62.000,220.000,228.000,62.000, 0.122, 0.129, 0.000,-4.000, 0.000,-4.000, 0.000,-32.785, 0.000,-15.469, 0.000,133.933,336.866,242.655,120.351,57.143,501.512,-2.143, 2.252, 0.074,-2.853,-0.568,-3.236
1717274454.771157,220.000,230.000,62.000,220.000,228.000,62.000,220.000,232.000,61.000, 0.129, 0.146, 0.000,-2.000, 0.000,-2.000, 0.000,-15.469, 0.000,27.412, 0.000,293.864,336.815,242.671,120.346,57.117,501.686,-2.141, 2.250, 0.080,-2.870,-0.610,-3.492
1717274454.891482,220.000,228.000,62.000,220.000,232.000,61.000,220.000,238.000,62.000, 0.146, 0.120, 0.000, 4.000, 0.000, 4.000, 0.000,27.412, 0.000,50.106, 0.000,189.516,336.881,242.647,120.355,57.127,501.729,-2.141, 2.250, 0.076,-2.855,-0.500,-3.383
1717274455.018661,220.000,232.000,61.000,220.000,238.000,62.000,220.000,246.000,62.000, 0.120, 0.128, 0.000, 6.000, 0.000, 6.000, 0.000,50.106, 0.000,62.511, 0.000,96.930,336.881,242.647,120.355,57.127,501.729,-2.141, 2.250, 0.076,-2.855,-0.500,-3.383
1717274455.1304681,220.000,238.000,62.000,220.000,246.000,62.000,220.000,254.000,61.000, 0.128, 0.112, 0.000, 8.000, 0.000, 8.000, 0.000,62.511, 0.000,71.536, 0.000,80.701,336.866,242.655,120.351,57.143,501.512,-2.143, 2.252, 0.074,-2.853,-0.568,-3.236
1717274455.273707,220.000,246.000,62.000,220.000,254.000,61.000,222.000,262.000,62.000, 0.112, 0.142, 0.000, 8.000, 0.000, 8.000, 0.000,71.536,14.060,56.239,98.840,-107.532,336.866,242.655,120.351,57.143,501.512,-2.143, 2.252, 0.074,-2.853,-0.568,-3.236
1717274455.417088,220.000,254.000,61.000,222.000,262.000,62.000,220.000,266.000,61.000, 0.142, 0.144, 2.000, 8.000, 2.000, 8.000,14.060,56.239,-13.862,27.723,-193.518,-197.641,336.838,242.632,120.304,57.175,501.194,-2.144, 2.252, 0.071,-2.838,-0.506,-3.132
1717274455.5519931,222.000,262.000,62.000,220.000,266.000,61.000,222.000,272.000,62.000, 0.144, 0.135,-2.000, 4.000,-2.000, 4.000,-13.862,27.723,14.805,44.416,212.213,123.573,336.881,242.647,120.355,57.127,501.729,-2.141, 2.250, 0.076,-2.855,-0.500,-3.383
1717274455.676204,220.000,266.000,61.000,222.000,272.000,62.000,222.000,274.000,61.000, 0.135, 0.124, 2.000, 6.000, 2.000, 6.000,14.805,44.416, 0.000,16.121,-119.336,-228.071,336.881,242.647,120.355,57.127,501.729,-2.141, 2.250, 0.076,-2.855,-0.500,-3.383
1717274455.7993238,222.000,272.000,62.000,222.000,274.000,61.000,222.000,272.000,62.000, 0.124, 0.123, 0.000, 2.000, 0.000, 2.000, 0.000,16.121, 0.000,-16.283, 0.000,-263.815,336.807,242.763,120.363,57.122,501.990,-2.139, 2.249, 0.085,-2.883,-0.643,-3.713
1717274455.924285,222.000,274.000,61.000,222.000,272.000,62.000,222.000,270.000,62.000, 0.123, 0.125, 0.000,-2.000, 0.000,-2.000, 0.000,-16.283, 0.000,-15.977, 0.000, 2.446,336.881,242.647,120.355,57.127,501.729,-2.141, 2.250, 0.076,-2.855,-0.500,-3.383
1717274456.04437,222.000,272.000,62.000,222.000,270.000,62.000,220.000,266.000,62.000, 0.125, 0.120, 0.000,-2.000, 0.000,-2.000, 0.000,-15.977,-16.673,-33.345,-138.989,-144.789,336.881,242.647,120.355,57.127,501.729,-2.141, 2.250, 0.076,-2.855,-0.500,-3.383
1717274456.146247,222.000,270.000,62.000,220.000,266.000,62.000,220.000,266.000,62.000, 0.120, 0.102,-2.000,-4.000,-2.000,-4.000,-16.673,-33.345, 0.000, 0.000,163.419,326.837,336.866,242.655,120.351,57.143,501.512,-2.143, 2.252, 0.074,-2.853,-0.568,-3.236
1717274456.335315,220.000,266.000,62.000,220.000,266.000,62.000,220.000,268.000,61.000, 0.102, 0.185, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,10.830, 0.000,58.643,336.866,242.655,120.351,57.143,501.512,-2.143, 2.252, 0.074,-2.853,-0.568,-3.236
1717274456.496053,220.000,266.000,62.000,220.000,268.000,61.000,222.000,272.000,62.000, 0.185, 0.165, 0.000, 2.000, 0.000, 2.000, 0.000,10.830,12.110,24.220,73.327,81.078,336.881,242.647,120.355,57.127,501.729,-2.141, 2.250, 0.076,-2.855,-0.500,-3.383
1717274456.624809,220.000,268.000,61.000,222.000,272.000,62.000,224.000,272.000,60.000, 0.165, 0.129, 2.000, 4.000, 2.000, 4.000,12.110,24.220,15.524, 0.000,26.500,-187.998,336.790,242.773,120.358,57.139,501.776,-2.141, 2.251, 0.084,-2.882,-0.716,-3.570
1717274456.7343628,222.000,272.000,62.000,224.000,272.000,60.000,222.000,268.000,61.000, 0.129, 0.110, 2.000, 0.000, 2.000, 0.000,15.524, 0.000,-18.242,-36.484,-307.986,-332.778,336.884,242.696,120.338,57.194,501.259,-2.144, 2.253, 0.076,-2.843,-0.671,-3.233
1717274456.8516421,224.000,272.000,60.000,222.000,268.000,61.000,236.000,266.000,62.000, 0.110, 0.117,-2.000,-4.000,-2.000,-4.000,-18.242,-36.484,119.510,-17.073,1175.911,165.705,347.928,243.276,125.494,56.779,506.142,-2.109, 2.229,-0.003,-3.101, 3.113,-2.788
1717274456.956408,222.000,268.000,61.000,236.000,266.000,62.000,260.000,268.000,62.000, 0.117, 0.105,14.000,-2.000,14.000,-2.000,119.510,-17.073,228.726,19.061,1040.858,344.360,369.805,243.530,135.352,56.684,506.737,-2.098, 2.229,-0.122,-3.471, 6.405, 0.244
1717274457.069917,236.000,266.000,62.000,260.000,268.000,62.000,300.000,272.000,63.000, 0.105, 0.113,24.000, 2.000,24.000, 2.000,228.726,19.061,352.786,35.279,1094.169,143.038,399.556,245.979,149.471,56.827,520.196,-2.077, 2.203,-0.012,-3.192, 5.068,-4.157
1717274457.186597,260.000,268.000,62.000,300.000,272.000,63.000,344.000,274.000,62.000, 0.113, 0.117,40.000, 4.000,40.000, 4.000,352.786,35.279,377.132,17.142,208.674,-155.449,396.374,235.947,138.727,61.787,516.157, 2.098,-2.018,-0.665,-0.399,-24.588,-12.069
1717274457.2866602,300.000,272.000,63.000,344.000,274.000,62.000,366.000,274.000,62.000, 0.117, 0.100,44.000, 2.000,44.000, 2.000,377.132,17.142,219.515, 0.000,-1572.701,-171.046,359.911,246.569,122.910,66.763,504.942,-2.235, 2.155,-0.061, 2.087, 3.078, 0.026
1717274457.387041,344.000,274.000,62.000,366.000,274.000,62.000,396.000,274.000,61.000, 0.100, 0.100,22.000, 0.000,22.000, 0.000,219.515, 0.000,299.476, 0.000,798.221, 0.000,342.697,243.661,117.563,63.086,503.726,-2.197, 2.177,-0.024, 0.539, 2.586,-1.354
1717274457.483527,366.000,274.000,62.000,396.000,274.000,61.000,438.000,272.000,62.000, 0.100, 0.097,30.000, 0.000,30.000, 0.000,299.476, 0.000,434.977,-20.713,1403.322,-214.518,345.193,242.665,121.554,59.739,503.588,-2.164, 2.212, 0.026,-1.226, 1.257,-2.598
1717274457.584416,396.000,274.000,61.000,438.000,272.000,62.000,466.000,272.000,62.000, 0.097, 0.101,42.000,-2.000,42.000,-2.000,434.977,-20.713,277.206, 0.000,-1561.964,205.065,342.407,242.373,121.695,58.334,498.830,-2.172, 2.253, 0.053,-2.117,-0.875,-1.859
1717274457.684201,438.000,272.000,62.000,466.000,272.000,62.000,446.000,264.000,62.000, 0.101, 0.100,28.000, 0.000,28.000, 0.000,277.206, 0.000,-200.966,-80.386,-4804.820,-807.748,338.079,242.577,120.241,57.873,500.559,-2.159, 2.252, 0.057,-2.412,-0.565,-2.342
1717274457.800262,466.000,272.000,62.000,446.000,264.000,62.000,416.000,254.000,62.000, 0.100, 0.116,-20.000,-8.000,-20.000,-8.000,-200.966,-80.386,-258.791,-86.264,-498.813,-50.697,338.322,242.864,120.202,58.117,501.552,-2.154, 2.242, 0.082,-2.326,-0.810,-3.418
1717274457.931286,446.000,264.000,62.000,416.000,254.000,62.000,372.000,242.000,62.000, 0.116, 0.131,-30.000,-10.000,-30.000,-10.000,-258.791,-86.264,-335.796,-91.581,-587.684,-40.579,337.595,242.189,120.016,57.702,500.311,-2.158, 2.250, 0.072,-2.428,-0.871,-2.846
1717274458.056264,416.000,254.000,62.000,372.000,242.000,62.000,322.000,232.000,63.000, 0.131, 0.125,-44.000,-12.000,-44.000,-12.000,-335.796,-91.581,-399.109,-79.822,-505.380,93.861,337.738,242.609,120.142,57.772,501.719,-2.150, 2.243, 0.092,-2.464,-0.979,-3.777
1717274458.167476,372.000,242.000,62.000,322.000,232.000,63.000,280.000,218.000,61.000, 0.125, 0.111,-50.000,-10.000,-50.000,-10.000,-399.109,-79.822,-377.443,-125.814,194.706,-413.324,337.992,242.914,120.173,57.962,502.314,-2.147, 2.239, 0.079,-2.407,-0.414,-3.632
1717274458.287595,322.000,232.000,63.000,280.000,218.000,61.000,220.000,202.000,63.000, 0.111, 0.120,-42.000,-14.000,-42.000,-14.000,-377.443,-125.814,-501.509,-133.736,-1037.001,-66.210,337.067,242.701,119.965,57.573,503.099,-2.137, 2.234, 0.114,-2.560,-0.927,-4.954
1717274458.429875,280.000,218.000,61.000,220.000,202.000,63.000,244.000,222.000,62.000, 0.120, 0.142,-60.000,-16.000,-60.000,-16.000,-501.509,-133.736,168.698,140.581,4710.932,1928.196,337.905,242.401,120.215,57.717,500.733,-2.155, 2.248, 0.082,-2.468,-0.983,-3.226
1717274458.5556438,220.000,202.000,63.000,244.000,222.000,62.000,272.000,246.000,62.000, 0.142, 0.126,24.000,20.000,24.000,20.000,168.698,140.581,221.900,190.200,421.631,393.230,337.774,242.362,120.111,57.760,500.436,-2.157, 2.249, 0.079,-2.438,-1.004,-3.054
1717274458.698735,244.000,222.000,62.000,272.000,246.000,62.000,284.000,268.000,61.000, 0.126, 0.143,28.000,24.000,28.000,24.000,221.900,190.200,83.992,153.986,-965.268,-253.476,337.374,242.391,119.989,57.688,501.130,-2.153, 2.246, 0.091,-2.475,-1.107,-3.556
1717274458.8197818,272.000,246.000,62.000,284.000,268.000,61.000,280.000,288.000,61.000, 0.143, 0.121,12.000,22.000,12.000,22.000,83.992,153.986,-32.976,164.880,-964.292,89.813,337.829,242.552,120.131,57.832,500.935,-2.154, 2.246, 0.090,-2.438,-1.132,-3.521
1717274458.960067,284.000,268.000,61.000,280.000,288.000,61.000,262.000,310.000,60.000, 0.121, 0.140,-4.000,20.000,-4.000,20.000,-32.976,164.880,-128.238,156.735,-678.676,-58.030,338.026,242.642,120.386,57.570,503.512,-2.140, 2.235, 0.097,-2.528,-0.591,-4.414
1717274459.102398,280.000,288.000,61.000,262.000,310.000,60.000,250.000,318.000,62.000, 0.140, 0.142,-18.000,22.000,-18.000,22.000,-128.238,156.735,-84.499,56.332,307.992,-706.991,337.670,242.769,120.219,57.638,503.558,-2.140, 2.235, 0.107,-2.523,-0.848,-4.646
1717274459.221982,262.000,310.000,60.000,250.000,318.000,62.000,254.000,300.000,61.000, 0.142, 0.120,-12.000, 8.000,-12.000, 8.000,-84.499,56.332,33.434,-150.454,985.748,-1728.434,338.044,242.725,120.291,57.782,502.194, 2.199,-2.295,-0.082,-2.469,-0.493,-3.636
1717274459.343342,250.000,318.000,62.000,254.000,300.000,61.000,246.000,282.000,60.000, 0.120, 0.121, 4.000,-18.000, 4.000,-18.000,33.434,-150.454,-65.913,-148.304,-818.535,17.710,337.504,242.186,119.961,57.719,500.354,-2.158, 2.250, 0.080,-2.417,-1.087,-3.019
1717274459.465397,254.000,300.000,61.000,246.000,282.000,60.000,236.000,276.000,61.000, 0.121, 0.122,-8.000,-18.000,-8.000,-18.000,-65.913,-148.304,-81.803,-49.082,-129.983,811.670,337.430,242.402,119.981,57.709,501.543,-2.151, 2.243, 0.087,-2.450,-0.857,-3.600
1717274459.6182961,246.000,282.000,60.000,236.000,276.000,61.000,224.000,252.000,61.000, 0.122, 0.153,-10.000,-6.000,-10.000,-6.000,-81.803,-49.082,-78.533,-157.065,21.403,-706.683,337.710,242.652,120.102,57.841,501.281,-2.153, 2.246, 0.077,-2.443,-0.732,-3.226
1717274459.754882,236.000,276.000,61.000,224.000,252.000,61.000,222.000,230.000,62.000, 0.153, 0.136,-12.000,-24.000,-12.000,-24.000,-78.533,-157.065,-14.678,-161.462,468.637,-32.270,337.466,242.517,119.994,57.753,501.915,-2.150, 2.242, 0.083,-2.441,-0.700,-3.554
1717274459.867947,224.000,252.000,61.000,222.000,230.000,62.000,228.000,212.000,61.000, 0.136, 0.113,-2.000,-22.000,-2.000,-22.000,-14.678,-161.462,52.892,-158.677,595.663,24.549,337.867,242.295,120.219,57.627,501.217,-2.152, 2.246, 0.065,-2.475,-0.411,-2.942
1717274460.000536,222.000,230.000,62.000,228.000,212.000,61.000,230.000,202.000,63.000, 0.113, 0.132, 6.000,-18.000, 6.000,-18.000,52.892,-158.677,15.102,-75.512,-285.359,627.996,337.799,242.344,120.139,57.734,500.343,-2.156, 2.249, 0.082,-2.455,-1.077,-3.160
1717274460.1229591,228.000,212.000,61.000,230.000,202.000,63.000,234.000,190.000,62.000, 0.132, 0.123, 2.000,-10.000, 2.000,-10.000,15.102,-75.512,32.634,-97.901,143.030,-182.667,337.148,243.158,120.163,57.611,502.815,-2.136, 2.235, 0.130,-2.680,-1.374,-5.357
1717274460.248328,230.000,202.000,63.000,234.000,190.000,62.000,238.000,182.000,62.000, 0.123, 0.125, 4.000,-12.000, 4.000,-12.000,32.634,-97.901,31.990,-63.981,-5.146,271.284,337.164,243.288,120.138,57.702,502.711,-2.136, 2.235, 0.136,-2.667,-1.497,-5.519
1717274460.39344,234.000,190.000,62.000,238.000,182.000,62.000,240.000,182.000,62.000, 0.125, 0.145, 4.000,-8.000, 4.000,-8.000,31.990,-63.981,13.763, 0.000,-125.431,440.277,337.343,243.086,120.239,57.581,503.010,-2.135, 2.235, 0.126,-2.668,-1.229,-5.293
1717274460.531007,238.000,182.000,62.000,240.000,182.000,62.000,238.000,184.000,62.000, 0.145, 0.138, 2.000, 0.000, 2.000, 0.000,13.763, 0.000,-14.525,14.525,-205.440,105.487,337.353,242.933,120.241,57.501,503.070,-2.134, 2.234, 0.118,-2.666,-0.961,-5.136
1717274460.674881,240.000,182.000,62.000,238.000,184.000,62.000,230.000,196.000,61.000, 0.138, 0.144,-2.000, 2.000,-2.000, 2.000,-14.525,14.525,-55.745,83.617,-287.224,481.442,337.469,243.114,120.220,57.748,501.908,-2.142, 2.240, 0.122,-2.623,-1.481,-4.807
1717274460.808766,238.000,184.000,62.000,230.000,196.000,61.000,226.000,208.000,62.000, 0.144, 0.134,-8.000,12.000,-8.000,12.000,-55.745,83.617,-29.798,89.393,193.291,43.030,337.693,242.427,120.203,57.631,501.022,-2.153, 2.248, 0.077,-2.515,-0.806,-3.157
1717274460.945386,230.000,196.000,61.000,226.000,208.000,62.000,222.000,224.000,62.000, 0.134, 0.136,-4.000,12.000,-4.000,12.000,-29.798,89.393,-29.348,117.394, 3.297,205.443,337.694,242.340,120.172,57.647,500.644,-2.156, 2.251, 0.077,-2.491,-0.984,-2.963
1717274461.057513,226.000,208.000,62.000,222.000,224.000,62.000,220.000,238.000,62.000, 0.136, 0.112,-4.000,16.000,-4.000,16.000,-29.348,117.394,-17.792,124.547,102.805,63.631,337.747,242.655,120.171,57.789,501.155,-2.152, 2.246, 0.092,-2.485,-1.125,-3.607
1717274461.1769128,222.000,224.000,62.000,220.000,238.000,62.000,222.000,246.000,61.000, 0.112, 0.119,-2.000,14.000,-2.000,14.000,-17.792,124.547,16.745,66.980,289.162,-481.977,337.655,242.585,120.124,57.762,501.089,-2.152, 2.246, 0.087,-2.483,-0.976,-3.482
1717274461.3106618,220.000,238.000,62.000,222.000,246.000,61.000,220.000,260.000,62.000, 0.119, 0.134, 2.000, 8.000, 2.000, 8.000,16.745,66.980,-14.953,104.673,-236.996,281.818,337.674,242.501,120.160,57.700,501.137,-2.153, 2.247, 0.089,-2.496,-1.077,-3.487
1717274461.440041,222.000,246.000,61.000,220.000,260.000,62.000,224.000,270.000,62.000, 0.134, 0.129,-2.000,14.000,-2.000,14.000,-14.953,104.673,30.915,77.289,354.514,-211.649,337.672,242.536,120.150,57.729,500.944,-2.153, 2.247, 0.095,-2.498,-1.271,-3.639
1717274461.569515,220.000,260.000,62.000,224.000,270.000,62.000,224.000,274.000,62.000, 0.129, 0.129, 4.000,10.000, 4.000,10.000,30.915,77.289, 0.000,30.904,-238.853,-358.368,337.693,242.417,120.124,57.717,500.876,-2.154, 2.248, 0.083,-2.469,-0.991,-3.298
1717274461.7375019,224.000,270.000,62.000,224.000,274.000,62.000,224.000,276.000,61.000, 0.129, 0.168, 0.000, 4.000, 0.000, 4.000, 0.000,30.904, 0.000,11.907, 0.000,-113.098,337.843,242.574,120.248,57.723,500.914,-2.153, 2.248, 0.087,-2.509,-1.070,-3.434
1717274461.857743,224.000,274.000,62.000,224.000,276.000,61.000,224.000,274.000,62.000, 0.168, 0.120, 0.000, 2.000, 0.000, 2.000, 0.000,11.907, 0.000,-16.605, 0.000,-236.711,337.650,242.300,120.125,57.669,500.266,-2.158, 2.253, 0.074,-2.476,-0.996,-2.786
1717274461.986071,224.000,276.000,61.000,224.000,274.000,62.000,222.000,270.000,62.000, 0.120, 0.128, 0.000,-2.000, 0.000,-2.000, 0.000,-16.605,-15.590,-31.180,-121.525,-113.617,337.665,242.382,120.161,57.641,500.893,-2.152, 2.248, 0.076,-2.502,-0.746,-3.140
