time,c1x,c1y,c1z,c2x,c2y,c2z,c3x,c3y,c3z,dt1,dt2,ds1x,ds1y,ds2x,ds2y,v1x,v1y,v2x,v2y,ax,ay,px,py,tvx,tvy,tvz,rvx,rvy,rvz,heading,roll,pitch,dxp,dyp,ballang,ballradscale,headerr,heading_pid_out,pitch_pid_out,pitcherr,roll_pid_out,rollerr,x_pid_out,xerr,yerr
1719408763.3895109,286.000,214.000,65.000,292.000,214.000,66.000,294.000,214.000,67.000, 0.067, 0.072, 6.000, 0.000, 6.000, 0.000,89.138, 0.000,27.826, 0.000,-853.036, 0.000,319.915,240.096,107.432,61.829,476.577,-2.153, 2.162, 0.070,-0.155, 1.762,-5.492,0,0,2.35619,36.76955,-0.15465,0.04872,0.03623,26.00000,-0.34439,26.00000,-0.09257,0.00000,0.00000
1719408763.45722,292.000,214.000,66.000,294.000,214.000,67.000,294.000,214.000,66.000, 0.072, 0.068, 2.000, 0.000, 2.000, 0.000,27.826, 0.000, 0.000, 0.000,-410.956, 0.000,319.886,240.324,107.496,61.980,475.515,-2.159, 2.169, 0.056,-0.203, 1.813,-4.752,0,0,2.35619,36.76955,-0.20337,0.04931,0.03434,26.00000,-0.37781,26.00000,-0.09257,0.00000,0.00000
1719408763.5156322,294.000,214.000,67.000,294.000,214.000,66.000,298.000,212.000,66.000, 0.068, 0.058, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,68.384,-34.192,1169.096,-584.548,319.616,240.102,107.495,61.857,474.631,-2.161, 2.174, 0.057,-0.271, 1.574,-4.546,0,0,2.23677,35.60899,-0.27051,0.05011,-0.00273,28.00000,-0.30935,22.00000,-0.09257,0.00000,0.00000
1719408763.592384,294.000,214.000,66.000,298.000,212.000,66.000,298.000,212.000,66.000, 0.058, 0.077, 4.000,-2.000, 4.000,-2.000,68.384,-34.192, 0.000, 0.000,-891.754,445.877,319.635,240.555,107.601,61.829,475.583,-2.154, 2.169, 0.073,-0.332, 1.482,-5.314,0,0,2.23677,35.60899,-0.33226,0.05090,0.02676,28.00000,-0.37402,22.00000,-0.09257,0.00000,0.00000
1719408763.657666,298.000,212.000,66.000,298.000,212.000,66.000,300.000,210.000,67.000, 0.077, 0.065, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,30.645,-30.645,469.565,-469.565,319.667,240.593,107.592,61.879,475.479,-2.155, 2.170, 0.067,-0.322, 1.607,-5.134,0,0,2.15880,36.05551,-0.32179,0.05095,-0.01046,30.00000,-0.34044,20.00000,-0.09257,0.00000,0.00000
1719408763.7205179,298.000,212.000,66.000,300.000,210.000,67.000,302.000,206.000,66.000, 0.065, 0.063, 2.000,-2.000, 2.000,-2.000,30.645,-30.645,31.813,-63.625,18.571,-524.597,319.529,241.074,107.591,61.919,476.404,-2.149, 2.166, 0.072,-0.359, 1.726,-5.534,0,-1,2.05770,38.47077,-0.35905,0.05151,-0.05147,34.00000,-0.33825,18.00000,-0.09257,0.00000,-1.00000
1719408763.787053,300.000,210.000,67.000,302.000,206.000,66.000,306.000,202.000,67.000, 0.063, 0.067, 2.000,-4.000, 2.000,-4.000,31.813,-63.625,60.060,-60.060,424.132,53.536,319.632,240.969,107.664,61.904,476.050,-2.152, 2.169, 0.069,-0.372, 1.640,-5.293,0,0,1.92379,40.49691,-0.37183,0.05182,-0.06124,38.00000,-0.30074,14.00000,-0.09257,0.00000,0.00000
1719408763.84398,302.000,206.000,66.000,306.000,202.000,67.000,308.000,200.000,66.000, 0.067, 0.057, 4.000,-4.000, 4.000,-4.000,60.060,-60.060,35.130,-35.130,-437.897,437.897,319.683,241.338,107.676,62.107,475.538,-2.154, 2.170, 0.065,-0.372, 1.668,-5.090,0,-1,1.86225,41.76123,-0.37211,0.05201,-0.03612,40.00000,-0.32965,12.00000,-0.09257,0.00000,-1.00000
1719408763.918947,306.000,202.000,67.000,308.000,200.000,66.000,312.000,196.000,66.000, 0.057, 0.075, 2.000,-2.000, 2.000,-2.000,35.130,-35.130,53.368,-53.368,243.341,-243.341,319.643,241.166,107.599,62.116,475.652,-2.156, 2.171, 0.068,-0.322, 1.519,-5.087,0,-1,1.75065,44.72136,-0.32195,0.05167,-0.07785,44.00000,-0.29170,8.00000,-0.09257,0.00000,-1.00000
1719408763.987988,308.000,200.000,66.000,312.000,196.000,66.000,314.000,194.000,66.000, 0.075, 0.069, 4.000,-4.000, 4.000,-4.000,53.368,-53.368,28.988,-28.988,-353.368,353.368,319.677,241.396,107.658,62.102,476.073,-2.152, 2.168, 0.070,-0.357, 1.649,-5.321,0,-1,1.70050,46.38965,-0.35744,0.05220,-0.05317,46.00000,-0.32017,6.00000,-0.09257,0.00000,-1.00000
1719408764.0527732,312.000,196.000,66.000,314.000,194.000,66.000,316.000,190.000,66.000, 0.069, 0.065, 2.000,-2.000, 2.000,-2.000,28.988,-28.988,30.876,-61.751,29.149,-505.802,319.486,241.362,107.655,62.101,475.581,-2.156, 2.173, 0.082,-0.384, 1.070,-5.363,0,-1,1.65063,50.15974,-0.38421,0.05266,-0.09535,50.00000,-0.31696,4.00000,-0.09257,0.00000,-1.00000
1719408764.120318,314.000,194.000,66.000,316.000,190.000,66.000,320.000,188.000,67.000, 0.065, 0.068, 2.000,-4.000, 2.000,-4.000,30.876,-61.751,59.249,-29.624,420.266,475.870,319.496,241.573,107.503,62.133,476.953,-2.147, 2.162, 0.089,-0.304, 1.430,-6.163,0,-1,1.57080,52.00000,-0.30376,0.05201,-0.07110,52.00000,-0.27843,-0.00000,-0.09257,0.00000,-1.00000
1719408764.1759439,316.000,190.000,66.000,320.000,188.000,67.000,326.000,184.000,66.000, 0.068, 0.056, 4.000,-2.000, 4.000,-2.000,59.249,-29.624,107.670,-71.780,868.909,-756.475,319.530,241.348,107.568,62.129,476.041,-2.153, 2.168, 0.077,-0.330, 1.401,-5.463,0,-1,1.46406,56.32051,-0.32957,0.05243,-0.11371,56.00000,-0.23596,-6.00000,-0.09257,0.00000,-1.00000
1719408764.244819,320.000,188.000,67.000,326.000,184.000,66.000,330.000,182.000,67.000, 0.056, 0.069, 6.000,-4.000, 6.000,-4.000,107.670,-71.780,58.143,-29.071,-719.906,620.796,319.444,241.267,107.524,62.073,476.218,-2.152, 2.167, 0.087,-0.322, 1.230,-5.799,0,-1,1.40006,58.85576,-0.32243,0.05252,-0.08991,58.00000,-0.25976,-10.00000,-0.09257,0.00000,-1.00000
1719408764.306458,326.000,184.000,66.000,330.000,182.000,67.000,334.000,180.000,67.000, 0.069, 0.062, 4.000,-2.000, 4.000,-2.000,58.143,-29.071,64.800,-32.400,107.851,-53.926,319.472,241.038,107.425,62.148,475.646,-2.156, 2.168, 0.077,-0.257, 1.338,-5.400,0,-1,1.34156,61.61169,-0.25731,0.05200,-0.09778,60.00000,-0.25174,-14.00000,-0.09257,0.00000,-1.00000
1719408764.373182,330.000,182.000,67.000,334.000,180.000,67.000,336.000,178.000,66.000, 0.062, 0.067, 4.000,-2.000, 4.000,-2.000,64.800,-32.400,30.026,-30.026,-522.067,35.650,318.908,241.272,106.955,62.308,477.216,-2.151, 2.157, 0.107,-0.098, 0.942,-6.637,-1,-1,1.31824,64.03124,-0.09776,0.05045,-0.10579,62.00000,-0.27861,-16.00000,-0.08691,-1.00000,-1.00000
1719408764.448707,334.000,180.000,67.000,336.000,178.000,66.000,344.000,176.000,66.000, 0.067, 0.076, 2.000,-2.000, 2.000,-2.000,30.026,-30.026,105.893,-26.473,1004.222,47.022,318.994,241.079,106.815,62.455,476.777,-2.155, 2.157, 0.096, 0.008, 1.120,-6.212,-1,-1,1.21203,68.35203,0.00779,0.04939,-0.11396,64.00000,-0.16827,-24.00000,-0.08624,-1.00000,-1.00000
1719408764.5094342,336.000,178.000,66.000,344.000,176.000,66.000,348.000,178.000,66.000, 0.076, 0.061, 8.000,-2.000, 8.000,-2.000,105.893,-26.473,65.843,32.921,-659.249,977.677,318.860,241.385,106.868,62.407,477.249,-2.151, 2.156, 0.104,-0.060, 1.081,-6.585,-1,-1,1.14660,68.02941,-0.06045,0.05010,-0.05191,62.00000,-0.22229,-28.00000,-0.08558,-1.00000,-1.00000
1719408764.573747,344.000,176.000,66.000,348.000,178.000,66.000,352.000,180.000,66.000, 0.061, 0.064, 4.000, 2.000, 4.000, 2.000,65.843,32.921,62.157,31.078,-57.276,-28.638,318.945,241.312,106.868,62.360,477.773,-2.149, 2.153, 0.107,-0.035, 1.087,-6.795,-1,-1,1.08084,68.00000,-0.03498,0.04987,-0.05278,60.00000,-0.21296,-32.00000,-0.08491,-1.00000,-1.00000
1719408764.6372359,348.000,178.000,66.000,352.000,180.000,66.000,358.000,182.000,67.000, 0.064, 0.063, 4.000, 2.000, 4.000, 2.000,62.157,31.078,94.509,31.503,509.591, 6.686,319.401,241.420,107.145,62.272,477.975,-2.146, 2.152, 0.119,-0.089, 0.900,-7.211,0,-1,0.99079,69.33974,-0.08883,0.05045,-0.05351,58.00000,-0.16816,-38.00000,-0.08991,0.00000,-1.00000
1719408764.704138,352.000,180.000,66.000,358.000,182.000,67.000,360.000,184.000,66.000, 0.063, 0.067, 6.000, 2.000, 6.000, 2.000,94.509,31.503,29.884,29.884,-965.630,-24.186,319.122,240.961,107.338,61.994,476.304,-2.153, 2.165, 0.103,-0.281, 0.794,-6.246,0,0,0.95055,68.81860,-0.28054,0.05251,-0.05409,56.00000,-0.22481,-40.00000,-0.08991,0.00000,0.00000
1719408764.772852,358.000,182.000,67.000,360.000,184.000,66.000,366.000,190.000,67.000, 0.067, 0.069, 2.000, 2.000, 2.000, 2.000,29.884,29.884,87.435,87.435,838.667,838.667,319.093,241.004,107.336,61.930,476.759,-2.149, 2.161, 0.121,-0.287, 0.515,-6.905,0,-1,0.82704,67.94115,-0.28690,0.05271,0.01584,50.00000,-0.14789,-46.00000,-0.08991,0.00000,-1.00000
1719408764.832979,360.000,184.000,66.000,366.000,190.000,67.000,370.000,196.000,68.000, 0.069, 0.060, 6.000, 6.000, 6.000, 6.000,87.435,87.435,66.423,99.635,-348.922,202.586,319.064,240.899,107.239,61.889,477.054,-2.146, 2.157, 0.121,-0.244, 0.725,-7.132,0,0,0.72165,66.60330,-0.24415,0.05241,0.02313,44.00000,-0.16878,-50.00000,-0.08991,0.00000,0.00000
1719408764.908375,366.000,190.000,67.000,370.000,196.000,68.000,374.000,200.000,67.000, 0.060, 0.075, 4.000, 6.000, 4.000, 6.000,66.423,99.635,53.078,53.078,-177.088,-617.789,318.943,240.470,107.440,61.582,476.369,-2.149, 2.165, 0.120,-0.392, 0.424,-6.790,-1,0,0.63755,67.20119,-0.39186,0.05408,-0.00431,40.00000,-0.15785,-54.00000,-0.08424,-1.00000,0.00000
1719408764.9719748,370.000,196.000,68.000,374.000,200.000,67.000,380.000,208.000,67.000, 0.075, 0.064, 4.000, 4.000, 4.000, 4.000,53.078,53.078,94.370,125.827,649.464,1144.228,318.858,240.202,107.262,61.728,475.921,-2.157, 2.168, 0.126,-0.287,-0.064,-6.586,-1,0,0.48996,68.00000,-0.28711,0.05318,0.07042,32.00000,-0.11145,-60.00000,-0.08358,-1.00000,0.00000
1719408765.034005,374.000,200.000,67.000,380.000,208.000,67.000,384.000,214.000,66.000, 0.064, 0.062, 6.000, 8.000, 6.000, 8.000,94.370,125.827,64.435,96.653,-482.218,-469.961,318.835,239.747,106.760,62.090,474.963,-2.165, 2.165, 0.118, 0.009, 0.011,-6.271,-1,0,0.38588,69.07966,0.00894,0.05021,0.04749,26.00000,-0.13132,-64.00000,-0.08291,-1.00000,0.00000
1719408765.09933,380.000,208.000,67.000,384.000,214.000,66.000,392.000,220.000,67.000, 0.062, 0.065, 4.000, 6.000, 4.000, 6.000,64.435,96.653,122.449,91.837,887.973,-73.714,318.932,239.784,106.773,62.183,474.504,-2.168, 2.168, 0.105, 0.026, 0.225,-5.760,-1,0,0.27095,74.72617,0.02575,0.05003,0.05654,20.00000,-0.04901,-72.00000,-0.08225,-1.00000,0.00000
1719408765.165997,384.000,214.000,66.000,392.000,220.000,67.000,400.000,228.000,67.000, 0.065, 0.067, 8.000, 6.000, 8.000, 6.000,122.449,91.837,120.027,120.027,-36.348,422.940,318.748,239.509,106.858,61.835,474.863,-2.162, 2.166, 0.110,-0.084, 0.320,-6.149,-1,0,0.14889,80.89499,-0.08385,0.05117,0.10119,12.00000,-0.02918,-80.00000,-0.08158,-1.00000,0.00000
1719408765.2306812,392.000,220.000,67.000,400.000,228.000,67.000,408.000,236.000,67.000, 0.067, 0.065, 8.000, 8.000, 8.000, 8.000,120.027,120.027,123.687,123.687,56.599,56.599,318.671,239.414,106.799,61.901,474.303,-2.167, 2.169, 0.118,-0.062,-0.140,-6.114,-1,0,0.04542,88.09086,-0.06187,0.05098,0.11490,4.00000,-0.00877,-88.00000,-0.08091,-1.00000,0.00000
1719408765.3055732,400.000,228.000,67.000,408.000,236.000,67.000,418.000,246.000,67.000, 0.065, 0.075, 8.000, 8.000, 8.000, 8.000,123.687,123.687,133.501,133.501,131.010,131.010,318.819,239.361,106.907,61.742,475.112,-2.161, 2.165, 0.125,-0.091,-0.059,-6.559,-1,0,-0.06115,98.18350,-0.09114,0.05132,0.16437,-6.00000,0.04740,-98.00000,-0.08025,-1.00000,0.00000
1719408765.372179,408.000,236.000,67.000,418.000,246.000,67.000,428.000,258.000,66.000, 0.075, 0.067,10.000,10.000,10.000,10.000,133.501,133.501,150.179,180.215,250.470,701.545,318.587,238.734,107.009,61.373,474.431,-2.164, 2.172, 0.121,-0.211,-0.235,-6.159,-1,1,-0.16515,109.48973,-0.21111,0.05262,0.21821,-18.00000,0.07277,-108.00000,-0.07958,-1.00000,1.00000
1719408765.43394,418.000,246.000,67.000,428.000,258.000,66.000,438.000,272.000,68.000, 0.067, 0.062,10.000,12.000,10.000,12.000,150.179,180.215,162.099,226.938,193.217,757.380,318.107,238.569,106.642,61.549,473.621,-2.171, 2.174, 0.125,-0.110,-0.584,-6.016,-1,1,-0.26482,122.26201,-0.11030,0.05167,0.27658,-32.00000,0.09886,-118.00000,-0.07892,-1.00000,1.00000
1719408765.499895,428.000,258.000,66.000,438.000,272.000,68.000,444.000,284.000,67.000, 0.062, 0.066,10.000,14.000,10.000,14.000,162.099,226.938,90.965,181.931,-1078.445,-682.355,317.657,238.036,106.076,61.835,472.426,-2.185, 2.178, 0.129, 0.127,-1.228,-5.564,-2,1,-0.34098,131.57507,0.12667,0.04924,0.26925,-44.00000,0.05533,-124.00000,-0.07258,-2.00000,1.00000
1719408765.563665,438.000,272.000,68.000,444.000,284.000,67.000,432.000,292.000,66.000, 0.066, 0.064, 6.000,12.000, 6.000,12.000,90.965,181.931,-188.159,125.439,-4376.627,-885.781,317.097,237.823,105.682,61.885,472.414,-2.184, 2.175, 0.104, 0.229,-0.436,-5.057,-2,2,-0.43467,123.48279,0.22870,0.04810,0.22397,-52.00000,-0.24130,-112.00000,-0.07125,-2.00000,2.00000
1719408765.6270878,444.000,284.000,67.000,432.000,292.000,66.000,422.000,302.000,67.000, 0.064, 0.063,-12.000, 8.000,-12.000, 8.000,-188.159,125.439,-157.739,157.739,479.830,509.503,317.076,237.728,105.797,61.841,470.828,-2.193, 2.185, 0.117, 0.142,-1.311,-4.832,-2,2,-0.54617,119.36499,0.14161,0.04890,0.27752,-62.00000,-0.21983,-102.00000,-0.06992,-2.00000,2.00000
1719408765.7029219,432.000,292.000,66.000,422.000,302.000,67.000,410.000,312.000,67.000, 0.063, 0.076,-10.000,10.000,-10.000,10.000,-157.739,157.739,-158.046,131.705,-4.039,-342.885,316.866,237.526,105.666,61.863,469.538,-2.198, 2.189, 0.148, 0.126,-2.394,-5.331,-3,2,-0.67474,115.25624,0.12634,0.04899,0.30027,-72.00000,-0.26581,-90.00000,-0.06292,-3.00000,2.00000
1719408765.75617,422.000,302.000,67.000,410.000,312.000,67.000,396.000,324.000,67.000, 0.076, 0.053,-12.000,10.000,-12.000,10.000,-158.046,131.705,-262.808,225.264,-1966.594,1756.291,318.865,238.346,106.881,61.685,471.263,-2.179, 2.182, 0.106,-0.080,-0.520,-5.062,-1,1,-0.83536,113.27842,-0.08036,0.05110,0.35892,-84.00000,-0.31630,-76.00000,-0.07226,-1.00000,1.00000
1719408765.829916,410.000,312.000,67.000,396.000,324.000,67.000,380.000,336.000,67.000, 0.053, 0.074,-14.000,12.000,-14.000,12.000,-262.808,225.264,-217.332,162.999,617.713,-845.762,320.302,238.812,107.341,61.989,472.151,-2.181, 2.181, 0.069, 0.024, 0.486,-4.113,0,1,-1.01220,113.20777,0.02423,0.05004,0.38691,-96.00000,-0.37147,-60.00000,-0.07726,0.00000,1.00000
1719408765.8953118,396.000,324.000,67.000,380.000,336.000,67.000,366.000,352.000,65.000, 0.074, 0.065,-16.000,12.000,-16.000,12.000,-217.332,162.999,-213.864,244.416,52.975,1243.730,320.381,238.278,107.367,61.738,472.754,-2.179, 2.179, 0.073, 0.035, 0.471,-4.325,0,1,-1.18109,121.07849,0.03503,0.04992,0.48613,-112.00000,-0.36108,-46.00000,-0.07726,0.00000,1.00000
1719408765.958241,380.000,336.000,67.000,366.000,352.000,65.000,354.000,364.000,66.000, 0.065, 0.063,-14.000,16.000,-14.000,16.000,-213.864,244.416,-190.528,190.528,370.513,-855.598,321.805,237.693,108.020,61.485,471.570,-2.180, 2.182, 0.046,-0.029, 1.099,-3.513,1,2,-1.30318,128.57683,-0.02906,0.05057,0.45310,-124.00000,-0.34807,-34.00000,-0.08292,1.00000,2.00000
1719408766.0307782,366.000,352.000,65.000,354.000,364.000,66.000,340.000,368.000,66.000, 0.063, 0.072,-12.000,12.000,-12.000,12.000,-190.528,190.528,-193.106,55.173,-35.556,-1866.991,321.714,237.856,107.594,62.068,469.763,-2.194, 2.188,-0.005, 0.193, 1.868,-1.619,1,2,-1.41580,129.55308,0.19330,0.04825,0.34330,-128.00000,-0.40265,-20.00000,-0.08359,1.00000,2.00000
1719408766.089077,354.000,364.000,66.000,340.000,368.000,66.000,324.000,366.000,66.000, 0.072, 0.058,-14.000, 4.000,-14.000, 4.000,-193.106,55.173,-274.269,-34.284,-1391.272,-1533.448,322.404,236.749,108.126,61.414,468.779,-2.196, 2.195,-0.015, 0.039, 1.849,-1.084,2,3,-1.53906,126.06348,0.03949,0.04977,0.25438,-126.00000,-0.46189,-4.00000,-0.08992,2.00000,3.00000
1719408766.154471,340.000,368.000,66.000,324.000,366.000,66.000,308.000,364.000,67.000, 0.058, 0.065,-16.000,-2.000,-16.000,-2.000,-274.269,-34.284,-244.659,-30.582,452.760,56.595,322.427,236.198,108.184,61.126,468.755,-2.193, 2.194,-0.010,-0.001, 1.860,-1.337,2,3,-1.66727,124.57929,-0.00127,0.05018,0.25991,-124.00000,-0.49076,12.00000,-0.09125,2.00000,3.00000
1719408766.219139,324.000,366.000,66.000,308.000,364.000,67.000,298.000,364.000,66.000, 0.065, 0.065,-16.000,-2.000,-16.000,-2.000,-244.659,-30.582,-154.713, 0.000,1391.591,473.149,322.216,236.549,108.140,61.233,468.337,-2.190, 2.194,-0.050,-0.092, 2.980,-0.387,2,3,-1.74639,125.93649,-0.09169,0.05113,0.30048,-124.00000,-0.41527,22.00000,-0.09258,2.00000,3.00000
1719408766.2938828,308.000,364.000,67.000,298.000,364.000,66.000,286.000,364.000,66.000, 0.065, 0.075,-10.000, 0.000,-10.000, 0.000,-154.713, 0.000,-160.621, 0.000,-79.082, 0.000,322.063,238.173,108.108,61.719,471.118,-2.179, 2.184,-0.024,-0.090, 2.924,-1.674,2,1,-1.83841,128.57683,-0.09048,0.05116,0.30951,-124.00000,-0.47028,34.00000,-0.09392,2.00000,1.00000
1719408766.35413,298.000,364.000,66.000,286.000,364.000,66.000,278.000,362.000,66.000, 0.075, 0.060,-12.000, 0.000,-12.000, 0.000,-160.621, 0.000,-132.803,-33.201,461.791,-551.141,321.435,238.551,107.931,61.849,470.280,-2.182, 2.189,-0.038,-0.154, 3.062,-1.083,1,1,-1.90235,129.02713,-0.15440,0.05188,0.28337,-122.00000,-0.42428,42.00000,-0.08958,1.00000,1.00000
1719408766.420259,286.000,364.000,66.000,278.000,362.000,66.000,268.000,358.000,67.000, 0.060, 0.066,-8.000,-2.000,-8.000,-2.000,-132.803,-33.201,-151.052,-60.421,-275.669,-411.170,320.657,238.687,107.577,61.846,472.898,-2.182, 2.185, 0.020,-0.028, 1.660,-2.706,0,1,-1.98587,128.94960,-0.02834,0.05063,0.25343,-118.00000,-0.47710,52.00000,-0.08458,0.00000,1.00000
1719408766.4845,278.000,362.000,66.000,268.000,358.000,67.000,262.000,356.000,67.000, 0.066, 0.064,-10.000,-4.000,-10.000,-4.000,-151.052,-60.421,-93.439,-31.146,897.224,455.899,320.955,239.412,107.871,61.997,471.723,-2.177, 2.186,-0.020,-0.212, 2.806,-1.748,0,0,-2.03444,129.69194,-0.21200,0.05257,0.28991,-116.00000,-0.42876,58.00000,-0.08458,0.00000,0.00000
1719408766.551407,268.000,358.000,67.000,262.000,356.000,67.000,258.000,354.000,66.000, 0.064, 0.067,-6.000,-2.000,-6.000,-2.000,-93.439,-31.146,-59.771,-29.886,503.091,18.839,320.893,239.104,107.708,62.099,470.265,-2.185, 2.191,-0.038,-0.138, 2.925,-0.910,0,0,-2.06891,129.76903,-0.13837,0.05191,0.29472,-114.00000,-0.40874,62.00000,-0.08458,0.00000,0.00000
1719408766.617476,262.000,356.000,67.000,258.000,354.000,66.000,260.000,354.000,68.000, 0.067, 0.066,-4.000,-2.000,-4.000,-2.000,-59.771,-29.886,30.309, 0.000,1365.096,452.895,321.178,239.516,107.777,62.143,472.900,-2.174, 2.179,-0.005,-0.084, 2.693,-2.438,1,0,-2.05527,128.82546,-0.08352,0.05140,0.33455,-114.00000,-0.31502,60.00000,-0.09025,1.00000,0.00000
1719408766.685994,258.000,354.000,66.000,260.000,354.000,68.000,256.000,348.000,65.000, 0.066, 0.069, 2.000, 0.000, 2.000, 0.000,30.309, 0.000,-58.323,-87.485,-1292.326,-1275.602,321.299,239.012,107.618,62.223,472.437,-2.184, 2.183,-0.004, 0.082, 2.297,-2.076,1,0,-2.10575,125.53884,0.08191,0.04970,0.23732,-108.00000,-0.42127,64.00000,-0.09091,1.00000,0.00000
1719408766.758948,260.000,354.000,68.000,256.000,348.000,65.000,254.000,348.000,67.000, 0.069, 0.073,-4.000,-6.000,-4.000,-6.000,-58.323,-87.485,-27.433, 0.000,423.706,1199.968,321.289,239.417,107.812,62.073,473.144,-2.171, 2.177,-0.010,-0.098, 3.005,-2.457,1,0,-2.11935,126.57014,-0.09755,0.05155,0.33979,-108.00000,-0.39805,66.00000,-0.09158,1.00000,0.00000
1719408766.813566,256.000,348.000,65.000,254.000,348.000,67.000,254.000,348.000,67.000, 0.073, 0.055,-2.000, 0.000,-2.000, 0.000,-27.433, 0.000, 0.000, 0.000,501.631, 0.000,320.664,238.923,107.586,62.088,469.871,-2.190, 2.194,-0.027,-0.089, 2.394,-0.963,0,1,-2.11935,126.57014,-0.08891,0.05151,0.34765,-108.00000,-0.37133,66.00000,-0.08658,0.00000,1.00000
1719408766.880959,254.000,348.000,67.000,254.000,348.000,67.000,258.000,350.000,67.000, 0.055, 0.067, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,59.429,29.715,882.957,441.479,320.151,238.298,107.522,61.679,469.623,-2.188, 2.195,-0.007,-0.173, 1.908,-1.532,0,1,-2.08405,126.26955,-0.17279,0.05243,0.39070,-110.00000,-0.30578,62.00000,-0.08658,0.00000,1.00000
1719408766.9497159,254.000,348.000,67.000,258.000,350.000,67.000,256.000,352.000,68.000, 0.067, 0.069, 4.000, 2.000, 4.000, 2.000,59.429,29.715,-29.061,29.061,-1285.825,-9.493,319.987,238.909,107.722,61.598,470.979,-2.181, 2.194, 0.024,-0.312, 1.327,-2.580,0,1,-2.08994,128.99612,-0.31228,0.05398,0.40236,-112.00000,-0.40854,64.00000,-0.08658,0.00000,1.00000
1719408767.021843,258.000,350.000,67.000,256.000,352.000,68.000,258.000,354.000,67.000, 0.069, 0.072,-2.000, 2.000,-2.000, 2.000,-29.061,29.061,27.722,27.722,787.068,-18.566,319.484,237.863,107.294,61.499,469.150,-2.199, 2.205, 0.026,-0.143, 0.440,-1.773,0,2,-2.06891,129.76903,-0.14299,0.05236,0.41416,-114.00000,-0.34649,62.00000,-0.08658,0.00000,2.00000
1719408767.0911229,256.000,352.000,68.000,258.000,354.000,67.000,260.000,356.000,67.000, 0.072, 0.069, 2.000, 2.000, 2.000, 2.000,27.722,27.722,28.872,28.872,16.606,16.606,320.028,238.030,107.520,61.517,469.987,-2.190, 2.197, 0.010,-0.172, 1.334,-1.858,0,1,-2.04814,130.59862,-0.17173,0.05273,0.42611,-116.00000,-0.34736,60.00000,-0.08658,0.00000,1.00000
1719408767.154389,258.000,354.000,67.000,260.000,356.000,67.000,262.000,356.000,67.000, 0.069, 0.063, 2.000, 2.000, 2.000, 2.000,28.872,28.872,31.609, 0.000,43.254,-456.310,320.203,237.905,107.544,61.516,469.561,-2.187, 2.195,-0.013,-0.180, 2.062,-1.380,0,2,-2.03444,129.69194,-0.18015,0.05291,0.40303,-116.00000,-0.34809,58.00000,-0.08658,0.00000,2.00000
1719408767.216186,260.000,356.000,67.000,262.000,356.000,67.000,268.000,356.000,65.000, 0.063, 0.062, 2.000, 0.000, 2.000, 0.000,31.609, 0.000,97.195, 0.000,1062.429, 0.000,320.557,237.924,107.635,61.541,470.406,-2.186, 2.192,-0.013,-0.141, 2.193,-1.530,0,2,-1.99222,127.12199,-0.14057,0.05258,0.41148,-116.00000,-0.27831,52.00000,-0.08658,0.00000,2.00000
1719408767.285682,262.000,356.000,67.000,268.000,356.000,65.000,270.000,360.000,66.000, 0.062, 0.069, 6.000, 0.000, 6.000, 0.000,97.195, 0.000,28.799,57.598,-984.863,829.384,320.323,237.825,107.519,61.587,469.251,-2.193, 2.198,-0.014,-0.117, 1.867,-1.119,0,2,-1.96559,130.00000,-0.11699,0.05240,0.49028,-120.00000,-0.34152,50.00000,-0.08658,0.00000,2.00000
1719408767.35131,268.000,356.000,65.000,270.000,360.000,66.000,272.000,360.000,66.000, 0.069, 0.066, 2.000, 4.000, 2.000, 4.000,28.799,57.598,30.458, 0.000,25.257,-877.147,320.214,238.172,107.602,61.534,470.665,-2.186, 2.194, 0.014,-0.175, 1.433,-2.152,0,1,-1.95130,129.24396,-0.17537,0.05308,0.43596,-120.00000,-0.34151,48.00000,-0.08658,0.00000,1.00000
1719408767.420706,270.000,360.000,66.000,272.000,360.000,66.000,274.000,362.000,66.000, 0.066, 0.069, 2.000, 0.000, 2.000, 0.000,30.458, 0.000,28.785,28.785,-24.074,414.282,320.018,238.875,107.628,61.736,469.850,-2.183, 2.195, 0.002,-0.276, 1.819,-1.898,0,1,-1.93136,130.38405,-0.27634,0.05422,0.47988,-122.00000,-0.34136,46.00000,-0.08658,0.00000,1.00000
1719408767.4769201,272.000,360.000,66.000,274.000,362.000,66.000,276.000,362.000,66.000, 0.069, 0.056, 2.000, 2.000, 2.000, 2.000,28.785,28.785,35.658, 0.000,122.551,-513.210,320.083,238.657,107.537,61.830,468.882,-2.192, 2.200,-0.010,-0.191, 1.708,-1.182,0,1,-1.91693,129.69194,-0.19098,0.05347,0.45724,-122.00000,-0.34107,44.00000,-0.08658,0.00000,1.00000
1719408767.540891,274.000,362.000,66.000,276.000,362.000,66.000,278.000,364.000,67.000, 0.056, 0.064, 2.000, 0.000, 2.000, 0.000,35.658, 0.000,31.236,31.236,-69.073,487.836,320.376,238.739,107.554,61.963,468.894,-2.191, 2.198,-0.028,-0.150, 2.257,-0.805,0,1,-1.89738,130.91982,-0.14983,0.05313,0.50130,-124.00000,-0.34063,42.00000,-0.08658,0.00000,1.00000
