time,c1x,c1y,c1z,c2x,c2y,c2z,c3x,c3y,c3z,dt1,dt2,ds1x,ds1y,ds2x,ds2y,v1x,v1y,v2x,v2y,ax,ay,px,py,tvx,tvy,tvz,rvx,rvy,rvz,heading,roll,pitch,dxp,dyp,ballang,ballradscale,headerr,heading_pid_out,pitch_pid_out,pitcherr,roll_pid_out,rollerr,x_pid_out,xerr,yerr
1719408759.1657841,328.000,232.000,67.000,332.000,238.000,66.000,338.000,244.000,66.000, 0.063, 0.070, 4.000, 6.000, 4.000, 6.000,63.011,94.516,85.855,85.855,326.886,-123.932,318.809,239.235,106.764,62.091,472.396,-2.178, 2.177, 0.114,-0.009,-0.576,-5.428,-1,0,-0.21867,18.43909,-0.00915,0.04646,0.17531,-4.00000,0.01683,-18.00000,-0.06959,-1.00000,0.00000
1719408759.236067,332.000,238.000,66.000,338.000,244.000,66.000,344.000,248.000,66.000, 0.070, 0.070, 6.000, 6.000, 6.000, 6.000,85.855,85.855,85.352,56.901,-7.158,-411.879,318.768,239.194,106.786,62.125,471.403,-2.185, 2.185, 0.111,-0.032,-0.894,-4.949,-1,0,-0.32175,25.29822,-0.03228,0.04670,0.15136,-8.00000,0.02908,-24.00000,-0.06893,-1.00000,0.00000
1719408759.29818,338.000,244.000,66.000,344.000,248.000,66.000,350.000,256.000,67.000, 0.070, 0.062, 6.000, 4.000, 6.000, 4.000,85.352,56.901,96.701,128.935,182.905,1160.944,318.662,238.824,106.804,61.917,471.206,-2.184, 2.185, 0.120,-0.078,-1.142,-5.145,-1,1,-0.48996,34.00000,-0.07790,0.04720,0.22959,-16.00000,0.04176,-30.00000,-0.06826,-1.00000,1.00000
1719408759.36499,344.000,248.000,66.000,350.000,256.000,67.000,354.000,264.000,67.000, 0.062, 0.067, 6.000, 8.000, 6.000, 8.000,96.701,128.935,59.815,119.630,-551.583,-139.143,319.090,238.719,106.943,61.922,471.346,-2.187, 2.186, 0.121,-0.046,-1.271,-5.073,0,1,-0.61466,41.61730,-0.04601,0.04690,0.24534,-24.00000,0.01971,-34.00000,-0.07326,0.00000,1.00000
1719408759.430036,350.000,256.000,67.000,354.000,264.000,67.000,356.000,276.000,67.000, 0.067, 0.065, 4.000, 8.000, 4.000, 8.000,59.815,119.630,30.739,184.431,-446.881,995.953,319.249,238.558,107.018,61.821,471.533,-2.184, 2.185, 0.110,-0.049,-0.822,-4.925,0,1,-0.78540,50.91169,-0.04913,0.04696,0.33203,-36.00000,-0.00570,-36.00000,-0.07326,0.00000,1.00000
1719408759.493953,354.000,264.000,67.000,356.000,276.000,67.000,362.000,286.000,67.000, 0.065, 0.064, 2.000,12.000, 2.000,12.000,30.739,184.431,93.999,156.666,991.083,-434.989,319.094,238.506,106.859,61.988,470.065,-2.194, 2.192, 0.108, 0.003,-1.254,-4.406,0,1,-0.83082,62.28965,0.00288,0.04644,0.32135,-46.00000,0.07092,-42.00000,-0.07326,0.00000,1.00000
1719408759.561145,356.000,276.000,67.000,362.000,286.000,67.000,362.000,300.000,66.000, 0.064, 0.067, 6.000,10.000, 6.000,10.000,93.999,156.666, 0.000,208.182,-1397.786,766.055,318.362,238.915,106.346,62.420,468.895,-2.201, 2.194, 0.125, 0.108,-1.972,-4.526,-1,1,-0.96007,73.23933,0.10755,0.04534,0.41328,-60.00000,-0.02061,-42.00000,-0.06759,-1.00000,1.00000
1719408759.6233768,362.000,286.000,67.000,362.000,300.000,66.000,362.000,312.000,66.000, 0.067, 0.062, 0.000,14.000, 0.000,14.000, 0.000,208.182, 0.000,192.823, 0.000,-246.797,318.803,238.645,106.460,62.353,469.377,-2.199, 2.190, 0.128, 0.153,-1.893,-4.782,-1,1,-1.04272,83.35466,0.15292,0.04481,0.40799,-72.00000,-0.01755,-42.00000,-0.06693,-1.00000,1.00000
1719408759.694572,362.000,300.000,66.000,362.000,312.000,66.000,364.000,326.000,67.000, 0.062, 0.071, 0.000,12.000, 0.000,12.000, 0.000,192.823,28.118,196.825,395.308,56.266,319.231,238.278,106.402,62.477,468.435,-2.207, 2.194, 0.072, 0.326,-0.723,-3.036,0,1,-1.09789,96.60228,0.32650,0.04291,0.47029,-86.00000,0.02068,-44.00000,-0.07193,0.00000,1.00000
1719408759.7640698,362.000,312.000,66.000,364.000,326.000,67.000,364.000,340.000,66.000, 0.071, 0.070, 2.000,14.000, 2.000,14.000,28.118,196.825, 0.000,201.231,-404.157,63.329,319.011,238.179,106.768,61.932,469.596,-2.197, 2.194, 0.090, 0.044,-0.927,-3.789,0,1,-1.15629,109.25200,0.04399,0.04571,0.50207,-100.00000,-0.00764,-44.00000,-0.07193,0.00000,1.00000
1719408759.82377,364.000,326.000,67.000,364.000,340.000,66.000,362.000,354.000,66.000, 0.070, 0.060, 0.000,14.000, 0.000,14.000, 0.000,201.231,-33.505,234.533,-561.283,557.884,319.323,237.325,107.099,61.453,467.594,-2.204, 2.207, 0.054,-0.080,-0.527,-2.282,0,2,-1.21781,121.49074,-0.08041,0.04700,0.53488,-114.00000,-0.03962,-42.00000,-0.07193,0.00000,2.00000
1719408759.8977401,364.000,340.000,66.000,362.000,354.000,66.000,362.000,366.000,68.000, 0.060, 0.074,-2.000,14.000,-2.000,14.000,-33.505,234.533, 0.000,162.391,453.404,-976.271,318.935,237.125,107.128,61.210,466.208,-2.209, 2.216, 0.065,-0.213,-1.215,-2.160,-1,2,-1.24905,132.81566,-0.21304,0.04843,0.53352,-126.00000,-0.00503,-42.00000,-0.06626,-1.00000,2.00000
1719408759.958591,362.000,354.000,66.000,362.000,366.000,68.000,350.000,360.000,67.000, 0.074, 0.061, 0.000,12.000, 0.000,12.000, 0.000,162.391,-197.589,-98.794,-3253.451,-4300.607,318.870,236.511,107.166,60.880,466.626, 2.227,-2.237,-0.050,-0.246,-0.656,-1.898,-1,3,-1.32582,123.69317,-0.24575,0.04888,0.24798,-120.00000,-0.21303,-30.00000,-0.06560,-1.00000,3.00000
1719408760.018646,362.000,366.000,68.000,350.000,360.000,67.000,342.000,352.000,67.000, 0.061, 0.060,-12.000,-6.000,-12.000,-6.000,-197.589,-98.794,-132.893,-132.893,1074.710,-566.422,319.242,236.266,107.164,60.954,465.957, 2.228,-2.233,-0.048,-0.156,-0.681,-1.761,0,3,-1.37684,114.14026,-0.15604,0.04806,0.21061,-112.00000,-0.16236,-22.00000,-0.07060,0.00000,3.00000
1719408760.081606,350.000,360.000,67.000,342.000,352.000,67.000,330.000,344.000,66.000, 0.060, 0.063,-8.000,-8.000,-8.000,-8.000,-132.893,-132.893,-190.377,-126.918,-911.974,94.786,319.489,236.653,107.268,61.107,466.384,-2.206, 2.212, 0.029,-0.155,-0.052,-1.471,0,3,-1.47494,104.47966,-0.15459,0.04812,0.20418,-104.00000,-0.24570,-10.00000,-0.07060,0.00000,3.00000
1719408760.1524549,342.000,352.000,67.000,330.000,344.000,66.000,318.000,336.000,65.000, 0.063, 0.071,-12.000,-8.000,-12.000,-8.000,-190.377,-126.918,-169.381,-112.921,296.355,197.570,320.905,237.972,108.021,61.418,468.509,-2.192, 2.203, 0.025,-0.260, 0.702,-2.017,0,2,-1.59163,96.02083,-0.26042,0.04931,0.19718,-96.00000,-0.26684,2.00000,-0.07060,0.00000,2.00000
1719408760.222508,330.000,344.000,66.000,318.000,336.000,65.000,306.000,330.000,65.000, 0.071, 0.070,-12.000,-8.000,-12.000,-8.000,-169.381,-112.921,-171.492,-85.746,-30.170,388.354,320.379,238.943,107.699,61.828,470.298,-2.184, 2.193, 0.036,-0.197, 0.942,-2.835,0,1,-1.72512,91.08238,-0.19702,0.04878,0.22476,-90.00000,-0.28886,14.00000,-0.07060,0.00000,1.00000
1719408760.281858,318.000,336.000,65.000,306.000,330.000,65.000,296.000,322.000,66.000, 0.070, 0.059,-12.000,-6.000,-12.000,-6.000,-171.492,-85.746,-168.254,-134.603,54.487,-822.039,321.161,240.276,108.103,62.241,471.342,-2.178, 2.189, 0.037,-0.247, 1.209,-3.116,1,0,-1.85553,85.44004,-0.24736,0.04940,0.18521,-82.00000,-0.27658,24.00000,-0.07626,1.00000,0.00000
1719408760.345685,306.000,330.000,65.000,296.000,322.000,66.000,284.000,312.000,66.000, 0.059, 0.064,-10.000,-8.000,-10.000,-8.000,-168.254,-134.603,-188.028,-156.690,-309.846,-346.085,321.709,240.557,108.429,62.257,471.585,-2.178, 2.190, 0.048,-0.296, 0.890,-3.390,1,0,-2.03444,80.49845,-0.29556,0.05003,0.14142,-72.00000,-0.33173,36.00000,-0.07693,1.00000,0.00000
1719408760.410379,296.000,322.000,66.000,284.000,312.000,66.000,274.000,304.000,66.000, 0.064, 0.065,-12.000,-10.000,-12.000,-10.000,-188.028,-156.690,-154.567,-123.654,517.202,510.638,321.878,240.774,108.286,62.565,471.835,-2.181, 2.189, 0.027,-0.162, 1.387,-2.774,1,0,-2.19400,78.81624,-0.16183,0.04878,0.16361,-64.00000,-0.32105,46.00000,-0.07759,1.00000,0.00000
1719408760.479174,284.000,312.000,66.000,274.000,304.000,66.000,264.000,296.000,66.000, 0.065, 0.069,-10.000,-8.000,-10.000,-8.000,-154.567,-123.654,-145.351,-116.281,133.959,107.167,321.633,241.148,107.876,62.913,473.097,-2.176, 2.177, 0.050, 0.028, 1.247,-3.882,1,-1,-2.35619,79.19596,0.02813,0.04686,0.15369,-56.00000,-0.34263,56.00000,-0.07826,1.00000,-1.00000
1719408760.54797,274.000,304.000,66.000,264.000,296.000,66.000,252.000,288.000,67.000, 0.069, 0.069,-10.000,-8.000,-10.000,-8.000,-145.351,-116.281,-174.408,-116.272,-422.323, 0.123,321.490,241.152,107.893,62.857,472.565,-2.175, 2.179, 0.033,-0.041, 1.666,-3.407,1,-1,-2.52693,83.23461,-0.04068,0.04757,0.14319,-48.00000,-0.40012,68.00000,-0.07893,1.00000,-1.00000
1719408760.6158369,264.000,296.000,66.000,252.000,288.000,67.000,240.000,280.000,66.000, 0.069, 0.068,-12.000,-8.000,-12.000,-8.000,-174.408,-116.272,-176.884,-117.923,-36.492,-24.328,321.707,241.428,107.812,63.119,473.030,-2.176, 2.176, 0.034, 0.072, 1.695,-3.501,1,-1,-2.67795,89.44272,0.07168,0.04641,0.13210,-40.00000,-0.42695,80.00000,-0.07959,1.00000,-1.00000
1719408760.678493,252.000,288.000,67.000,240.000,280.000,66.000,230.000,272.000,65.000, 0.068, 0.063,-12.000,-8.000,-12.000,-8.000,-176.884,-117.923,-159.556,-127.645,276.484,-155.118,321.551,241.163,107.901,62.775,474.061,-2.170, 2.173, 0.054,-0.011, 1.420,-4.260,1,-1,-2.79998,95.51963,-0.01120,0.04724,0.12043,-32.00000,-0.41947,90.00000,-0.08026,1.00000,-1.00000
1719408760.7436311,240.000,280.000,66.000,230.000,272.000,65.000,218.000,266.000,66.000, 0.063, 0.065,-10.000,-8.000,-10.000,-8.000,-159.556,-127.645,-184.530,-92.265,-384.042,544.049,322.615,240.928,108.265,62.737,474.286,-2.170, 2.171, 0.048, 0.034, 1.641,-4.165,2,0,-2.89201,105.26158,0.03444,0.04677,0.14336,-26.00000,-0.47943,102.00000,-0.08659,2.00000,0.00000
1719408760.811476,230.000,272.000,65.000,218.000,266.000,66.000,206.000,258.000,66.000, 0.065, 0.068,-12.000,-6.000,-12.000,-6.000,-184.530,-92.265,-176.682,-117.788,115.554,-375.784,322.974,241.000,108.044,63.102,474.652,-2.172, 2.165, 0.042, 0.259, 1.893,-4.117,2,-1,-2.98499,115.41230,0.25927,0.04439,0.09914,-18.00000,-0.50874,114.00000,-0.08792,2.00000,-1.00000
1719408760.882327,218.000,266.000,66.000,206.000,258.000,66.000,196.000,252.000,67.000, 0.068, 0.071,-12.000,-8.000,-12.000,-8.000,-176.682,-117.788,-141.235,-84.741,500.633,466.737,323.280,240.330,108.213,62.807,474.168,-2.172, 2.167, 0.020, 0.207, 2.429,-3.473,3,0,-3.04512,124.57929,0.20653,0.04482,0.12104,-12.00000,-0.50374,124.00000,-0.09492,3.00000,0.00000
1719408760.944333,206.000,258.000,66.000,196.000,252.000,67.000,204.000,248.000,66.000, 0.071, 0.062,-10.000,-6.000,-10.000,-6.000,-141.235,-84.741,128.798,-64.399,4347.455,327.499,322.912,240.859,108.355,62.723,473.958,-2.168, 2.170, 0.021, 0.011, 2.455,-3.563,2,0,-3.07274,116.27553,0.01119,0.04677,0.14616,-8.00000,-0.21440,116.00000,-0.09125,2.00000,0.00000
1719408761.01473,196.000,252.000,67.000,204.000,248.000,66.000,208.000,244.000,66.000, 0.062, 0.070, 8.000,-4.000, 8.000,-4.000,128.798,-64.399,56.961,-56.961,-1022.977,105.914,322.839,241.288,108.479,62.736,474.712,-2.167, 2.172, 0.024,-0.062, 2.353,-3.608,2,-1,-3.10589,112.07141,-0.06231,0.04753,0.13945,-4.00000,-0.27862,112.00000,-0.09258,2.00000,-1.00000
1719408761.072565,204.000,248.000,66.000,208.000,244.000,66.000,214.000,238.000,66.000, 0.070, 0.058, 4.000,-4.000, 4.000,-4.000,56.961,-56.961,103.634,-103.634,806.143,-806.143,323.098,240.399,108.478,62.422,475.086,-2.165, 2.168, 0.016,-0.012, 2.709,-3.580,3,0,3.12273,106.01887,-0.01226,0.04704,0.09727,2.00000,-0.24431,106.00000,-0.09958,3.00000,0.00000
1719408761.1390588,208.000,244.000,66.000,214.000,238.000,66.000,220.000,232.000,67.000, 0.058, 0.067, 6.000,-6.000, 6.000,-6.000,103.634,-103.634,90.129,-90.129,-202.859,202.859,321.872,240.834,107.505,63.028,475.487,-2.169, 2.161, 0.027, 0.287, 2.509,-3.960,1,0,3.06176,100.31949,0.28659,0.04391,0.08619,8.00000,-0.24110,100.00000,-0.09025,1.00000,0.00000
1719408761.201288,214.000,238.000,66.000,220.000,232.000,67.000,228.000,222.000,69.000, 0.067, 0.062, 6.000,-6.000, 6.000,-6.000,90.129,-90.129,128.539,-160.674,617.140,-1133.460,320.422,240.626,107.245,62.586,475.452,-2.164, 2.164, 0.032, 0.070, 2.427,-4.130,0,0,2.94838,93.74433,0.07027,0.04603,0.00432,18.00000,-0.20227,92.00000,-0.08525,0.00000,0.00000
1719408761.280828,220.000,232.000,67.000,228.000,222.000,69.000,236.000,222.000,66.000, 0.062, 0.080, 8.000,-10.000, 8.000,-10.000,128.539,-160.674,100.590, 0.000,-351.424,2020.265,320.511,240.289,107.845,61.948,474.509,-2.160, 2.173, 0.051,-0.268, 1.783,-4.448,0,0,2.93050,85.90693,-0.26813,0.04955,0.16066,18.00000,-0.19439,84.00000,-0.08525,0.00000,0.00000
1719408761.342182,228.000,222.000,69.000,236.000,222.000,66.000,242.000,216.000,66.000, 0.080, 0.061, 8.000, 0.000, 8.000, 0.000,100.590, 0.000,97.828,-97.828,-45.026,-1595.061,318.819,240.275,107.064,61.974,475.667,-2.161, 2.170, 0.072,-0.186, 1.260,-5.063,-1,0,2.84309,81.60882,-0.18636,0.04883,0.05382,24.00000,-0.22110,78.00000,-0.07958,-1.00000,0.00000
1719408761.4115882,236.000,222.000,66.000,242.000,216.000,66.000,252.000,210.000,66.000, 0.061, 0.069, 6.000,-6.000, 6.000,-6.000,97.828,-97.828,144.198,-86.519,668.644,163.079,318.936,240.141,106.869,62.304,473.781,-2.171, 2.173, 0.078,-0.040, 0.728,-4.862,-1,0,2.72610,74.32362,-0.03952,0.04738,0.04113,30.00000,-0.14549,68.00000,-0.07892,-1.00000,0.00000
1719408761.4690292,242.000,216.000,66.000,252.000,210.000,66.000,254.000,206.000,67.000, 0.069, 0.057,10.000,-6.000,10.000,-6.000,144.198,-86.519,34.804,-69.607,-1903.666,294.289,319.061,240.360,106.949,62.295,474.869,-2.167, 2.171, 0.073,-0.052, 1.053,-4.900,0,0,2.66590,74.24284,-0.05151,0.04752,0.06319,34.00000,-0.27293,66.00000,-0.08392,0.00000,0.00000
1719408761.5370612,252.000,210.000,66.000,254.000,206.000,67.000,260.000,198.000,66.000, 0.057, 0.068, 2.000,-4.000, 2.000,-4.000,34.804,-69.607,88.202,-117.602,784.967,-705.539,318.974,240.306,107.369,61.783,474.827,-2.159, 2.173, 0.097,-0.339, 0.547,-5.664,-1,0,2.53087,73.23933,-0.33932,0.05057,-0.01693,42.00000,-0.20373,60.00000,-0.07825,-1.00000,0.00000
1719408761.598141,254.000,206.000,67.000,260.000,198.000,66.000,262.000,194.000,67.000, 0.068, 0.061, 6.000,-8.000, 6.000,-8.000,88.202,-117.602,32.744,-65.489,-907.960,853.214,319.659,240.771,107.348,62.479,472.883,-2.174, 2.180, 0.097,-0.144,-0.051,-5.032,0,0,2.47107,74.02702,-0.14384,0.04869,0.03578,46.00000,-0.26752,58.00000,-0.08325,0.00000,0.00000
1719408761.6800718,260.000,198.000,66.000,262.000,194.000,67.000,264.000,190.000,65.000, 0.061, 0.082, 2.000,-4.000, 2.000,-4.000,32.744,-65.489,24.408,-48.816,-101.737,203.474,319.817,240.739,107.245,62.403,475.264,-2.163, 2.166, 0.088,-0.043, 0.882,-5.544,0,0,2.41274,75.07330,-0.04272,0.04770,0.02514,50.00000,-0.26810,56.00000,-0.08325,0.00000,0.00000
1719408761.740455,262.000,194.000,67.000,264.000,190.000,65.000,262.000,184.000,66.000, 0.082, 0.060, 2.000,-4.000, 2.000,-4.000,24.408,-48.816,-33.117,-99.351,-952.525,-836.772,319.899,241.066,107.575,62.312,474.493,-2.163, 2.172, 0.100,-0.226, 0.388,-5.678,0,-1,2.37374,80.62258,-0.22649,0.04965,-0.02097,56.00000,-0.33889,58.00000,-0.08325,0.00000,-1.00000
1719408761.807355,264.000,190.000,65.000,262.000,184.000,66.000,260.000,178.000,66.000, 0.060, 0.067,-2.000,-6.000,-2.000,-6.000,-33.117,-99.351,-29.872,-89.615,48.471,145.412,319.920,241.370,107.291,62.808,473.960,-2.171, 2.173, 0.093,-0.037, 0.307,-5.235,0,-1,2.33980,86.27862,-0.03684,0.04777,-0.03599,62.00000,-0.34676,60.00000,-0.08325,0.00000,-1.00000
1719408761.863713,262.000,184.000,66.000,260.000,178.000,66.000,256.000,178.000,66.000, 0.067, 0.056,-2.000,-6.000,-2.000,-6.000,-29.872,-89.615,-70.998, 0.000,-729.960,1590.609,319.705,241.365,107.194,62.695,474.878,-2.164, 2.166, 0.102,-0.040, 0.448,-5.861,0,-1,2.37207,89.10668,-0.03971,0.04782,0.05409,62.00000,-0.38995,64.00000,-0.08325,0.00000,-1.00000
1719408761.9271848,260.000,178.000,66.000,256.000,178.000,66.000,252.000,174.000,66.000, 0.056, 0.063,-4.000, 0.000,-4.000, 0.000,-70.998, 0.000,-62.997,-62.997,126.000,-992.161,320.613,241.683,107.670,62.732,474.698,-2.162, 2.169, 0.062,-0.124, 1.530,-4.804,0,-1,2.37112,94.76286,-0.12360,0.04872,-0.02078,66.00000,-0.40191,68.00000,-0.08325,0.00000,-1.00000
1719408762.004906,256.000,178.000,66.000,252.000,174.000,66.000,246.000,172.000,68.000, 0.063, 0.078,-4.000,-4.000,-4.000,-4.000,-62.997,-62.997,-77.271,-25.757,-183.824,479.597,320.924,242.149,107.857,62.721,476.281,-2.155, 2.164, 0.067,-0.158, 1.764,-5.308,0,-2,2.39842,100.49876,-0.15751,0.04914,0.00229,68.00000,-0.44933,74.00000,-0.08325,0.00000,-2.00000
1719408762.071392,252.000,174.000,66.000,246.000,172.000,68.000,242.000,170.000,67.000, 0.078, 0.066,-6.000,-2.000,-6.000,-2.000,-77.271,-25.757,-60.178,-30.089,257.149,-65.177,320.786,242.742,107.809,62.462,479.507,-2.134, 2.143, 0.124,-0.158, 1.330,-7.967,0,-2,2.41020,104.80458,-0.15788,0.04922,-0.00630,70.00000,-0.43048,78.00000,-0.08325,0.00000,-2.00000
1719408762.134454,246.000,172.000,68.000,242.000,170.000,67.000,236.000,170.000,68.000, 0.066, 0.063,-4.000,-2.000,-4.000,-2.000,-60.178,-30.089,-95.136, 0.000,-554.277,477.093,321.478,242.625,107.622,62.914,479.385,-2.140, 2.139, 0.110, 0.132, 1.648,-7.544,1,-2,2.44685,109.34350,0.13211,0.04626,0.02013,70.00000,-0.47863,84.00000,-0.08892,1.00000,-2.00000
1719408762.1991801,242.000,170.000,67.000,236.000,170.000,68.000,230.000,170.000,67.000, 0.063, 0.065,-6.000, 0.000,-6.000, 0.000,-95.136, 0.000,-92.744, 0.000,36.966, 0.000,321.770,242.049,107.794,62.643,479.110,-2.140, 2.141, 0.108, 0.096, 1.680,-7.451,1,-2,2.48055,114.01754,0.09643,0.04656,0.01503,70.00000,-0.49568,90.00000,-0.08958,1.00000,-2.00000
1719408762.265312,236.000,170.000,68.000,230.000,170.000,67.000,224.000,174.000,69.000, 0.065, 0.066,-6.000, 0.000,-6.000, 0.000,-92.744, 0.000,-90.742,60.494,30.284,914.893,322.269,241.802,107.938,62.708,478.555,-2.145, 2.145, 0.081, 0.123, 2.179,-6.521,2,-1,2.53931,116.49893,0.12284,0.04624,0.08028,66.00000,-0.51318,96.00000,-0.09591,2.00000,-1.00000
1719408762.328633,230.000,170.000,67.000,224.000,174.000,69.000,222.000,176.000,68.000, 0.066, 0.063,-6.000, 4.000,-6.000, 4.000,-90.742,60.494,-31.529,31.529,933.461,-456.625,322.190,241.420,108.057,62.218,479.741,-2.137, 2.140, 0.102, 0.037, 1.962,-7.439,2,-1,2.56307,117.04700,0.03716,0.04708,0.04759,64.00000,-0.46075,98.00000,-0.09725,2.00000,-1.00000
1719408762.391693,224.000,174.000,69.000,222.000,176.000,68.000,222.000,178.000,66.000, 0.063, 0.063,-2.000, 2.000,-2.000, 2.000,-31.529,31.529, 0.000,31.728,500.179, 3.152,322.704,240.784,108.143,62.012,479.698,-2.134, 2.138, 0.081, 0.077, 2.672,-7.040,2,0,2.57751,115.96551,0.07732,0.04664,0.04657,62.00000,-0.43636,98.00000,-0.09858,2.00000,0.00000
1719408762.462739,222.000,176.000,68.000,222.000,178.000,66.000,224.000,180.000,68.000, 0.063, 0.071, 0.000, 2.000, 0.000, 2.000, 0.000,31.728,28.191,28.191,397.372,-49.852,322.851,240.617,108.161,62.153,479.284,-2.142, 2.143, 0.067, 0.118, 2.718,-6.280,2,0,2.58299,113.20777,0.11807,0.04617,0.04570,60.00000,-0.40832,96.00000,-0.09991,2.00000,0.00000
1719408762.529747,222.000,178.000,66.000,224.000,180.000,68.000,222.000,186.000,69.000, 0.071, 0.067, 2.000, 2.000, 2.000, 2.000,28.191,28.191,-29.840,89.520,-865.828,915.030,322.608,240.435,108.214,62.013,478.405,-2.143, 2.148, 0.059, 0.012, 2.759,-5.909,2,0,2.63797,111.89281,0.01186,0.04723,0.11533,54.00000,-0.48202,98.00000,-0.10124,2.00000,0.00000
1719408762.596888,224.000,180.000,68.000,222.000,186.000,69.000,226.000,190.000,69.000, 0.067, 0.067,-2.000, 6.000,-2.000, 6.000,-29.840,89.520,59.474,59.474,1327.976,-446.740,322.000,240.182,107.749,62.297,477.438,-2.153, 2.153, 0.034, 0.138, 3.012,-4.836,2,0,2.65274,106.47065,0.13814,0.04589,0.08716,50.00000,-0.38728,94.00000,-0.10257,2.00000,0.00000
1719408762.659947,222.000,186.000,69.000,226.000,190.000,69.000,234.000,190.000,66.000, 0.067, 0.063, 4.000, 4.000, 4.000, 4.000,59.474,59.474,126.996, 0.000,1071.879,-944.126,320.903,239.770,107.213,62.281,477.353,-2.159, 2.154, 0.057, 0.238, 2.183,-5.211,0,0,2.61497,99.47864,0.23799,0.04478,0.02045,50.00000,-0.31648,86.00000,-0.09257,0.00000,0.00000
1719408762.72251,226.000,190.000,69.000,234.000,190.000,66.000,240.000,194.000,67.000, 0.063, 0.063, 8.000, 0.000, 8.000, 0.000,126.996, 0.000,95.902,63.935,-497.000,1021.909,320.942,239.663,107.118,62.419,476.314,-2.162, 2.156, 0.021, 0.259, 2.985,-4.137,0,0,2.61976,92.28218,0.25851,0.04444,0.08717,46.00000,-0.34334,80.00000,-0.09257,0.00000,0.00000
1719408762.797504,234.000,190.000,66.000,240.000,194.000,67.000,248.000,198.000,68.000, 0.063, 0.075, 6.000, 4.000, 6.000, 4.000,95.902,63.935,106.591,53.296,142.420,-141.754,320.798,239.471,107.247,62.084,476.881,-2.157, 2.156, 0.030, 0.145, 2.913,-4.530,0,0,2.61352,83.35466,0.14506,0.04550,0.09111,42.00000,-0.30305,72.00000,-0.09257,0.00000,0.00000
1719408762.865209,240.000,194.000,67.000,248.000,198.000,68.000,258.000,200.000,67.000, 0.075, 0.068, 8.000, 4.000, 8.000, 4.000,106.591,53.296,147.715,29.543,607.470,-350.860,320.574,238.969,107.449,61.626,476.432,-2.156, 2.160, 0.047,-0.016, 2.362,-4.861,0,1,2.56863,73.78347,-0.01632,0.04713,0.06016,40.00000,-0.25853,62.00000,-0.09257,0.00000,1.00000
1719408762.922376,248.000,198.000,68.000,258.000,200.000,67.000,264.000,202.000,65.000, 0.068, 0.057,10.000, 2.000,10.000, 2.000,147.715,29.543,105.062,35.021,-746.874,95.915,320.173,238.797,107.271,61.676,475.536,-2.162, 2.165, 0.046, 0.000, 2.110,-4.528,0,1,2.54539,67.67570,0.00030,0.04696,0.06089,38.00000,-0.31518,56.00000,-0.09257,0.00000,1.00000
1719408762.99352,258.000,200.000,67.000,264.000,202.000,65.000,270.000,208.000,68.000, 0.057, 0.071, 6.000, 2.000, 6.000, 2.000,105.062,35.021,84.406,84.406,-290.582,694.737,320.150,238.598,107.124,61.708,475.763,-2.162, 2.162, 0.051, 0.091, 2.021,-4.731,0,1,2.57228,59.36329,0.09094,0.04601,0.13213,32.00000,-0.30832,50.00000,-0.09257,0.00000,1.00000
1719408763.0611122,264.000,202.000,65.000,270.000,208.000,68.000,276.000,210.000,67.000, 0.071, 0.068, 6.000, 6.000, 6.000, 6.000,84.406,84.406,88.593,29.531,61.828,-810.259,319.839,239.398,107.032,61.989,475.787,-2.161, 2.161, 0.062, 0.071, 1.789,-5.065,0,0,2.54317,53.25411,0.07133,0.04617,0.07038,30.00000,-0.30102,44.00000,-0.09257,0.00000,0.00000
1719408763.121192,270.000,208.000,68.000,276.000,210.000,67.000,282.000,212.000,67.000, 0.068, 0.060, 6.000, 2.000, 6.000, 2.000,88.593,29.531,99.969,33.323,189.530,63.177,319.891,239.804,107.251,61.993,475.542,-2.160, 2.165, 0.057,-0.053, 1.829,-4.849,0,0,2.50657,47.20169,-0.05253,0.04743,0.07184,28.00000,-0.29329,38.00000,-0.09257,0.00000,0.00000
1719408763.184265,276.000,210.000,67.000,282.000,212.000,67.000,284.000,214.000,66.000, 0.060, 0.063, 6.000, 2.000, 6.000, 2.000,99.969,33.323,31.711,31.711,-1082.265,-25.554,319.721,239.697,107.396,61.802,475.057,-2.162, 2.171, 0.056,-0.179, 1.660,-4.604,0,0,2.51611,44.40721,-0.17862,0.04878,0.07344,26.00000,-0.35548,36.00000,-0.09257,0.00000,0.00000
1719408763.250326,282.000,212.000,67.000,284.000,214.000,66.000,286.000,214.000,65.000, 0.063, 0.066, 2.000, 2.000, 2.000, 2.000,31.711,31.711,30.285, 0.000,-21.602,-480.182,319.542,239.786,107.127,62.066,474.758,-2.166, 2.170, 0.066,-0.048, 1.290,-4.787,0,0,2.48875,42.80187,-0.04771,0.04750,0.04002,26.00000,-0.35445,34.00000,-0.09257,0.00000,0.00000
1719408763.317695,284.000,214.000,66.000,286.000,214.000,65.000,292.000,214.000,66.000, 0.066, 0.067, 2.000, 0.000, 2.000, 0.000,30.285, 0.000,89.138, 0.000,874.355, 0.000,319.707,239.656,107.326,61.895,474.419,-2.164, 2.173, 0.048,-0.148, 1.766,-4.280,0,0,2.39321,38.20995,-0.14784,0.04857,0.03812,26.00000,-0.28293,28.00000,-0.09257,0.00000,0.00000
