time,c1x,c1y,c1z,c2x,c2y,c2z,c3x,c3y,c3z,dt1,dt2,ds1x,ds1y,ds2x,ds2y,v1x,v1y,v2x,v2y,ax,ay,br,px,py,tvx,tvy,tvz,rvx,rvy,rvz,heading,roll,pitch,ball_target_x,ball_target_y,ballang,ballradscale,bm_pitch_angle,bm_pitch_r,bm_pitch_v,bm_roll_angle,bm_roll_r,bm_roll_v,headerr,heading_pid_out,pitch_pid_out,pitcherr,roll_pid_out,rollerr,x_pid_out,xerr,yerr
1720652924.804307,394.000,344.000,65.000,370.000,358.000,63.000,334.000,372.000,65.000, 0.062, 0.072,-24.000,14.000,-24.000,14.000,-385.627,224.949,-498.174,193.734,-1557.439,-431.956,65.0000,316.260,238.099,106.734,60.556,472.050,-2.152, 2.164, 0.397,-1.217,-7.762,-13.179,0.00000,0.00000,-1.46513,132.74035,-0.04749,-0.04749,0.08274,-0.00598,-0.00598,-0.15271,-1.21701,0.03631,1.00000,-132.00000,-1.00000,-14.00000,-0.02296,-3.00000,1.00000
1720652924.8650508,370.000,358.000,63.000,334.000,372.000,65.000,292.000,370.000,66.000, 0.072, 0.061,-36.000,14.000,-36.000,14.000,-498.174,193.734,-690.553,-32.883,-3163.051,-3725.989,66.0000,316.904,238.122,106.385,61.162,472.181,-2.158, 2.155, 0.393,-0.805,-7.607,-13.183,0.00000,0.00000,-1.78294,132.98120,-0.05114,-0.05114,0.01387,-0.02654,-0.02654,-0.19986,-0.80504,0.03260,0.60065,-130.00000,-1.00000,28.00000,-0.02096,-3.00000,1.00000
1720652924.93898,334.000,372.000,65.000,292.000,370.000,66.000,250.000,350.000,63.000, 0.061, 0.074,-42.000,-2.000,-42.000,-2.000,-690.553,-32.883,-568.374,-270.654,1653.412,-3217.687,63.0000,319.781,237.236,107.889,60.205,476.099,-2.138, 2.134, 0.481,-1.220,-9.287,-16.307,0.00000,0.00000,-2.13753,130.38405,-0.05111,-0.05111,-0.06321,-0.04196,-0.04196,-0.16339,-1.21995,0.03735,-0.32309,-110.00000,-1.00000,70.00000,-0.03596,0.00000,2.00000
1720652925.011468,292.000,370.000,66.000,250.000,350.000,63.000,220.000,320.000,64.000, 0.074, 0.072,-42.000,-20.000,-42.000,-20.000,-568.374,-270.654,-413.935,-413.935,2130.929,-1976.957,64.0000,321.435,239.370,108.400,61.192,476.471,-2.142, 2.139, 0.386,-0.722,-6.562,-13.957,0.00000,0.00000,-2.46685,128.06248,-0.04168,-0.04168,-0.11169,-0.04968,-0.04968,-0.10795,-0.72209,0.03274,-0.89584,-80.00000,-1.00000,100.00000,-0.04163,1.00000,0.00000
1720652925.068594,250.000,350.000,63.000,220.000,320.000,64.000,204.000,286.000,64.000, 0.072, 0.057,-30.000,-30.000,-30.000,-30.000,-413.935,-413.935,-280.024,-595.051,2343.639,-3169.805,64.0000,323.853,240.501,109.244,61.182,480.614,-2.123, 2.119, 0.333,-0.374,-3.929,-13.982,0.00000,0.00000,-2.76406,124.78782,-0.03233,-0.03233,-0.17350,-0.05293,-0.05293,-0.06396,-0.37405,0.02944,-1.00000,-46.00000,-1.00000,116.00000,-0.05363,3.00000,0.00000
1720652925.150638,220.000,320.000,64.000,204.000,286.000,64.000,202.000,254.000,65.000, 0.057, 0.082,-16.000,-34.000,-16.000,-34.000,-280.024,-595.051,-24.376,-390.011,3115.804,2498.993,65.0000,327.720,240.393,110.580,60.338,486.045,-2.097, 2.096, 0.273,-0.061,-0.768,-14.102,0.00000,0.00000,-3.02350,118.82761,-0.01451,-0.01451,-0.11495,-0.04701,-0.04701,0.01443,-0.06150,0.02635,-1.00000,-14.00000,-0.54297,118.00000,-0.07829,7.00000,0.00000
1720652925.244877,204.000,286.000,64.000,202.000,254.000,65.000,210.000,218.000,68.000, 0.082, 0.094,-2.000,-32.000,-2.000,-32.000,-24.376,-390.011,84.918,-382.133,1160.137,83.626,68.0000,330.708,240.873,110.506,61.111,490.280,-2.094, 2.075, 0.196, 0.762, 2.139,-12.951,0.00000,0.00000,2.94420,112.17843,-0.00015,-0.00015,-0.11396,-0.03952,-0.03952,0.04387,0.76232,0.01773,-1.00000,22.00000,-0.04202,110.00000,-0.09995,10.00000,0.00000
1720652925.3102489,202.000,254.000,65.000,210.000,218.000,68.000,218.000,206.000,68.000, 0.094, 0.065, 8.000,-36.000, 8.000,-36.000,84.918,-382.133,122.410,-183.615,573.668,3037.576,68.0000,333.273,238.523,111.392,59.795,492.446,-2.083, 2.069, 0.154, 0.802, 3.865,-12.429,0.00000,0.00000,2.81984,107.51744,0.00874,0.00874,-0.05889,-0.03568,-0.03568,0.05325,0.80157,0.01694,-0.39559,34.00000,-0.02118,102.00000,-0.12361,13.00000,1.00000
1720652925.376677,210.000,218.000,68.000,218.000,206.000,68.000,228.000,200.000,67.000, 0.065, 0.067, 8.000,-12.000, 8.000,-12.000,122.410,-183.615,150.281,-90.169,418.851,1404.323,67.0000,331.589,236.711,110.480,59.338,491.199,-2.085, 2.073, 0.110, 0.817, 4.993,-11.143,0.00000,0.00000,2.73147,100.31949,0.01326,0.01326,-0.03352,-0.03177,-0.03177,0.06041,0.81704,0.01637,-0.12836,40.00000,0.10263,92.00000,-0.12093,11.00000,3.00000
1720652925.438875,218.000,206.000,68.000,228.000,200.000,67.000,240.000,204.000,70.000, 0.067, 0.062,10.000,-6.000,10.000,-6.000,150.281,-90.169,193.131,64.377,689.633,2487.296,70.0000,330.604,235.402,110.478,58.928,489.470,-2.093, 2.088, 0.091, 0.577, 4.913,-9.949,0.00000,0.00000,2.71874,87.72685,0.01454,0.01454,0.01185,-0.02510,-0.02510,0.06775,0.57703,0.01848,0.36324,36.00000,0.23340,80.00000,-0.12259,10.00000,4.00000
1720652925.499684,228.000,200.000,67.000,240.000,204.000,70.000,262.000,208.000,68.000, 0.062, 0.061,12.000, 4.000,12.000, 4.000,193.131,64.377,361.438,65.716,2765.111,21.998,68.0000,327.448,232.416,110.135,56.845,488.096,-2.084, 2.104, 0.071,-0.096, 5.352,-9.215,0.00000,0.00000,2.63743,66.24198,0.01349,0.01349,0.01328,-0.01385,-0.01385,0.11435,-0.09574,0.02526,0.37455,32.00000,0.78157,58.00000,-0.11226,7.00000,7.00000
1720652925.564578,240.000,204.000,70.000,262.000,208.000,68.000,280.000,218.000,67.000, 0.061, 0.065,22.000, 4.000,22.000, 4.000,361.438,65.716,277.680,154.266,-1292.107,1366.037,67.0000,323.051,230.746,109.377,56.078,482.830,-2.098, 2.139, 0.022,-0.802, 5.351,-6.462,0.00000,0.00000,2.63875,45.65085,0.01185,0.01185,0.04116,-0.00906,-0.00906,0.08834,-0.80239,0.03273,0.69381,22.00000,0.64512,40.00000,-0.09425,3.00000,9.00000
1720652925.627738,262.000,208.000,68.000,280.000,218.000,67.000,306.000,230.000,68.000, 0.065, 0.063,18.000,10.000,18.000,10.000,277.680,154.266,410.904,189.648,2105.481,559.171,68.0000,321.952,230.385,108.982,56.634,479.365,-2.126, 2.158, 0.028,-0.699, 3.831,-5.262,0.00000,0.00000,2.52134,17.20465,0.00794,0.00794,0.05287,0.00379,0.00379,0.12083,-0.69915,0.03204,0.82784,10.00000,1.00000,14.00000,-0.08492,1.00000,9.00000
1720652925.692999,280.000,218.000,67.000,306.000,230.000,68.000,334.000,246.000,68.000, 0.063, 0.065,26.000,12.000,26.000,12.000,410.904,189.648,429.270,245.297,281.566,853.159,68.0000,319.574,230.357,107.013,57.917,477.023,-2.149, 2.156, 0.021,-0.065, 3.383,-4.509,0.00000,0.00000,-0.40489,15.23155,0.00315,0.00315,0.07172,0.01473,0.01473,0.12118,-0.06459,0.02573,1.00000,-6.00000,1.00000,-14.00000,-0.07992,0.00000,9.00000
1720652925.771206,306.000,230.000,68.000,334.000,246.000,68.000,364.000,264.000,69.000, 0.065, 0.078,28.000,16.000,28.000,16.000,429.270,245.297,384.114,230.468,-578.170,-189.865,69.0000,318.583,231.816,106.887,58.237,476.203,-2.143, 2.160,-0.002,-0.315, 4.086,-3.975,0.00000,0.00000,-0.49935,50.11986,-0.00389,-0.00389,0.06960,0.02466,0.02466,0.10139,-0.31474,0.02839,1.00000,-24.00000,1.00000,-44.00000,-0.07425,-1.00000,8.00000
1720652925.831362,334.000,246.000,68.000,364.000,264.000,69.000,404.000,276.000,70.000, 0.078, 0.060,30.000,18.000,30.000,18.000,384.114,230.468,664.363,199.309,4654.673,-517.529,70.0000,316.911,234.388,106.944,58.813,475.054,-2.151, 2.178, 0.061,-0.642, 1.675,-4.857,0.00000,0.00000,-0.40489,91.38928,-0.00889,-0.00889,0.06194,0.04493,0.04493,0.17151,-0.64239,0.03199,0.97812,-36.00000,1.00000,-84.00000,-0.06226,-3.00000,5.00000
1720652925.9237719,364.000,264.000,69.000,404.000,276.000,70.000,434.000,296.000,66.000, 0.060, 0.092,40.000,12.000,40.000,12.000,664.363,199.309,324.401,216.268,-3676.130,183.382,66.0000,314.727,235.952,106.043,59.576,474.238,-2.158, 2.181, 0.111,-0.617,-0.030,-5.812,0.00000,0.00000,-0.45661,127.01181,-0.01680,-0.01680,0.07436,0.05156,0.05156,0.07556,-0.61679,0.03204,1.00000,-56.00000,1.00000,-114.00000,-0.04893,-5.00000,4.00000
1720652926.0046709,404.000,276.000,70.000,434.000,296.000,66.000,436.000,304.000,66.000, 0.092, 0.081,30.000,20.000,30.000,20.000,324.401,216.268,24.748,98.993,-3707.941,-1451.170,66.0000,314.056,237.751,105.755,60.392,473.503,-2.161, 2.183, 0.130,-0.621,-0.668,-6.158,0.00000,0.00000,-0.50417,132.48396,-0.02256,-0.02256,0.04101,0.04553,0.04553,-0.01374,-0.62111,0.03239,0.88112,-64.00000,0.39224,-116.00000,-0.04560,-5.00000,2.00000
1720652926.068942,434.000,296.000,66.000,436.000,304.000,66.000,412.000,300.000,67.000, 0.081, 0.064, 2.000, 8.000, 2.000, 8.000,24.748,98.993,-372.996,-62.166,-6181.528,-2504.647,67.0000,311.044,240.354,104.042,62.310,467.788,-2.192, 2.201, 0.248,-0.595,-5.385,-7.554,0.00000,0.00000,-0.57790,109.83624,-0.02430,-0.02430,-0.00743,0.02678,0.02678,-0.12552,-0.59471,0.03243,0.29454,-60.00000,-0.92952,-92.00000,-0.02527,-8.00000,0.00000
1720652926.133769,436.000,304.000,66.000,412.000,300.000,67.000,382.000,298.000,67.000, 0.064, 0.065,-24.000,-4.000,-24.000,-4.000,-372.996,-62.166,-463.241,-30.883,-1393.506,483.055,67.0000,309.535,241.044,103.045,62.997,466.949,-2.197, 2.197, 0.303,-0.549,-7.065,-8.730,0.00000,0.00000,-0.75208,84.89994,-0.02284,-0.02284,0.00136,0.01331,0.01331,-0.14653,-0.54879,0.03224,0.38694,-58.00000,-1.00000,-62.00000,-0.00861,-10.00000,-1.00000
1720652926.1954129,412.000,300.000,67.000,382.000,298.000,67.000,352.000,300.000,65.000, 0.065, 0.060,-30.000,-2.000,-30.000,-2.000,-463.241,-30.883,-497.026,33.135,-559.743,1060.617,65.0000,309.878,242.855,103.399,63.547,466.807,-2.191, 2.196, 0.333,-0.777,-7.714,-9.614,0.00000,0.00000,-1.08084,68.00000,-0.02285,-0.02285,0.02106,0.00113,0.00113,-0.15568,-0.77670,0.03491,0.58833,-60.00000,-1.00000,-32.00000,-0.00195,-10.00000,-2.00000
1720652926.25982,382.000,298.000,67.000,352.000,300.000,65.000,314.000,306.000,67.000, 0.060, 0.066,-30.000, 2.000,-30.000, 2.000,-497.026,33.135,-578.502,91.342,-1240.360,886.132,67.0000,309.808,243.236,103.550,63.527,466.726, 2.216,-2.225,-0.367,-1.009,-8.521,-10.361,0.00000,0.00000,-1.66146,66.27217,-0.02316,-0.02316,0.03852,-0.01524,-0.01524,-0.16805,-1.00886,0.03773,0.80280,-66.00000,-1.00000,6.00000,0.00471,-10.00000,-3.00000
1720652926.3184671,352.000,300.000,65.000,314.000,306.000,67.000,276.000,322.000,70.000, 0.066, 0.059,-38.000, 6.000,-38.000, 6.000,-578.502,91.342,-647.238,272.521,-1170.751,3085.939,70.0000,312.505,242.642,104.658,63.073,471.046,-2.167, 2.169, 0.372,-0.857,-7.565,-12.029,0.00000,0.00000,-2.06328,93.05912,-0.02413,-0.02413,0.09031,-0.02995,-0.02995,-0.17357,-0.85694,0.03664,1.00000,-82.00000,-1.00000,44.00000,-0.00563,-7.00000,-2.00000
1720652926.38238,314.000,306.000,67.000,276.000,322.000,70.000,230.000,336.000,69.000, 0.059, 0.064,-38.000,16.000,-38.000,16.000,-647.238,272.521,-719.582,219.003,-1131.694,-837.184,69.0000,317.369,241.680,105.761,63.710,469.439,-2.185, 2.167, 0.397,-0.443,-8.808,-12.001,0.00000,0.00000,-2.32395,131.59027,-0.03084,-0.03084,0.07886,-0.04901,-0.04901,-0.18863,-0.44329,0.03273,1.00000,-96.00000,-1.00000,90.00000,-0.02929,-2.00000,-1.00000
1720652926.448915,276.000,322.000,70.000,230.000,336.000,69.000,202.000,336.000,66.000, 0.064, 0.067,-46.000,14.000,-46.000,14.000,-719.582,219.003,-420.901, 0.000,4489.831,-3292.093,66.0000,322.171,241.051,107.278,63.602,474.108,-2.176, 2.143, 0.340, 0.224,-6.213,-11.774,0.00000,0.00000,-2.45864,152.11837,-0.03722,-0.03722,0.01745,-0.05531,-0.05531,-0.10347,0.22367,0.02595,0.62328,-96.00000,-1.00000,118.00000,-0.05063,2.00000,-1.00000
1720652926.515449,230.000,336.000,69.000,202.000,336.000,66.000,194.000,326.000,66.000, 0.067, 0.066,-28.000, 0.000,-28.000, 0.000,-420.901, 0.000,-120.395,-150.494,4522.419,-2264.835,66.0000,325.302,240.263,109.251,62.377,476.967,-2.159, 2.142, 0.311,-0.038,-4.830,-11.721,0.00000,0.00000,-2.54268,152.55163,-0.03676,-0.03676,-0.02903,-0.05158,-0.05158,-0.01283,-0.03768,0.02858,0.11481,-86.00000,-0.87187,126.00000,-0.06896,5.00000,0.00000
1720652926.592671,202.000,336.000,66.000,194.000,326.000,66.000,208.000,310.000,66.000, 0.066, 0.077,-8.000,-10.000,-8.000,-10.000,-120.395,-150.494,181.326,-207.230,3907.847,-734.837,66.0000,329.365,239.924,111.627,60.827,481.687,-2.125, 2.131, 0.230,-0.272,-1.141,-11.212,0.00000,0.00000,-2.58299,132.07574,-0.03184,-0.03184,-0.04878,-0.03930,-0.03930,0.07417,-0.27160,0.03105,-0.22141,-70.00000,0.22476,112.00000,-0.09495,9.00000,0.00000
1720652926.653424,194.000,326.000,66.000,208.000,310.000,66.000,240.000,292.000,67.000, 0.077, 0.061,14.000,-16.000,14.000,-16.000,181.326,-207.230,525.868,-295.801,5661.978,-1455.517,67.0000,331.774,240.728,111.918,60.415,487.602,-2.089, 2.096, 0.167, 0.100, 2.663,-11.757,0.00000,0.00000,-2.56522,95.41488,-0.02648,-0.02648,-0.07717,-0.01878,-0.01878,0.16806,0.10035,0.02728,-0.37268,-52.00000,1.00000,80.00000,-0.11228,11.00000,0.00000
1720652926.7193658,208.000,310.000,66.000,240.000,292.000,67.000,276.000,278.000,67.000, 0.061, 0.066,32.000,-18.000,32.000,-18.000,525.868,-295.801,545.857,-212.278,303.091,1266.431,67.0000,332.132,241.111,110.971,61.418,489.662,-2.096, 2.081, 0.145, 0.771, 3.461,-11.484,0.00000,0.00000,-2.42924,58.13777,-0.01926,-0.01926,-0.05526,-0.00459,-0.00459,0.16746,0.77096,0.02019,-0.22352,-38.00000,1.00000,44.00000,-0.12527,12.00000,-1.00000
1720652926.780673,240.000,292.000,67.000,276.000,278.000,67.000,316.000,270.000,68.000, 0.066, 0.061,36.000,-14.000,36.000,-14.000,545.857,-212.278,652.444,-130.489,1738.560,1334.066,68.0000,332.721,241.154,110.354,61.421,492.145,-2.083, 2.060, 0.117, 1.163, 5.157,-11.781,0.00000,0.00000,-1.70335,30.26549,-0.01417,-0.01417,-0.03230,0.01288,0.01288,0.18865,1.16286,0.01569,0.04057,-30.00000,1.00000,4.00000,-0.13326,12.00000,-1.00000
1720652926.846385,276.000,278.000,67.000,316.000,270.000,68.000,352.000,276.000,68.000, 0.061, 0.066,40.000,-8.000,40.000,-8.000,652.444,-130.489,547.861,91.310,-1591.585,3375.420,68.0000,327.980,241.502,108.504,61.821,490.715,-2.090, 2.069, 0.104, 1.078, 5.140,-10.969,0.00000,0.00000,-0.84415,48.16638,-0.01153,-0.01153,0.03265,0.02412,0.02412,0.15217,1.07830,0.01600,0.73412,-36.00000,1.00000,-32.00000,-0.11292,7.00000,-1.00000
1720652926.912145,316.000,270.000,68.000,352.000,276.000,68.000,398.000,288.000,70.000, 0.066, 0.066,36.000, 6.000,36.000, 6.000,547.861,91.310,700.014,182.612,2315.423,1389.411,70.0000,323.065,242.469,108.088,60.848,489.447,-2.078, 2.090, 0.122, 0.109, 4.440,-11.154,0.00000,0.00000,-0.55165,91.58603,-0.01363,-0.01363,0.05933,0.04350,0.04350,0.18252,0.10858,0.02564,1.00000,-48.00000,1.00000,-78.00000,-0.09492,3.00000,-2.00000
1720652926.986562,352.000,276.000,68.000,398.000,288.000,70.000,444.000,294.000,64.000, 0.066, 0.074,46.000,12.000,46.000,12.000,700.014,182.612,618.952,80.733,-1090.729,-1370.839,64.0000,319.744,240.215,108.067,59.452,487.032,-2.089, 2.118, 0.168,-0.584, 2.067,-11.137,0.00000,0.00000,-0.41072,135.24792,-0.01970,-0.01970,0.03483,0.06407,0.06407,0.16619,-0.58412,0.03286,0.79647,-54.00000,1.00000,-124.00000,-0.07992,0.00000,0.00000
1720652927.0533812,398.000,288.000,70.000,444.000,294.000,64.000,462.000,306.000,68.000, 0.074, 0.067,46.000, 6.000,46.000, 6.000,618.952,80.733,269.184,179.456,-5230.669,1476.369,68.0000,314.273,238.125,105.701,59.479,481.962,-2.112, 2.134, 0.183,-0.529, 0.528,-10.347,0.00000,0.00000,-0.43508,156.58863,-0.02088,-0.02088,0.06334,0.05936,0.05936,0.05249,-0.52863,0.03257,1.00000,-66.00000,1.00000,-142.00000,-0.05159,-5.00000,1.00000
1720652927.1202922,444.000,294.000,64.000,462.000,306.000,68.000,454.000,312.000,66.000, 0.067, 0.067,18.000,12.000,18.000,12.000,269.184,179.456,-119.537,89.653,-5808.325,-1341.850,66.0000,308.497,238.570,103.394,59.984,479.652,-2.125, 2.143, 0.229,-0.610,-1.408,-10.784,0.00000,0.00000,-0.49305,152.11837,-0.02587,-0.02587,0.03969,0.04923,0.04923,-0.05983,-0.60958,0.03368,0.86051,-72.00000,-0.02729,-134.00000,-0.01426,-11.00000,1.00000
1720652927.182791,462.000,306.000,68.000,454.000,312.000,66.000,432.000,312.000,68.000, 0.067, 0.063,-8.000, 6.000,-8.000, 6.000,-119.537,89.653,-351.942, 0.000,-3717.872,-1434.210,68.0000,307.154,237.570,102.981,60.308,472.452,-2.161, 2.178, 0.300,-0.952,-5.462,-10.326,0.00000,0.00000,-0.57134,133.14654,-0.02709,-0.02709,0.01270,0.03438,0.03438,-0.12114,-0.95241,0.03759,0.57557,-72.00000,-0.76514,-112.00000,-0.00127,-12.00000,2.00000
1720652927.247541,454.000,312.000,66.000,432.000,312.000,68.000,380.000,306.000,67.000, 0.063, 0.065,-22.000, 0.000,-22.000, 0.000,-351.942, 0.000,-803.075,-92.662,-6967.171,-1431.055,67.0000,305.301,238.197,102.024,61.045,467.287,-2.181, 2.197, 0.353,-1.168,-8.059,-10.337,0.00000,0.00000,-0.83298,89.19641,-0.02728,-0.02728,-0.01527,0.00494,0.00494,-0.24553,-1.16767,0.04032,0.27116,-66.00000,-1.00000,-60.00000,0.01805,-14.00000,1.00000
1720652927.309551,432.000,312.000,68.000,380.000,306.000,67.000,328.000,306.000,68.000, 0.065, 0.062,-52.000,-6.000,-52.000,-6.000,-803.075,-92.662,-837.630, 0.000,-556.630,1492.632,68.0000,305.356,241.200,102.576,61.630,469.743,-2.159, 2.184, 0.379,-1.492,-7.912,-11.985,0.00000,0.00000,-1.45017,66.48308,-0.02483,-0.02483,0.01164,-0.01546,-0.01546,-0.24270,-1.49162,0.04431,0.56253,-66.00000,-1.00000,-8.00000,0.02738,-14.00000,-1.00000
