time,c1x,c1y,c1z,c2x,c2y,c2z,c3x,c3y,c3z,dt1,dt2,ds1x,ds1y,ds2x,ds2y,v1x,v1y,v2x,v2y,ax,ay,px,py,tvx,tvy,tvz,rvx,rvy,rvz,heading,roll,pitch,ballang,ballradscale,headerr,heading_pid_out,pitch_pid_out,pitcherr,roll_pid_out,rollerr,x_pid_out,xerr,yerr
1719351879.096868,288.000,364.000,64.000,320.000,370.000,66.000,348.000,364.000,64.000, 0.061, 0.075,32.000, 6.000,32.000, 6.000,521.505,97.782,372.374,-79.794,-1983.305,-2361.607,320.775,237.125,107.086,61.828,470.777,-2.193, 2.179, 0.139, 0.279,-1.745,-5.555,-1.34871,127.12199,0.27922,0.06288,0.31000,-124.00000,0.07000,-28.00000,-0.06926,0.00000,2.00000
1719351879.163685,320.000,370.000,66.000,348.000,364.000,64.000,374.000,360.000,67.000, 0.075, 0.067,28.000,-6.000,28.000,-6.000,372.374,-79.794,389.146,-59.869,251.023,298.234,320.928,236.551,107.093,61.778,468.301,-2.208, 2.193, 0.117, 0.311,-1.955,-4.151,-1.14794,131.59027,0.31064,0.06241,0.30000,-120.00000,0.13500,-54.00000,-0.06926,0.00000,3.00000
1719351879.224635,348.000,364.000,64.000,374.000,360.000,67.000,396.000,348.000,67.000, 0.067, 0.061,26.000,-4.000,26.000,-4.000,389.146,-59.869,361.343,-197.096,-456.655,-2253.918,321.005,236.811,107.179,61.851,467.708,-2.207, 2.195, 0.087, 0.286,-1.173,-3.364,-0.95759,132.06059,0.28567,0.06251,0.27000,-108.00000,0.19000,-76.00000,-0.07493,1.00000,3.00000
1719351879.2906969,374.000,360.000,67.000,396.000,348.000,67.000,414.000,328.000,65.000, 0.061, 0.066,22.000,-12.000,22.000,-12.000,361.343,-197.096,272.538,-302.820,-1344.592,-1600.772,320.593,237.041,107.101,61.838,468.243,-2.207, 2.196, 0.091, 0.237,-1.303,-3.449,-0.75244,128.76335,0.23726,0.06288,0.22000,-88.00000,0.23500,-94.00000,-0.06993,0.00000,2.00000
1719351879.367587,396.000,348.000,67.000,414.000,328.000,65.000,430.000,314.000,67.000, 0.066, 0.077,18.000,-20.000,18.000,-20.000,272.538,-302.820,207.932,-181.941,-839.606,1570.924,320.626,236.992,107.150,61.778,468.354, 2.245,-2.235,-0.102, 0.209,-1.465,-3.755,-0.59219,132.57451,0.20897,0.06306,0.18500,-74.00000,0.27500,-110.00000,-0.06993,0.00000,3.00000
1719351879.4278588,414.000,328.000,65.000,430.000,314.000,67.000,442.000,298.000,69.000, 0.077, 0.060,16.000,-14.000,16.000,-14.000,207.932,-181.941,199.313,-265.750,-143.164,-1392.028,320.807,237.614,107.309,61.878,469.895,-2.195, 2.188, 0.087, 0.170,-0.625,-3.946,-0.44378,135.08516,0.17017,0.06336,0.14500,-58.00000,0.30500,-122.00000,-0.06993,0.00000,2.00000
1719351879.4963331,430.000,314.000,67.000,442.000,298.000,69.000,448.000,274.000,66.000, 0.060, 0.069,12.000,-16.000,12.000,-16.000,199.313,-265.750,87.581,-350.325,-1630.930,-1234.517,320.621,237.999,107.095,62.257,468.217,-2.206, 2.195, 0.099, 0.241,-1.479,-3.688,-0.25963,132.43867,0.24140,0.06253,0.08500,-34.00000,0.32000,-128.00000,-0.06993,0.00000,2.00000
1719351879.549553,442.000,298.000,69.000,448.000,274.000,66.000,450.000,254.000,66.000, 0.069, 0.053, 6.000,-24.000, 6.000,-24.000,87.581,-350.325,37.636,-376.363,-939.869,-489.999,319.841,236.199,106.938,61.315,456.567, 2.191,-2.190,-0.043, 0.031,-2.863, 0.636,-0.10728,130.75167,0.03077,0.06462,0.03500,-14.00000,0.32500,-130.00000,-0.06993,0.00000,3.00000
1719351879.621637,448.000,274.000,66.000,450.000,254.000,66.000,448.000,234.000,67.000, 0.053, 0.072, 2.000,-20.000, 2.000,-20.000,37.636,-376.363,-27.701,-277.012,-904.963,1376.076,319.547,237.217,107.253,61.415,460.507, 2.205,-2.212,-0.024,-0.173,-1.386, 0.119,0.04684,128.14055,-0.17269,0.06674,-0.01500,6.00000,0.32000,-128.00000,-0.06993,0.00000,2.00000
1719351879.689489,450.000,254.000,66.000,448.000,234.000,67.000,446.000,216.000,67.000, 0.072, 0.068,-2.000,-20.000,-2.000,-20.000,-27.701,-277.012,-29.512,-265.605,-26.716,168.314,319.462,239.770,107.034,62.519,469.219,-2.193, 2.192, 0.120,-0.036,-1.544,-4.710,0.18822,128.26535,-0.03590,0.06539,-0.06000,24.00000,0.31500,-126.00000,-0.06993,0.00000,0.00000
1719351879.7578082,448.000,234.000,67.000,446.000,216.000,67.000,442.000,198.000,66.000, 0.068, 0.068,-2.000,-18.000,-2.000,-18.000,-29.512,-265.605,-58.593,-263.670,-425.999,28.344,319.674,241.242,107.021,63.086,471.258,-2.181, 2.178, 0.129, 0.033,-1.082,-5.691,0.33155,129.02713,0.03252,0.06469,-0.10500,42.00000,0.30500,-122.00000,-0.06993,0.00000,-1.00000
1719351879.8198478,446.000,216.000,67.000,442.000,198.000,66.000,434.000,184.000,66.000, 0.068, 0.062,-4.000,-18.000,-4.000,-18.000,-58.593,-263.670,-128.783,-225.370,-1129.894,616.557,319.757,242.158,107.316,63.315,470.015,-2.187, 2.189, 0.139,-0.141,-1.819,-5.428,0.45661,127.01181,-0.14140,0.06650,-0.14000,56.00000,0.28500,-114.00000,-0.06993,0.00000,-2.00000
1719351879.879696,442.000,198.000,66.000,434.000,184.000,66.000,430.000,174.000,70.000, 0.062, 0.060,-8.000,-14.000,-8.000,-14.000,-128.783,-225.370,-66.775,-166.937,1035.139,975.457,319.327,242.752,107.035,63.690,469.776,-2.191, 2.190, 0.152,-0.090,-2.357,-5.596,0.54042,128.28094,-0.09038,0.06603,-0.16500,66.00000,0.27500,-110.00000,-0.06993,0.00000,-2.00000
1719351879.954122,434.000,184.000,66.000,430.000,174.000,70.000,416.000,160.000,67.000, 0.060, 0.074,-4.000,-10.000,-4.000,-10.000,-66.775,-166.937,-188.157,-188.157,-1631.354,-285.196,319.457,243.272,106.853,63.964,472.490,-2.180, 2.174, 0.154, 0.086,-1.659,-6.434,0.69474,124.96399,0.08647,0.06422,-0.20000,80.00000,0.24000,-96.00000,-0.06993,0.00000,-3.00000
1719351880.017408,430.000,174.000,70.000,416.000,160.000,67.000,400.000,152.000,68.000, 0.074, 0.063,-14.000,-14.000,-14.000,-14.000,-188.157,-188.157,-253.052,-126.526,-1026.360,974.742,319.481,242.581,106.966,63.458,473.578,-2.171, 2.167, 0.172, 0.016,-1.729,-7.340,0.83298,118.92855,0.01561,0.06492,-0.22000,88.00000,0.20000,-80.00000,-0.06993,0.00000,-2.00000
1719351880.0869372,416.000,160.000,67.000,400.000,152.000,68.000,384.000,144.000,68.000, 0.063, 0.070,-16.000,-8.000,-16.000,-8.000,-253.052,-126.526,-229.928,-114.964,332.302,166.151,319.302,242.659,106.906,63.355,474.684,-2.165, 2.160, 0.175, 0.012,-1.454,-7.804,0.98279,115.37764,0.01247,0.06495,-0.24000,96.00000,0.16000,-64.00000,-0.06993,0.00000,-2.00000
1719351880.14766,400.000,152.000,68.000,384.000,144.000,68.000,368.000,140.000,68.000, 0.070, 0.061,-16.000,-8.000,-16.000,-8.000,-229.928,-114.964,-263.700,-65.925,-556.613,808.224,319.412,242.422,107.009,63.244,474.523,-2.167, 2.163, 0.184,-0.027,-1.839,-7.879,1.12328,110.92340,-0.02717,0.06536,-0.25000,100.00000,0.12000,-48.00000,-0.06993,0.00000,-2.00000
1719351880.212283,384.000,144.000,68.000,368.000,140.000,68.000,352.000,140.000,67.000, 0.061, 0.065,-16.000,-4.000,-16.000,-4.000,-263.700,-65.925,-247.249, 0.000,254.223,1018.746,319.738,241.968,107.368,62.689,475.742,-2.157, 2.159, 0.188,-0.159,-1.558,-8.404,1.26109,104.99524,-0.15919,0.06676,-0.25000,100.00000,0.08000,-32.00000,-0.06993,0.00000,-1.00000
1719351880.2758348,368.000,140.000,68.000,352.000,140.000,67.000,330.000,142.000,70.000, 0.065, 0.064,-16.000, 0.000,-16.000, 0.000,-247.249, 0.000,-346.184,31.471,-1556.805,495.221,319.483,242.348,107.263,62.861,475.318,-2.157, 2.158, 0.194,-0.173,-1.734,-8.568,1.46911,98.50888,-0.17326,0.06698,-0.24500,98.00000,0.02500,-10.00000,-0.06993,0.00000,-2.00000
1719351880.352679,352.000,140.000,67.000,330.000,142.000,70.000,312.000,150.000,68.000, 0.064, 0.077,-22.000, 2.000,-22.000, 2.000,-346.184,31.471,-234.277,104.123,1456.513,945.594,319.333,242.170,107.139,62.939,474.939,-2.163, 2.162, 0.206,-0.144,-2.313,-8.564,1.65945,90.35486,-0.14444,0.06677,-0.22500,90.00000,-0.02000,8.00000,-0.06993,0.00000,-2.00000
1719351880.418994,330.000,142.000,70.000,312.000,150.000,68.000,290.000,156.000,65.000, 0.077, 0.066,-18.000, 8.000,-18.000, 8.000,-234.277,104.123,-332.147,90.585,-1477.593,-204.387,318.979,242.437,106.921,63.079,475.080,-2.161, 2.159, 0.195,-0.091,-1.901,-8.427,1.91382,89.19641,-0.09139,0.06628,-0.21000,84.00000,-0.07500,30.00000,-0.06426,-1.00000,-2.00000
1719351880.48105,312.000,150.000,68.000,290.000,156.000,65.000,266.000,174.000,67.000, 0.066, 0.062,-22.000, 6.000,-22.000, 6.000,-332.147,90.585,-386.324,289.743,-872.083,3205.806,319.422,242.297,107.150,62.920,475.961,-2.159, 2.157, 0.202,-0.111,-1.971,-8.732,2.25653,85.27602,-0.11099,0.06653,-0.16500,66.00000,-0.13500,54.00000,-0.06926,0.00000,-2.00000
1719351880.544859,290.000,156.000,65.000,266.000,174.000,67.000,236.000,192.000,68.000, 0.062, 0.064,-24.000,18.000,-24.000,18.000,-386.324,289.743,-470.787,282.472,-1325.468,-114.101,319.420,242.537,107.160,63.005,475.656,-2.158, 2.157, 0.191,-0.117,-1.651,-8.496,2.62245,96.74709,-0.11662,0.06665,-0.12000,48.00000,-0.21000,84.00000,-0.06926,0.00000,-2.00000
1719351880.6138618,266.000,174.000,67.000,236.000,192.000,68.000,206.000,212.000,68.000, 0.064, 0.069,-30.000,18.000,-30.000,18.000,-470.787,282.472,-434.575,289.717,524.556,104.946,319.750,242.118,107.170,62.770,476.967,-2.150, 2.147, 0.204,-0.037,-1.524,-9.315,2.90075,117.38824,-0.03678,0.06587,-0.07000,28.00000,-0.28500,114.00000,-0.06926,0.00000,-2.00000
1719351880.6905549,236.000,192.000,68.000,206.000,212.000,68.000,190.000,236.000,67.000, 0.069, 0.077,-30.000,20.000,-30.000,20.000,-434.575,289.717,-208.724,313.087,2946.288,304.864,320.255,241.108,107.462,62.448,475.918,-2.158, 2.156, 0.204,-0.092,-2.001,-8.837,3.11083,130.06152,-0.09249,0.06647,-0.01000,4.00000,-0.32500,130.00000,-0.06926,0.00000,-1.00000
1719351880.7678878,206.000,212.000,68.000,190.000,236.000,67.000,204.000,278.000,67.000, 0.077, 0.077,-16.000,24.000,-16.000,24.000,-208.724,313.087,180.782,542.347,5029.708,2960.442,320.965,239.660,107.605,62.241,473.469,-2.173, 2.168, 0.185,-0.007,-2.167,-7.590,-2.82502,122.06556,-0.00657,0.06562,0.09500,-38.00000,-0.29000,116.00000,-0.06926,0.00000,0.00000
1719351880.834816,190.000,236.000,67.000,204.000,278.000,67.000,210.000,310.000,66.000, 0.077, 0.067,14.000,42.000,14.000,42.000,180.782,542.347,89.655,478.162,-1361.670,-959.084,320.470,239.245,107.757,61.651,474.212,-2.166, 2.169, 0.186,-0.221,-2.011,-7.780,-2.57486,130.38405,-0.22060,0.06787,0.17500,-70.00000,-0.27500,110.00000,-0.06926,0.00000,0.00000
1719351880.905746,204.000,278.000,67.000,210.000,310.000,66.000,232.000,330.000,66.000, 0.067, 0.071, 6.000,32.000, 6.000,32.000,89.655,478.162,310.722,282.474,3122.275,-2763.840,321.031,239.354,107.817,61.961,473.195,-2.172, 2.170, 0.207,-0.150,-2.846,-8.045,-2.34496,125.87295,-0.14950,0.06723,0.22500,-90.00000,-0.22000,88.00000,-0.07493,1.00000,0.00000
1719351880.980323,210.000,310.000,66.000,232.000,330.000,66.000,254.000,352.000,67.000, 0.071, 0.075,22.000,20.000,22.000,20.000,310.722,282.474,294.523,294.523,-216.856,161.304,320.191,237.647,106.989,61.820,473.512,-2.187, 2.169, 0.298,-0.033,-5.932,-9.705,-2.10330,130.00000,-0.03341,0.06609,0.28000,-112.00000,-0.16500,66.00000,-0.06993,0.00000,2.00000
1719351881.044118,232.000,330.000,66.000,254.000,352.000,67.000,282.000,364.000,66.000, 0.075, 0.064,22.000,22.000,22.000,22.000,294.523,294.523,439.237,188.244,2270.128,-1667.198,319.907,237.534,106.676,62.157,468.717,-2.203, 2.187, 0.173, 0.243,-3.182,-5.827,-1.86816,129.69194,0.24251,0.06321,0.31000,-124.00000,-0.09500,38.00000,-0.06993,0.00000,2.00000
1719351881.108426,254.000,352.000,67.000,282.000,364.000,66.000,308.000,366.000,65.000, 0.064, 0.064,28.000,12.000,28.000,12.000,439.237,188.244,404.895,31.146,-534.806,-2446.477,319.597,236.029,106.338,61.815,466.181,-2.220, 2.201, 0.158, 0.352,-3.642,-4.527,-1.66575,126.57014,0.35159,0.06194,0.31500,-126.00000,-0.03000,12.00000,-0.06993,0.00000,3.00000
1719351881.176687,282.000,364.000,66.000,308.000,366.000,65.000,334.000,366.000,65.000, 0.064, 0.068,26.000, 2.000,26.000, 2.000,404.895,31.146,380.151, 0.000,-361.787,-455.387,319.993,236.524,106.670,61.750,469.037,-2.199, 2.184, 0.137, 0.311,-1.998,-5.172,-1.46014,126.77539,0.31139,0.06219,0.31500,-126.00000,0.03500,-14.00000,-0.06993,0.00000,3.00000
1719351881.238094,308.000,366.000,65.000,334.000,366.000,65.000,358.000,364.000,64.000, 0.068, 0.061,26.000, 0.000,26.000, 0.000,380.151, 0.000,391.115,-32.593,178.686,-531.150,320.992,236.350,107.007,61.822,467.800,-2.211, 2.194, 0.104, 0.384,-1.707,-3.699,-1.27343,129.69194,0.38448,0.06126,0.31000,-124.00000,0.09500,-38.00000,-0.06993,0.00000,3.00000
1719351881.3356311,334.000,366.000,65.000,358.000,364.000,64.000,378.000,356.000,65.000, 0.061, 0.098,24.000,-2.000,24.000,-2.000,391.115,-32.593,205.015,-82.006,-1907.667,-506.522,320.959,237.013,107.364,61.685,468.714,-2.198, 2.191, 0.102, 0.154,-1.192,-4.138,-1.10715,129.69194,0.15380,0.06349,0.29000,-116.00000,0.14500,-58.00000,-0.06993,0.00000,2.00000
1719351881.398178,358.000,364.000,64.000,378.000,356.000,65.000,396.000,346.000,66.000, 0.098, 0.063,20.000,-8.000,20.000,-8.000,205.015,-82.006,287.548,-159.749,1318.453,-1241.934,320.926,237.524,107.510,61.789,467.714,-2.204, 2.200, 0.102, 0.052,-1.641,-3.689,-0.94876,130.43006,0.05235,0.06448,0.26500,-106.00000,0.19000,-76.00000,-0.06993,0.00000,2.00000
1719351881.461876,378.000,356.000,65.000,396.000,346.000,66.000,410.000,338.000,67.000, 0.063, 0.064,18.000,-10.000,18.000,-10.000,287.548,-159.749,219.784,-125.591,-1063.822,536.245,320.521,237.453,107.356,61.768,466.985,-2.207, 2.204, 0.106, 0.032,-1.902,-3.579,-0.82793,133.05638,0.03201,0.06467,0.24500,-98.00000,0.22500,-90.00000,-0.06993,0.00000,2.00000
1719351881.536342,396.000,346.000,66.000,410.000,338.000,67.000,422.000,322.000,65.000, 0.064, 0.074,14.000,-8.000,14.000,-8.000,219.784,-125.591,161.141,-214.855,-787.476,-1198.679,320.604,237.261,107.302,61.787,466.608,-2.211, 2.205, 0.095, 0.093,-1.742,-3.162,-0.67713,130.87399,0.09348,0.06401,0.20500,-82.00000,0.25500,-102.00000,-0.06993,0.00000,2.00000
1719351881.602531,410.000,338.000,67.000,422.000,322.000,65.000,432.000,312.000,67.000, 0.074, 0.066,12.000,-16.000,12.000,-16.000,161.141,-214.855,151.233,-151.233,-149.841,962.171,320.758,237.144,107.442,61.634,467.537,-2.207, 2.203, 0.078, 0.067,-1.104,-2.944,-0.57134,133.14654,0.06698,0.06424,0.18000,-72.00000,0.28000,-112.00000,-0.06993,0.00000,2.00000
1719351881.6715362,422.000,322.000,65.000,432.000,312.000,67.000,438.000,300.000,68.000, 0.066, 0.069,10.000,-10.000,10.000,-10.000,151.233,-151.233,86.897,-173.795,-931.770,-326.755,321.040,237.357,107.567,61.644,469.244,-2.197, 2.193, 0.089, 0.066,-0.847,-3.791,-0.47040,132.37825,0.06608,0.06422,0.15000,-60.00000,0.29500,-118.00000,-0.07560,1.00000,2.00000
1719351881.729462,432.000,312.000,67.000,438.000,300.000,68.000,442.000,286.000,65.000, 0.069, 0.058, 6.000,-12.000, 6.000,-12.000,86.897,-173.795,69.132,-241.963,-307.036,-1178.153,320.862,237.483,107.270,61.979,467.773,-2.205, 2.197, 0.076, 0.197,-0.862,-3.108,-0.36057,130.38405,0.19658,0.06281,0.11500,-46.00000,0.30500,-122.00000,-0.07060,0.00000,2.00000
1719351881.791734,438.000,300.000,68.000,442.000,286.000,65.000,446.000,274.000,66.000, 0.058, 0.062, 4.000,-14.000, 4.000,-14.000,69.132,-241.963,64.152,-192.456,-79.873,793.991,319.730,238.680,106.658,62.555,469.377,-2.201, 2.189, 0.080, 0.297,-0.641,-3.565,-0.26356,130.50670,0.29744,0.06166,0.08500,-34.00000,0.31500,-126.00000,-0.07060,0.00000,1.00000
1719351881.863313,442.000,286.000,65.000,446.000,274.000,66.000,448.000,264.000,67.000, 0.062, 0.072, 4.000,-12.000, 4.000,-12.000,64.152,-192.456,27.940,-139.698,-505.880,737.018,319.269,239.587,106.650,62.577,472.034,-2.184, 2.177, 0.090, 0.186,-0.090,-4.661,-0.18535,130.23056,0.18614,0.06268,0.06000,-24.00000,0.32000,-128.00000,-0.07060,0.00000,0.00000
1719351881.9304802,446.000,274.000,66.000,448.000,264.000,67.000,450.000,254.000,67.000, 0.072, 0.067, 2.000,-10.000, 2.000,-10.000,27.940,-139.698,29.810,-149.051,27.883,-139.414,318.945,238.567,107.078,61.903,462.009, 2.209,-2.217,-0.048,-0.217,-1.724,-0.783,-0.10728,130.75167,-0.21690,0.06681,0.03500,-14.00000,0.32500,-130.00000,-0.06493,-1.00000,1.00000
1719351881.995798,448.000,264.000,67.000,450.000,254.000,67.000,452.000,242.000,66.000, 0.067, 0.065, 2.000,-10.000, 2.000,-10.000,29.810,-149.051,30.588,-183.528,11.895,-527.287,319.351,238.145,107.384,61.497,459.624, 2.193,-2.204,-0.010,-0.293,-1.566, 1.050,-0.01515,132.01515,-0.29265,0.06772,0.00500,-2.00000,0.33000,-132.00000,-0.06993,0.00000,1.00000
1719351882.058063,450.000,254.000,67.000,452.000,242.000,66.000,452.000,234.000,68.000, 0.065, 0.062, 2.000,-12.000, 2.000,-12.000,30.588,-183.528, 0.000,-128.502,-491.327,883.870,319.746,239.499,107.489,62.162,467.079,-2.204, 2.212, 0.054,-0.218,-0.651,-2.154,0.04542,132.13629,-0.21843,0.06708,-0.01500,6.00000,0.33000,-132.00000,-0.06993,0.00000,0.00000
1719351882.133158,452.000,242.000,66.000,452.000,234.000,68.000,452.000,224.000,68.000, 0.062, 0.075, 0.000,-8.000, 0.000,-8.000, 0.000,-128.502, 0.000,-133.165, 0.000,-62.092,319.688,238.916,107.780,61.622,461.617, 2.200,-2.217,-0.036,-0.453,-1.659,-0.210,0.12062,132.96616,-0.45339,0.06966,-0.04000,16.00000,0.33000,-132.00000,-0.06993,0.00000,1.00000
1719351882.200306,452.000,234.000,68.000,452.000,224.000,68.000,448.000,214.000,67.000, 0.075, 0.067, 0.000,-10.000, 0.000,-10.000, 0.000,-133.165,-59.556,-148.891,-886.741,-234.149,319.638,241.525,107.000,63.374,469.218,-2.197, 2.192, 0.152, 0.007,-2.547,-5.367,0.20040,130.61393,0.00709,0.06505,-0.06500,26.00000,0.32000,-128.00000,-0.06993,0.00000,-1.00000
1719351882.258425,452.000,224.000,68.000,448.000,214.000,67.000,448.000,208.000,66.000, 0.067, 0.058,-4.000,-10.000,-4.000,-10.000,-59.556,-148.891, 0.000,-103.406,1026.411,783.907,319.193,242.154,106.750,63.580,471.078,-2.186, 2.180, 0.147, 0.070,-1.795,-5.924,0.24498,131.93938,0.07016,0.06439,-0.08000,32.00000,0.32000,-128.00000,-0.06993,0.00000,-2.00000
1719351882.325331,448.000,214.000,67.000,448.000,208.000,66.000,442.000,206.000,67.000, 0.058, 0.067, 0.000,-6.000, 0.000,-6.000, 0.000,-103.406,-89.562,-29.854,-1336.890,1097.904,319.542,242.578,106.870,63.737,471.597,-2.182, 2.175, 0.171, 0.069,-2.220,-6.752,0.27179,126.64912,0.06891,0.06436,-0.08500,34.00000,0.30500,-122.00000,-0.06993,0.00000,-2.00000
1719351882.387924,448.000,208.000,66.000,442.000,206.000,67.000,436.000,202.000,68.000, 0.067, 0.063,-6.000,-2.000,-6.000,-2.000,-89.562,-29.854,-95.835,-63.890,-100.205,-543.648,319.641,242.684,106.952,63.688,472.535,-2.180, 2.174, 0.140, 0.081,-1.271,-6.119,0.31657,122.06556,0.08136,0.06420,-0.09500,38.00000,0.29000,-116.00000,-0.06993,0.00000,-2.00000
1719351882.4661078,442.000,206.000,67.000,436.000,202.000,68.000,432.000,200.000,68.000, 0.063, 0.078,-6.000,-4.000,-6.000,-4.000,-95.835,-63.890,-51.162,-25.581,571.396,489.996,319.463,241.902,106.929,63.438,470.839,-2.188, 2.182, 0.170, 0.007,-2.551,-6.337,0.34302,118.92855,0.00652,0.06494,-0.10000,40.00000,0.28000,-112.00000,-0.06993,0.00000,-1.00000
1719351882.5263019,436.000,202.000,68.000,432.000,200.000,68.000,428.000,202.000,68.000, 0.078, 0.060,-4.000,-2.000,-4.000,-2.000,-51.162,-25.581,-66.650,33.325,-258.061,981.518,319.465,241.906,106.867,63.323,473.091,-2.176, 2.169, 0.166, 0.074,-1.772,-6.989,0.33832,114.49017,0.07436,0.06423,-0.09500,38.00000,0.27000,-108.00000,-0.06993,0.00000,-1.00000
1719351882.5938618,432.000,200.000,68.000,428.000,202.000,68.000,422.000,206.000,68.000, 0.060, 0.068,-4.000, 2.000,-4.000, 2.000,-66.650,33.325,-88.676,59.117,-325.534,381.196,319.460,241.653,106.928,63.264,472.088,-2.184, 2.178, 0.157, 0.038,-1.969,-6.277,0.32175,107.51744,0.03828,0.06457,-0.08500,34.00000,0.25500,-102.00000,-0.06993,0.00000,-1.00000
1719351882.662763,428.000,202.000,68.000,422.000,206.000,68.000,416.000,210.000,67.000, 0.068, 0.069,-6.000, 4.000,-6.000, 4.000,-88.676,59.117,-86.989,57.993,24.455,-16.304,319.465,241.901,106.809,63.285,473.972,-2.171, 2.163, 0.166, 0.117,-1.467,-7.308,0.30288,100.57833,0.11694,0.06373,-0.07500,30.00000,0.24000,-96.00000,-0.06993,0.00000,-1.00000
