time,c1x,c1y,c1z,c2x,c2y,c2z,c3x,c3y,c3z,dt1,dt2,ds1x,ds1y,ds2x,ds2y,v1x,v1y,v2x,v2y,ax,ay,br,px,py,tvx,tvy,tvz,rvx,rvy,rvz,heading,roll,pitch,ballang,ballradscale,headerr,heading_pid_out,pitch_pid_out,pitcherr,roll_pid_out,rollerr,x_pid_out,xerr,yerr
1719603168.062731,226.000,284.000,67.000,218.000,286.000,67.000,208.000,288.000,67.000, 0.072, 0.057,-8.000, 2.000,-8.000, 2.000,-110.467,27.617,-175.676,35.135,-1145.578,132.084,67.0000,324.890,238.585,109.158,61.824,473.375,-2.167, 2.172,-0.045,-0.080, 4.135,-1.762,-2.73670,121.85237,-0.08009,0.08308,0.89128,-48.00000,-0.97063,112.00000,-0.08727,4.00000,1.00000
1719603168.1411068,218.000,286.000,67.000,208.000,288.000,67.000,208.000,290.000,66.000, 0.057, 0.078,-10.000, 2.000,-10.000, 2.000,-175.676,35.135, 0.000,25.518,2241.452,-122.706,66.0000,324.482,238.900,109.575,61.310,473.803,-2.157, 2.177,-0.047,-0.470, 4.361,-1.839,-2.72171,122.65398,-0.46989,0.08721,0.90001,-50.00000,-0.49537,112.00000,-0.08993,4.00000,1.00000
1719603168.197105,208.000,288.000,67.000,208.000,290.000,66.000,210.000,288.000,67.000, 0.078, 0.056, 0.000, 2.000, 0.000, 2.000, 0.000,25.518,35.719,-35.719,637.918,-1093.655,67.0000,323.774,238.955,109.375,61.262,473.872,-2.158, 2.180,-0.040,-0.499, 4.073,-1.926,-2.73014,120.01667,-0.49929,0.08776,0.70366,-48.00000,-0.39800,110.00000,-0.08693,3.00000,1.00000
1719603168.266714,208.000,290.000,66.000,210.000,288.000,67.000,216.000,286.000,66.000, 0.056, 0.070, 2.000,-2.000, 2.000,-2.000,35.719,-35.719,86.293,-28.764,727.374,100.020,66.0000,323.467,238.537,108.915,61.581,471.904,-2.170, 2.183,-0.067,-0.317, 4.295,-0.776,-2.72515,113.71895,-0.31726,0.08610,0.69940,-46.00000,-0.19146,104.00000,-0.08893,3.00000,1.00000
1719603168.3270779,210.000,288.000,67.000,216.000,286.000,66.000,222.000,284.000,66.000, 0.070, 0.060, 6.000,-2.000, 6.000,-2.000,86.293,-28.764,99.382,-33.127,216.804,-72.268,66.0000,323.109,238.178,108.301,61.908,471.648,-2.176, 2.178,-0.070,-0.035, 4.366,-0.684,-2.71959,107.42439,-0.03484,0.08329,0.69505,-44.00000,-0.17683,98.00000,-0.09092,3.00000,1.00000
1719603168.403042,216.000,286.000,66.000,222.000,284.000,66.000,226.000,282.000,66.000, 0.060, 0.076, 6.000,-2.000, 6.000,-2.000,99.382,-33.127,52.631,-26.315,-615.144,89.632,66.0000,320.970,238.508,107.397,62.069,471.373,-2.176, 2.178,-0.070,-0.033, 4.373,-0.663,-2.72140,102.95630,-0.03268,0.08328,0.69061,-42.00000,-0.26451,94.00000,-0.07592,0.00000,1.00000
1719603168.468228,222.000,284.000,66.000,226.000,282.000,66.000,230.000,274.000,67.000, 0.076, 0.065, 4.000,-2.000, 4.000,-2.000,52.631,-26.315,61.329,-122.658,133.367,-1477.160,67.0000,318.923,238.478,107.659,60.996,470.607,-2.168, 2.195,-0.070,-0.716, 4.094,-0.402,-2.78039,96.20811,-0.71566,0.09047,0.37831,-34.00000,-0.25590,90.00000,-0.07026,-1.00000,1.00000
1719603168.530862,226.000,282.000,66.000,230.000,274.000,67.000,234.000,268.000,66.000, 0.065, 0.063, 4.000,-8.000, 4.000,-8.000,61.329,-122.658,63.926,-95.890,41.507,427.809,66.0000,316.501,239.594,107.403,60.703,470.574,-2.162, 2.205,-0.013,-1.095, 2.513,-1.784,-2.82683,90.44335,-1.09533,0.09481,0.45651,-28.00000,-0.24711,86.00000,-0.05826,-3.00000,0.00000
1719603168.5935419,230.000,274.000,67.000,234.000,268.000,66.000,238.000,260.000,67.000, 0.063, 0.063, 4.000,-6.000, 4.000,-6.000,63.926,-95.890,63.806,-127.612,-1.924,-506.012,67.0000,315.800,240.577,106.941,61.252,471.544,-2.164, 2.202, 0.018,-0.943, 1.765,-2.662,-2.90236,84.40379,-0.94306,0.09376,0.33575,-20.00000,-0.23813,82.00000,-0.05060,-4.00000,0.00000
1719603168.667264,234.000,268.000,66.000,238.000,260.000,67.000,242.000,256.000,66.000, 0.063, 0.074, 4.000,-8.000, 4.000,-8.000,63.806,-127.612,54.300,-54.300,-129.041,995.204,66.0000,316.919,241.506,106.815,62.211,471.698,-2.167, 2.191, 0.028,-0.575, 1.699,-3.157,-2.93927,79.62412,-0.57454,0.09036,0.51588,-16.00000,-0.22897,78.00000,-0.05360,-3.00000,-1.00000
1719603168.724417,238.000,260.000,67.000,242.000,256.000,66.000,244.000,252.000,65.000, 0.074, 0.057, 4.000,-4.000, 4.000,-4.000,54.300,-54.300,34.926,-69.852,-338.327,-271.588,65.0000,317.155,242.792,106.565,63.017,472.900,-2.167, 2.182, 0.034,-0.351, 1.799,-3.579,-2.98499,76.94154,-0.35111,0.08831,0.50364,-12.00000,-0.32221,76.00000,-0.05727,-2.00000,-2.00000
1719603168.788197,242.000,256.000,66.000,244.000,252.000,65.000,246.000,248.000,66.000, 0.057, 0.064, 2.000,-4.000, 2.000,-4.000,34.926,-69.852,31.357,-62.714,-55.955,111.910,66.0000,317.929,242.606,107.138,62.570,474.378,-2.158, 2.179, 0.062,-0.488, 1.385,-4.648,-3.03390,74.43118,-0.48773,0.08992,0.49122,-8.00000,-0.31926,74.00000,-0.05593,-2.00000,-2.00000
1719603168.863585,244.000,252.000,65.000,246.000,248.000,66.000,246.000,244.000,66.000, 0.064, 0.075, 2.000,-4.000, 2.000,-4.000,31.357,-62.714, 0.000,-53.130,-416.503,127.303,66.0000,318.715,242.693,107.339,62.876,472.799,-2.168, 2.184, 0.079,-0.397, 0.518,-4.659,-3.08759,74.10803,-0.39691,0.08921,0.47860,-4.00000,-0.41880,74.00000,-0.06027,-1.00000,-2.00000
1719603168.929207,246.000,248.000,66.000,246.000,244.000,66.000,244.000,244.000,65.000, 0.075, 0.066, 0.000,-4.000, 0.000,-4.000, 0.000,-53.130,-30.456, 0.000,-463.780,809.062,65.0000,318.654,242.483,106.637,63.486,472.951,-2.178, 2.176, 0.096, 0.040,-0.041,-4.992,-3.08901,76.10519,0.03971,0.08482,0.67098,-4.00000,-0.52484,76.00000,-0.05960,-1.00000,-2.00000
1719603168.993908,246.000,244.000,66.000,244.000,244.000,65.000,244.000,248.000,67.000, 0.066, 0.065,-2.000, 0.000,-2.000, 0.000,-30.456, 0.000, 0.000,61.815,470.657,955.274,67.0000,320.464,242.212,107.241,63.288,475.042,-2.165, 2.163, 0.074, 0.113, 1.278,-5.223,-3.03672,76.41989,0.11333,0.08403,0.87635,-8.00000,-0.43229,76.00000,-0.06460,0.00000,-2.00000
1719603169.058671,244.000,244.000,65.000,244.000,248.000,67.000,242.000,252.000,66.000, 0.065, 0.065, 0.000, 4.000, 0.000, 4.000, 0.000,61.815,-30.891,61.783,-477.138,-0.499,66.0000,321.083,241.688,107.523,63.286,472.344,-2.178, 2.176, 0.056, 0.094, 1.063,-4.010,-2.98894,78.91768,0.09366,0.08418,0.88971,-12.00000,-0.53842,78.00000,-0.07027,1.00000,-1.00000
1719603169.122872,244.000,248.000,67.000,242.000,252.000,66.000,240.000,256.000,67.000, 0.065, 0.064,-2.000, 4.000,-2.000, 4.000,-30.891,61.783,-31.118,62.236,-3.523, 7.046,67.0000,321.039,240.622,107.367,62.969,472.878,-2.180, 2.174, 0.055, 0.193, 1.064,-3.962,-2.94420,81.58431,0.19319,0.08309,0.90325,-16.00000,-0.54855,80.00000,-0.07093,1.00000,0.00000
1719603169.189117,242.000,252.000,66.000,240.000,256.000,67.000,236.000,262.000,67.000, 0.064, 0.066,-2.000, 4.000,-2.000, 4.000,-31.118,62.236,-60.391,90.586,-441.959,428.034,67.0000,321.975,238.938,107.333,62.814,471.028,-2.193, 2.178, 0.017, 0.438, 1.595,-2.490,-2.88544,86.83317,0.43833,0.08041,1.00000,-22.00000,-0.66136,84.00000,-0.07160,1.00000,1.00000
1719603169.25175,240.000,256.000,67.000,236.000,262.000,67.000,232.000,270.000,67.000, 0.066, 0.063,-4.000, 6.000,-4.000, 6.000,-60.391,90.586,-63.937,127.873,-56.674,595.996,67.0000,321.513,237.884,107.532,62.038,469.933,-2.191, 2.186,-0.020, 0.154, 2.407,-1.349,-2.81304,92.97311,0.15412,0.08318,1.00000,-30.00000,-0.67827,88.00000,-0.07227,1.00000,2.00000
1719603169.322124,236.000,262.000,67.000,232.000,270.000,67.000,228.000,276.000,67.000, 0.063, 0.070,-4.000, 8.000,-4.000, 8.000,-63.937,127.873,-56.806,85.209,101.262,-605.893,67.0000,321.811,238.069,107.894,61.855,470.239,-2.186, 2.187,-0.022,-0.004, 2.578,-1.410,-2.76860,98.79271,-0.00353,0.08476,1.00000,-36.00000,-0.69536,92.00000,-0.07293,1.00000,1.00000
1719603169.387956,232.000,270.000,67.000,228.000,276.000,67.000,222.000,282.000,67.000, 0.070, 0.066,-4.000, 6.000,-4.000, 6.000,-56.806,85.209,-91.170,91.170,-522.156,90.571,67.0000,322.023,237.485,107.926,61.719,469.384,-2.190, 2.190,-0.050, 0.004, 3.076,-0.462,-2.73670,106.62082,0.00416,0.08468,1.00000,-42.00000,-0.81522,98.00000,-0.07926,2.00000,2.00000
1719603169.453009,228.000,276.000,67.000,222.000,282.000,67.000,214.000,284.000,67.000, 0.066, 0.065,-6.000, 6.000,-6.000, 6.000,-91.170,91.170,-123.005,30.751,-489.485,-928.976,67.0000,322.649,237.732,108.088,61.910,469.170,-2.188, 2.187,-0.056, 0.034, 3.376,-0.444,-2.74814,114.76933,0.03442,0.08436,0.90487,-44.00000,-0.94186,106.00000,-0.08060,2.00000,2.00000
1719603169.518134,222.000,282.000,67.000,214.000,284.000,67.000,206.000,284.000,67.000, 0.065, 0.065,-8.000, 2.000,-8.000, 2.000,-123.005,30.751,-122.711, 0.000, 4.513,-471.689,67.0000,322.937,237.759,108.153,61.956,469.689,-2.188, 2.186,-0.072, 0.047, 3.851,-0.057,-2.77324,122.19656,0.04732,0.08421,0.81082,-44.00000,-0.97277,114.00000,-0.08193,2.00000,2.00000
1719603169.5836601,214.000,284.000,67.000,206.000,284.000,67.000,204.000,284.000,68.000, 0.065, 0.065,-8.000, 0.000,-8.000, 0.000,-122.711, 0.000,-30.561, 0.000,1408.108, 0.000,68.0000,322.787,237.202,108.200,61.712,467.659,-2.192, 2.193,-0.102,-0.067, 4.235, 1.103,-2.77905,124.06450,-0.06681,0.08538,0.81287,-44.00000,-0.69629,116.00000,-0.08326,2.00000,2.00000
1719603169.657776,206.000,284.000,67.000,204.000,284.000,68.000,208.000,280.000,67.000, 0.065, 0.074,-2.000, 0.000,-2.000, 0.000,-30.561, 0.000,53.967,-53.967,1140.419,-728.096,67.0000,323.261,237.998,108.230,62.142,468.831,-2.188, 2.186,-0.097, 0.024, 4.448, 0.635,-2.79857,118.92855,0.02403,0.08446,0.60975,-40.00000,-0.40043,112.00000,-0.09026,3.00000,2.00000
1719603169.7244532,204.000,284.000,68.000,208.000,280.000,67.000,214.000,276.000,66.000, 0.074, 0.067, 4.000,-4.000, 4.000,-4.000,53.967,-53.967,89.971,-59.981,539.903,-90.188,66.0000,323.609,238.779,108.065,62.609,471.238,-2.179, 2.173,-0.093, 0.181, 5.005,-0.093,-2.81419,111.94642,0.18145,0.08280,0.59862,-36.00000,-0.29007,106.00000,-0.09226,3.00000,1.00000
1719603169.7906098,208.000,280.000,67.000,214.000,276.000,66.000,222.000,274.000,67.000, 0.067, 0.066, 6.000,-4.000, 6.000,-4.000,89.971,-59.981,120.822,-30.205,465.927,449.691,67.0000,323.611,239.109,107.796,62.990,471.616,-2.181, 2.168,-0.091, 0.354, 5.014,-0.223,-2.80765,103.73042,0.35375,0.08090,0.68991,-34.00000,-0.17294,98.00000,-0.09425,3.00000,0.00000
1719603169.853801,214.000,276.000,66.000,222.000,274.000,67.000,228.000,270.000,68.000, 0.066, 0.063, 8.000,-2.000, 8.000,-2.000,120.822,-30.205,95.078,-63.385,-407.947,-525.779,68.0000,321.688,239.616,107.504,62.639,472.249,-2.172, 2.172,-0.085, 0.031, 5.051,-0.553,-2.82638,96.76776,0.03145,0.08410,0.58241,-30.00000,-0.25413,92.00000,-0.08492,1.00000,0.00000
1719603169.916053,222.000,274.000,67.000,228.000,270.000,68.000,238.000,268.000,66.000, 0.063, 0.062, 6.000,-4.000, 6.000,-4.000,95.078,-63.385,160.847,-32.169,1057.868,502.099,66.0000,318.567,240.570,107.462,61.724,472.652,-2.155, 2.185,-0.060,-0.719, 4.509,-1.324,-2.81254,86.64872,-0.71919,0.09197,0.67341,-28.00000,-0.03376,82.00000,-0.07425,-1.00000,0.00000
1719603169.986052,228.000,270.000,68.000,238.000,268.000,66.000,248.000,264.000,66.000, 0.062, 0.070,10.000,-2.000,10.000,-2.000,160.847,-32.169,142.537,-57.015,-260.977,-354.142,66.0000,316.393,240.295,107.452,60.886,471.247,-2.162, 2.207,-0.019,-1.143, 2.599,-1.581,-2.81984,75.89466,-1.14306,0.09678,0.56563,-24.00000,-0.00512,72.00000,-0.06226,-3.00000,0.00000
1719603170.045409,238.000,268.000,66.000,248.000,264.000,66.000,256.000,260.000,66.000, 0.070, 0.059,10.000,-4.000,10.000,-4.000,142.537,-57.015,134.871,-67.436,-129.245,-175.679,66.0000,315.992,240.869,106.864,61.445,472.557,-2.159, 2.194, 0.028,-0.848, 1.854,-3.294,-2.83871,67.05222,-0.84807,0.09425,0.55377,-20.00000,-0.07860,64.00000,-0.05459,-4.00000,0.00000
1719603170.1087391,248.000,264.000,66.000,256.000,260.000,66.000,264.000,258.000,66.000, 0.059, 0.063, 8.000,-4.000, 8.000,-4.000,134.871,-67.436,126.376,-31.594,-134.191,566.189,66.0000,315.855,241.670,106.288,62.395,471.727,-2.172, 2.192, 0.041,-0.497, 1.163,-3.313,-2.83059,58.82176,-0.49654,0.09099,0.64430,-18.00000,-0.05561,56.00000,-0.05193,-4.00000,-1.00000
1719603170.174277,256.000,260.000,66.000,264.000,258.000,66.000,268.000,254.000,66.000, 0.063, 0.066, 8.000,-2.000, 8.000,-2.000,126.376,-31.594,60.952,-60.952,-996.936,-447.366,66.0000,316.267,241.456,106.419,62.321,471.933,-2.170, 2.189, 0.079,-0.463, 0.317,-4.424,-2.87860,53.85165,-0.46289,0.09088,0.53606,-14.00000,-0.23742,52.00000,-0.05493,-3.00000,-1.00000
1719603170.247046,264.000,258.000,66.000,268.000,254.000,66.000,272.000,248.000,65.000, 0.066, 0.073, 4.000,-4.000, 4.000,-4.000,60.952,-60.952,55.041,-82.562,-81.343,-297.347,65.0000,316.645,241.540,106.817,62.104,472.129,-2.167, 2.192, 0.060,-0.616, 0.804,-3.942,-2.97644,48.66210,-0.61616,0.09272,0.42113,-8.00000,-0.22686,48.00000,-0.05293,-3.00000,-1.00000
1719603170.311917,268.000,254.000,66.000,272.000,248.000,65.000,270.000,244.000,65.000, 0.073, 0.065, 4.000,-6.000, 4.000,-6.000,55.041,-82.562,-30.804,-61.608,-1322.179,322.728,65.0000,317.109,241.138,107.075,61.963,470.915,-2.173, 2.198, 0.089,-0.652,-0.324,-4.341,-3.06176,50.15974,-0.65194,0.09340,0.50462,-4.00000,-0.52388,50.00000,-0.05660,-2.00000,-1.00000
1719603170.377598,272.000,248.000,65.000,270.000,244.000,65.000,268.000,242.000,66.000, 0.065, 0.066,-2.000,-4.000,-2.000,-4.000,-30.804,-61.608,-30.466,-30.466, 5.148,474.383,66.0000,317.620,241.649,107.112,62.301,471.494,-2.171, 2.192, 0.080,-0.545, 0.186,-4.359,-3.10315,52.03845,-0.54538,0.09261,0.59441,-2.00000,-0.53271,52.00000,-0.05527,-2.00000,-1.00000
1719603170.441045,270.000,244.000,65.000,268.000,242.000,66.000,264.000,238.000,66.000, 0.066, 0.063,-2.000,-2.000,-2.000,-2.000,-30.466,-30.466,-63.061,-63.061,-513.861,-513.861,66.0000,318.520,242.337,107.130,62.913,471.948,-2.172, 2.185, 0.076,-0.322, 0.411,-4.416,3.10589,56.03570,-0.32205,0.09054,0.48542,2.00000,-0.64421,56.00000,-0.05960,-1.00000,-2.00000
1719603170.503176,268.000,242.000,66.000,264.000,238.000,66.000,256.000,236.000,66.000, 0.063, 0.062,-4.000,-4.000,-4.000,-4.000,-63.061,-63.061,-128.574,-32.143,-1052.911,496.892,66.0000,320.196,242.238,107.124,63.508,473.104,-2.177, 2.173, 0.066, 0.125, 0.887,-4.358,3.07917,64.12488,0.12492,0.08601,0.57493,4.00000,-0.86499,64.00000,-0.06460,0.00000,-2.00000
1719603170.579704,264.000,238.000,66.000,256.000,236.000,66.000,248.000,238.000,67.000, 0.062, 0.076,-8.000,-2.000,-8.000,-2.000,-128.574,-32.143,-104.630,26.157,313.159,762.501,67.0000,321.748,241.286,106.776,64.094,472.862,-2.188, 2.162, 0.054, 0.731, 1.198,-4.082,3.11382,72.02777,0.73150,0.07958,0.77343,2.00000,-0.89394,72.00000,-0.07027,1.00000,-1.00000
1719603170.646048,256.000,236.000,66.000,248.000,238.000,67.000,238.000,238.000,67.000, 0.076, 0.066,-8.000, 2.000,-8.000, 2.000,-104.630,26.157,-150.571, 0.000,-691.752,-393.856,67.0000,322.581,241.201,106.368,64.553,475.337,-2.182, 2.143, 0.019, 1.148, 2.811,-3.907,3.11721,82.02439,1.14786,0.07484,0.67724,2.00000,-1.00000,82.00000,-0.07660,2.00000,-1.00000
1719603170.7133372,248.000,238.000,67.000,238.000,238.000,67.000,230.000,238.000,67.000, 0.066, 0.067,-10.000, 0.000,-10.000, 0.000,-150.571, 0.000,-119.001, 0.000,469.612, 0.000,67.0000,323.792,240.431,107.442,63.644,475.389,-2.173, 2.149,-0.005, 0.748, 3.601,-3.361,3.11937,90.02222,0.74778,0.07847,0.67714,2.00000,-0.95956,90.00000,-0.08360,3.00000,0.00000
1719603170.771413,238.000,238.000,67.000,230.000,238.000,67.000,220.000,242.000,67.000, 0.067, 0.058,-8.000, 0.000,-8.000, 0.000,-119.001, 0.000,-172.307,68.923,-918.486,1187.582,67.0000,324.512,240.112,108.095,63.160,475.044,-2.167, 2.153,-0.029, 0.472, 4.278,-2.775,-3.12160,100.02000,0.47173,0.08099,0.88223,-2.00000,-1.00000,100.00000,-0.09126,4.00000,0.00000
1719603170.8367,230.000,238.000,67.000,220.000,242.000,67.000,214.000,244.000,67.000, 0.058, 0.065,-10.000, 4.000,-10.000, 4.000,-172.307,68.923,-91.885,30.628,1231.589,-586.446,67.0000,324.592,239.778,108.372,62.904,473.895,-2.169, 2.161,-0.053, 0.294, 4.588,-1.821,-3.10387,106.07544,0.29358,0.08263,0.79272,-4.00000,-0.92427,106.00000,-0.09393,4.00000,0.00000
1719603170.901599,220.000,242.000,67.000,214.000,244.000,67.000,206.000,248.000,68.000, 0.065, 0.065,-6.000, 2.000,-6.000, 2.000,-91.885,30.628,-123.105,61.553,-480.418,475.866,68.0000,324.169,239.607,107.965,63.023,474.580,-2.171, 2.157,-0.056, 0.435, 4.753,-1.809,-3.07153,114.28036,0.43451,0.08100,0.90199,-8.00000,-1.00000,114.00000,-0.09659,4.00000,0.00000
1719603170.975446,214.000,244.000,67.000,206.000,248.000,68.000,202.000,250.000,68.000, 0.065, 0.074,-8.000, 4.000,-8.000, 4.000,-123.105,61.553,-54.163,27.082,933.531,-466.765,68.0000,323.206,239.261,107.667,62.829,473.545,-2.170, 2.160,-0.085, 0.295, 5.413,-0.958,-3.05705,118.42297,0.29524,0.08224,0.81276,-10.00000,-0.87739,118.00000,-0.09359,3.00000,0.00000
1719603171.0393002,206.000,248.000,68.000,202.000,250.000,68.000,200.000,252.000,67.000, 0.074, 0.064,-4.000, 2.000,-4.000, 2.000,-54.163,27.082,-31.362,31.362,357.547,67.114,67.0000,323.063,239.193,108.067,62.248,474.487,-2.160, 2.162,-0.079,-0.000, 5.518,-1.340,-3.04192,120.59851,-0.00041,0.08520,0.81972,-12.00000,-0.79329,120.00000,-0.09559,3.00000,0.00000
1719603171.102155,202.000,250.000,68.000,200.000,252.000,67.000,200.000,252.000,67.000, 0.064, 0.063,-2.000, 2.000,-2.000, 2.000,-31.362,31.362, 0.000, 0.000,498.944,-498.944,67.0000,322.521,238.965,108.029,62.055,473.839,-2.162, 2.168,-0.096,-0.133, 5.707,-0.630,-3.04192,120.59851,-0.13339,0.08660,0.72418,-12.00000,-0.70279,120.00000,-0.09192,2.00000,1.00000
1719603171.1692832,200.000,252.000,67.000,200.000,252.000,67.000,202.000,252.000,68.000, 0.063, 0.067, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,29.761, 0.000,442.858, 0.000,68.0000,322.043,238.927,107.795,62.129,472.862,-2.164, 2.170,-0.097,-0.118, 5.626,-0.491,-3.04025,118.60860,-0.11754,0.08650,0.72474,-12.00000,-0.60579,118.00000,-0.09325,2.00000,1.00000
1719603171.241498,200.000,252.000,67.000,202.000,252.000,68.000,208.000,246.000,67.000, 0.067, 0.072, 2.000, 0.000, 2.000, 0.000,29.761, 0.000,83.137,-83.137,739.587,-1151.961,67.0000,321.167,239.007,107.507,62.205,471.932,-2.172, 2.176,-0.089,-0.099, 4.992,-0.318,-3.08807,112.16060,-0.09881,0.08636,0.41753,-6.00000,-0.39962,112.00000,-0.08892,1.00000,0.00000
