time,c1x,c1y,c1z,c2x,c2y,c2z,c3x,c3y,c3z,dt1,dt2,ds1x,ds1y,ds2x,ds2y,v1x,v1y,v2x,v2y,ax,ay,br,px,py,tvx,tvy,tvz,rvx,rvy,rvz,heading,roll,pitch,ballang,ballradscale,headerr,heading_pid_out,pitch_pid_out,pitcherr,roll_pid_out,rollerr,x_pid_out,xerr,yerr
1719603163.911208,384.000,228.000,67.000,386.000,232.000,67.000,388.000,236.000,67.000, 0.074, 0.064, 2.000, 4.000, 2.000, 4.000,27.046,54.093,31.024,62.048,61.700,123.400,67.0000,318.453,237.638,106.396,61.981,464.937, 2.227,-2.222,-0.083, 0.090,-1.931,-2.357,0.05876,68.11755,0.09038,0.07940,0.67030,4.00000,0.09803,-68.00000,-0.04095,-1.00000,2.00000
1719603163.9795682,386.000,232.000,67.000,388.000,236.000,67.000,390.000,238.000,66.000, 0.064, 0.068, 2.000, 4.000, 2.000, 4.000,31.024,62.048,29.251,29.251,-25.926,-479.673,66.0000,319.214,237.740,107.041,61.683,465.894, 2.228,-2.231,-0.069,-0.094,-1.270,-2.259,0.02856,70.02857,-0.09439,0.08129,0.58051,2.00000,0.10770,-70.00000,-0.04595,0.00000,2.00000
1719603164.044419,388.000,236.000,67.000,390.000,238.000,66.000,390.000,240.000,67.000, 0.068, 0.065, 2.000, 2.000, 2.000, 2.000,29.251,29.251, 0.000,30.829,-450.888,24.312,67.0000,318.820,239.155,107.690,61.366,468.430,-2.185, 2.208, 0.068,-0.601,-0.366,-3.171,0.00000,70.00000,-0.60082,0.08666,0.58691,0.00000,0.01486,-70.00000,-0.04029,-1.00000,0.00000
1719603164.10873,390.000,238.000,66.000,390.000,240.000,67.000,392.000,240.000,66.000, 0.065, 0.064, 0.000, 2.000, 0.000, 2.000, 0.000,30.829,31.075, 0.000,482.818,-478.994,66.0000,319.109,239.816,108.089,61.373,468.213,-2.185, 2.214, 0.093,-0.780,-1.196,-3.623,0.00000,72.00000,-0.78033,0.08884,0.49082,0.00000,0.12072,-72.00000,-0.04529,0.00000,0.00000
1719603164.1728792,390.000,240.000,67.000,392.000,240.000,66.000,392.000,242.000,67.000, 0.064, 0.064, 2.000, 0.000, 2.000, 0.000,31.075, 0.000, 0.000,31.218,-485.049,487.291,67.0000,318.444,239.720,107.171,61.990,468.164,-2.194, 2.207, 0.101,-0.378,-1.490,-3.739,-0.02777,72.02777,-0.37841,0.08501,0.59340,-2.00000,0.02798,-72.00000,-0.03962,-1.00000,0.00000
1719603164.236774,392.000,240.000,66.000,392.000,242.000,67.000,392.000,240.000,68.000, 0.064, 0.064, 0.000, 2.000, 0.000, 2.000, 0.000,31.218, 0.000,-31.262, 0.000,-976.643,68.0000,319.302,239.841,107.142,62.355,469.748,-2.190, 2.194, 0.080,-0.118,-0.453,-3.711,0.00000,72.00000,-0.11819,0.08247,0.39481,0.00000,0.03133,-72.00000,-0.04462,0.00000,0.00000
1719603164.308567,392.000,242.000,67.000,392.000,240.000,68.000,394.000,242.000,67.000, 0.064, 0.072, 0.000,-2.000, 0.000,-2.000, 0.000,-31.262,27.893,27.893,389.016,825.019,67.0000,319.351,240.257,107.310,62.379,469.543,-2.187, 2.195, 0.088,-0.221,-0.595,-4.013,-0.02702,74.02702,-0.22109,0.08361,0.59350,-2.00000,0.13728,-74.00000,-0.04462,0.00000,0.00000
1719603164.370504,392.000,240.000,68.000,394.000,242.000,67.000,394.000,246.000,66.000, 0.072, 0.062, 2.000, 2.000, 2.000, 2.000,27.893,27.893, 0.000,64.568,-450.254,592.010,66.0000,318.216,240.449,107.141,62.161,469.778,-2.187, 2.201, 0.100,-0.403,-1.076,-4.123,-0.08090,74.24284,-0.40315,0.08563,0.70267,-6.00000,0.04463,-74.00000,-0.03896,-1.00000,0.00000
1719603164.4407911,394.000,242.000,67.000,394.000,246.000,66.000,394.000,248.000,67.000, 0.062, 0.070, 0.000, 4.000, 0.000, 4.000, 0.000,64.568, 0.000,28.443, 0.000,-513.756,67.0000,318.944,240.626,106.967,62.642,470.825,-2.184, 2.187, 0.121,-0.113,-1.192,-5.124,-0.10769,74.43118,-0.11277,0.08278,0.61335,-8.00000,0.04808,-74.00000,-0.03829,-1.00000,0.00000
1719603164.5020359,394.000,246.000,66.000,394.000,248.000,67.000,392.000,250.000,66.000, 0.070, 0.061, 0.000, 2.000, 0.000, 2.000, 0.000,28.443,-32.662,32.662,-533.394,68.889,66.0000,317.807,240.548,106.229,62.919,470.395,-2.193, 2.189, 0.103, 0.066,-1.039,-4.345,-0.13801,72.69113,0.06592,0.08096,0.62022,-10.00000,-0.05106,-72.00000,-0.03196,-2.00000,0.00000
1719603164.56537,394.000,248.000,67.000,392.000,250.000,66.000,396.000,254.000,66.000, 0.061, 0.063,-2.000, 2.000,-2.000, 2.000,-32.662,32.662,63.110,63.110,1511.056,480.408,66.0000,318.677,240.144,106.722,62.512,471.697,-2.181, 2.181, 0.120,-0.023,-0.925,-5.372,-0.18217,77.27872,-0.02345,0.08187,0.72977,-14.00000,0.25357,-76.00000,-0.03629,-1.00000,0.00000
1719603164.6400461,392.000,250.000,66.000,396.000,254.000,66.000,396.000,258.000,66.000, 0.063, 0.075, 4.000, 4.000, 4.000, 4.000,63.110,63.110, 0.000,53.599,-845.666,-127.450,66.0000,319.200,240.136,107.340,62.217,470.019,-2.185, 2.195, 0.094,-0.274,-0.682,-4.202,-0.23256,78.10250,-0.27379,0.08451,0.74340,-18.00000,0.06493,-76.00000,-0.04129,0.00000,0.00000
1719603164.7086248,396.000,254.000,66.000,396.000,258.000,66.000,396.000,262.000,66.000, 0.075, 0.069, 0.000, 4.000, 0.000, 4.000, 0.000,53.599, 0.000,58.277, 0.000,68.148,66.0000,320.124,240.092,107.745,62.114,471.281,-2.181, 2.190, 0.103,-0.275,-0.688,-4.683,-0.28177,79.12016,-0.27545,0.08466,0.75723,-22.00000,0.06847,-76.00000,-0.04129,0.00000,0.00000
1719603164.7721012,396.000,258.000,66.000,396.000,262.000,66.000,398.000,266.000,67.000, 0.069, 0.063, 0.000, 4.000, 0.000, 4.000, 0.000,58.277,31.536,63.072,497.252,75.605,67.0000,319.719,238.894,107.359,61.952,469.223,-2.195, 2.199, 0.107,-0.153,-1.435,-4.121,-0.32175,82.21922,-0.15281,0.08351,0.77124,-26.00000,0.17460,-78.00000,-0.04129,0.00000,1.00000
1719603164.834191,396.000,262.000,66.000,398.000,266.000,67.000,398.000,268.000,69.000, 0.063, 0.062, 2.000, 4.000, 2.000, 4.000,31.536,63.072, 0.000,32.221,-508.061,-497.017,69.0000,319.346,239.237,107.343,61.937,469.436,-2.190, 2.198, 0.094,-0.238,-0.932,-3.981,-0.34465,82.87340,-0.23756,0.08448,0.68285,-28.00000,0.08214,-78.00000,-0.04129,0.00000,0.00000
1719603164.900268,398.000,266.000,67.000,398.000,268.000,69.000,396.000,274.000,66.000, 0.062, 0.066, 0.000, 2.000, 0.000, 2.000, 0.000,32.221,-30.285,90.854,-458.580,887.836,66.0000,319.613,239.030,107.387,61.970,468.366,-2.197, 2.204, 0.090,-0.198,-1.196,-3.506,-0.42066,83.25863,-0.19783,0.08418,0.89583,-34.00000,-0.01681,-76.00000,-0.04129,0.00000,0.00000
1719603164.964586,398.000,268.000,69.000,396.000,274.000,66.000,396.000,278.000,67.000, 0.066, 0.064,-2.000, 6.000,-2.000, 6.000,-30.285,90.854, 0.000,62.079,470.012,-446.579,67.0000,319.285,238.371,106.927,62.005,468.618,-2.199, 2.198, 0.087, 0.005,-1.004,-3.552,-0.46365,84.97058,0.00485,0.08215,0.81430,-38.00000,0.08283,-76.00000,-0.04129,0.00000,1.00000
1719603165.038715,396.000,274.000,66.000,396.000,278.000,67.000,396.000,284.000,66.000, 0.064, 0.074, 0.000, 4.000, 0.000, 4.000, 0.000,62.079, 0.000,80.950, 0.000,254.590,66.0000,319.355,239.091,106.915,62.304,469.431,-2.194, 2.192, 0.070, 0.036,-0.249,-3.407,-0.52480,87.81799,0.03579,0.08182,0.93165,-44.00000,0.08637,-76.00000,-0.04129,0.00000,0.00000
1719603165.10542,396.000,278.000,67.000,396.000,284.000,66.000,396.000,286.000,67.000, 0.074, 0.067, 0.000, 6.000, 0.000, 6.000, 0.000,80.950, 0.000,29.996, 0.000,-764.203,67.0000,319.725,238.116,107.115,61.922,468.000,-2.204, 2.203, 0.086, 0.004,-1.246,-3.222,-0.54428,88.83693,0.00419,0.08214,0.74800,-46.00000,0.08991,-76.00000,-0.04129,0.00000,1.00000
1719603165.1653628,396.000,284.000,66.000,396.000,286.000,67.000,392.000,292.000,66.000, 0.067, 0.060, 0.000, 2.000, 0.000, 2.000, 0.000,29.996,-66.861,100.291,-1117.588,1174.989,66.0000,320.171,237.875,107.019,62.128,467.168,-2.208, 2.200, 0.069, 0.171,-0.826,-2.772,-0.62549,88.81441,0.17119,0.08038,0.96182,-52.00000,-0.11172,-72.00000,-0.04129,0.00000,2.00000
1719603165.237042,396.000,286.000,67.000,392.000,292.000,66.000,390.000,298.000,67.000, 0.060, 0.072,-4.000, 6.000,-4.000, 6.000,-66.861,100.291,-27.914,83.743,543.580,-230.968,67.0000,319.861,238.005,107.008,62.077,466.722,-2.211, 2.206, 0.055, 0.107,-0.727,-2.148,-0.69192,90.90655,0.10702,0.08097,0.98372,-58.00000,-0.01876,-70.00000,-0.04129,0.00000,1.00000
1719603165.29373,392.000,292.000,66.000,390.000,298.000,67.000,388.000,302.000,66.000, 0.072, 0.057,-2.000, 6.000,-2.000, 6.000,-27.914,83.743,-35.206,70.411,-128.352,-234.667,66.0000,319.872,237.683,107.381,61.566,467.043,-2.204, 2.209, 0.040,-0.121,-0.195,-1.880,-0.73928,92.02174,-0.12080,0.08331,0.90332,-62.00000,-0.02199,-68.00000,-0.04129,0.00000,2.00000
1719603165.3548942,390.000,298.000,67.000,388.000,302.000,66.000,384.000,306.000,66.000, 0.057, 0.061,-2.000, 4.000,-2.000, 4.000,-35.206,70.411,-65.401,65.401,-493.703,-81.920,66.0000,320.811,237.976,107.958,61.497,467.148,-2.199, 2.208, 0.026,-0.248, 0.342,-1.712,-0.80078,91.93476,-0.24830,0.08471,0.91920,-66.00000,-0.12790,-64.00000,-0.04129,0.00000,2.00000
1719603165.434119,388.000,302.000,66.000,384.000,306.000,66.000,384.000,310.000,67.000, 0.061, 0.079,-4.000, 4.000,-4.000, 4.000,-65.401,65.401, 0.000,50.467,825.145,-188.422,67.0000,320.894,238.308,108.186,61.470,466.088,-2.204, 2.218, 0.017,-0.364, 0.175,-1.052,-0.83014,94.84725,-0.36389,0.08604,0.93526,-70.00000,0.06727,-64.00000,-0.04129,0.00000,1.00000
1719603165.496765,384.000,306.000,66.000,384.000,310.000,67.000,384.000,310.000,65.000, 0.079, 0.063, 0.000, 4.000, 0.000, 4.000, 0.000,50.467, 0.000, 0.000, 0.000,-806.103,65.0000,321.001,237.911,108.087,61.431,466.799,-2.202, 2.213, 0.020,-0.270, 0.267,-1.302,-0.83014,94.84725,-0.27017,0.08524,0.74633,-70.00000,0.07025,-64.00000,-0.04696,1.00000,2.00000
1719603165.563286,384.000,310.000,67.000,384.000,310.000,65.000,382.000,310.000,66.000, 0.063, 0.066, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,-30.080, 0.000,-452.395, 0.000,66.0000,321.425,238.304,107.913,61.951,466.646,-2.203, 2.206, 0.002,-0.074, 0.920,-1.036,-0.84593,93.50936,-0.07373,0.08331,0.74959,-70.00000,-0.02935,-62.00000,-0.04762,1.00000,1.00000
1719603165.6248431,384.000,310.000,65.000,382.000,310.000,66.000,384.000,308.000,66.000, 0.066, 0.062,-2.000, 0.000,-2.000, 0.000,-30.080, 0.000,32.432,-32.432,1013.674,-525.906,66.0000,320.975,238.692,107.526,62.295,467.301,-2.206, 2.204, 0.024, 0.074, 0.325,-1.560,-0.81569,93.38094,0.07431,0.08180,0.65027,-68.00000,0.17222,-64.00000,-0.04262,0.00000,1.00000
1719603165.688816,382.000,310.000,66.000,384.000,308.000,66.000,384.000,304.000,65.000, 0.062, 0.064, 2.000,-2.000, 2.000,-2.000,32.432,-32.432, 0.000,-62.525,-506.951,-470.408,65.0000,320.147,238.960,107.177,62.368,468.357,-2.200, 2.197, 0.030, 0.072, 0.533,-2.101,-0.78540,90.50967,0.07202,0.08178,0.54436,-64.00000,0.07911,-64.00000,-0.04262,0.00000,1.00000
1719603165.753501,384.000,308.000,66.000,384.000,304.000,65.000,386.000,302.000,66.000, 0.064, 0.065, 0.000,-4.000, 0.000,-4.000, 0.000,-62.525,30.963,-30.963,479.342,488.635,66.0000,319.253,239.711,107.279,62.180,468.952,-2.192, 2.200, 0.037,-0.222, 0.493,-2.406,-0.75416,90.55385,-0.22178,0.08483,0.63694,-62.00000,0.18469,-66.00000,-0.04262,0.00000,0.00000
1719603165.8277602,384.000,304.000,65.000,386.000,302.000,66.000,390.000,298.000,67.000, 0.065, 0.074, 2.000,-2.000, 2.000,-2.000,30.963,-30.963,53.805,-53.805,307.253,-307.253,67.0000,319.446,240.446,107.716,62.091,469.725,-2.184, 2.201, 0.064,-0.439,-0.058,-3.293,-0.69192,90.90655,-0.43903,0.08722,0.53075,-58.00000,0.29684,-70.00000,-0.04262,0.00000,0.00000
1719603165.881653,386.000,302.000,66.000,390.000,298.000,67.000,394.000,294.000,66.000, 0.074, 0.054, 4.000,-4.000, 4.000,-4.000,53.805,-53.805,74.315,-74.315,381.049,-381.049,66.0000,318.534,240.953,107.220,62.433,469.426,-2.187, 2.200, 0.079,-0.371,-0.501,-3.626,-0.63040,91.60786,-0.37099,0.08673,0.52047,-54.00000,0.31309,-74.00000,-0.03696,-1.00000,0.00000
1719603165.960768,390.000,298.000,67.000,394.000,294.000,66.000,394.000,292.000,67.000, 0.054, 0.079, 4.000,-4.000, 4.000,-4.000,74.315,-74.315, 0.000,-25.276,-939.196,619.753,67.0000,318.426,241.127,107.017,62.686,469.207,-2.192, 2.201, 0.107,-0.279,-1.400,-4.149,-0.61254,90.44335,-0.27901,0.08595,0.61259,-52.00000,0.12435,-74.00000,-0.03629,-1.00000,-1.00000
1719603166.021059,394.000,294.000,66.000,394.000,292.000,67.000,394.000,290.000,67.000, 0.079, 0.060, 0.000,-2.000, 0.000,-2.000, 0.000,-25.276, 0.000,-33.139, 0.000,-130.291,67.0000,318.101,240.878,106.529,62.943,469.047,-2.197, 2.197, 0.109,-0.061,-1.522,-4.157,-0.59421,89.30845,-0.06123,0.08380,0.60852,-50.00000,0.12780,-74.00000,-0.03563,-1.00000,0.00000
1719603166.086995,394.000,292.000,67.000,394.000,290.000,67.000,392.000,292.000,67.000, 0.060, 0.066, 0.000,-2.000, 0.000,-2.000, 0.000,-33.139,-30.333,30.333,-460.057,962.672,67.0000,317.977,241.236,106.477,63.085,469.074,-2.195, 2.195, 0.113,-0.068,-1.515,-4.400,-0.62549,88.81441,-0.06843,0.08391,0.80954,-52.00000,0.02866,-72.00000,-0.02929,-2.00000,-1.00000
1719603166.151329,394.000,290.000,67.000,392.000,292.000,67.000,388.000,294.000,66.000, 0.066, 0.064,-2.000, 2.000,-2.000, 2.000,-30.333,30.333,-62.244,31.122,-496.569,12.274,66.0000,317.793,241.396,106.516,62.998,469.813,-2.190, 2.193, 0.117,-0.136,-1.415,-4.691,-0.67114,86.83317,-0.13624,0.08465,0.81845,-54.00000,-0.07706,-68.00000,-0.02796,-2.00000,-1.00000
1719603166.2196648,392.000,292.000,67.000,388.000,294.000,66.000,382.000,298.000,66.000, 0.064, 0.068,-4.000, 2.000,-4.000, 2.000,-62.244,31.122,-87.900,58.600,-375.859,402.553,66.0000,318.119,241.345,106.560,63.077,469.668,-2.192, 2.192, 0.123,-0.084,-1.618,-4.818,-0.75208,84.89994,-0.08419,0.08418,0.93005,-58.00000,-0.18947,-62.00000,-0.03230,-1.00000,-1.00000
1719603166.2839732,388.000,294.000,66.000,382.000,298.000,66.000,378.000,304.000,66.000, 0.068, 0.064,-6.000, 4.000,-6.000, 4.000,-87.900,58.600,-62.144,93.216,400.150,537.787,66.0000,318.980,240.877,106.870,62.945,469.558,-2.195, 2.194, 0.109,-0.040,-1.372,-4.313,-0.83454,86.37129,-0.04021,0.08376,1.00000,-64.00000,-0.10347,-58.00000,-0.03163,-1.00000,0.00000
1719603166.350827,382.000,298.000,66.000,378.000,304.000,66.000,372.000,308.000,66.000, 0.064, 0.067,-4.000, 6.000,-4.000, 6.000,-62.144,93.216,-89.676,59.784,-411.506,-499.669,66.0000,320.370,239.940,107.106,62.957,468.198,-2.208, 2.199, 0.102, 0.172,-1.681,-3.620,-0.91795,85.60374,0.17159,0.08155,0.96821,-68.00000,-0.21634,-52.00000,-0.03663,0.00000,0.00000
1719603166.423009,378.000,304.000,66.000,372.000,308.000,66.000,366.000,314.000,66.000, 0.067, 0.072,-6.000, 4.000,-6.000, 4.000,-89.676,59.784,-83.228,83.228,89.445,325.200,66.0000,321.485,238.859,107.085,62.967,468.532,-2.208, 2.189, 0.054, 0.486,-0.139,-2.681,-1.01463,87.13208,0.48567,0.07817,1.00000,-74.00000,-0.23340,-46.00000,-0.04230,1.00000,1.00000
1719603166.485594,372.000,308.000,66.000,366.000,314.000,66.000,360.000,318.000,66.000, 0.072, 0.063,-6.000, 6.000,-6.000, 6.000,-83.228,83.228,-95.810,63.873,-200.908,-309.067,66.0000,322.668,238.096,107.736,62.431,469.658,-2.199, 2.185, 0.049, 0.384, 0.375,-2.969,-1.09694,87.65843,0.38423,0.07899,1.00000,-78.00000,-0.25073,-40.00000,-0.04863,2.00000,1.00000
1719603166.553628,366.000,314.000,66.000,360.000,318.000,66.000,356.000,322.000,66.000, 0.063, 0.068,-6.000, 4.000,-6.000, 4.000,-95.810,63.873,-58.766,58.766,544.234,-75.040,66.0000,323.286,237.674,108.364,61.939,468.654,-2.199, 2.194, 0.023, 0.147, 0.813,-1.996,-1.15711,89.55445,0.14655,0.08129,1.00000,-82.00000,-0.16576,-36.00000,-0.05563,3.00000,2.00000
1719603166.615493,360.000,318.000,66.000,356.000,322.000,66.000,350.000,326.000,66.000, 0.068, 0.062,-4.000, 4.000,-4.000, 4.000,-58.766,58.766,-97.032,64.688,-618.853,95.782,66.0000,322.932,237.774,108.702,61.474,468.969,-2.191, 2.198, 0.025,-0.163, 0.903,-2.218,-1.23516,91.08238,-0.16300,0.08447,1.00000,-86.00000,-0.27965,-30.00000,-0.05196,2.00000,2.00000
1719603166.684648,356.000,322.000,66.000,350.000,326.000,66.000,344.000,328.000,67.000, 0.062, 0.069,-6.000, 4.000,-6.000, 4.000,-97.032,64.688,-86.894,28.965,146.830,-517.360,67.0000,323.247,237.624,108.843,61.475,467.293,-2.199, 2.206,-0.009,-0.180, 1.307,-0.842,-1.30454,91.21403,-0.18045,0.08474,0.95513,-88.00000,-0.29774,-24.00000,-0.05896,3.00000,2.00000
1719603166.745017,350.000,326.000,66.000,344.000,328.000,67.000,336.000,330.000,66.000, 0.069, 0.061,-6.000, 2.000,-6.000, 2.000,-86.894,28.965,-132.168,33.042,-747.977,67.363,66.0000,322.137,237.638,108.081,61.785,467.183,-2.203, 2.203,-0.013, 0.004, 1.398,-0.734,-1.39486,91.41116,0.00355,0.08289,0.96573,-90.00000,-0.41869,-16.00000,-0.05529,2.00000,2.00000
1719603166.819432,344.000,328.000,67.000,336.000,330.000,66.000,326.000,332.000,65.000, 0.061, 0.074,-8.000, 2.000,-8.000, 2.000,-132.168,33.042,-134.396,26.879,-29.939,-82.826,65.0000,321.877,238.433,107.490,62.578,467.523,-2.204, 2.194,-0.022, 0.284, 1.851,-0.722,-1.50567,92.19544,0.28410,0.07995,0.97642,-92.00000,-0.54650,-6.00000,-0.05095,1.00000,1.00000
1719603166.88337,336.000,330.000,66.000,326.000,332.000,65.000,318.000,334.000,66.000, 0.074, 0.064,-10.000, 2.000,-10.000, 2.000,-134.396,26.879,-125.147,31.287,144.681,68.950,66.0000,321.591,238.740,107.216,62.817,468.607,-2.203, 2.188,-0.009, 0.394, 1.724,-1.251,-1.59207,94.02127,0.39410,0.07865,0.98720,-94.00000,-0.47610,2.00000,-0.05162,1.00000,1.00000
1719603166.948556,326.000,332.000,65.000,318.000,334.000,66.000,310.000,334.000,66.000, 0.064, 0.065,-8.000, 2.000,-8.000, 2.000,-125.147,31.287,-122.937, 0.000,33.962,-480.788,66.0000,321.351,238.996,107.219,62.845,467.879,-2.201, 2.191,-0.050, 0.278, 2.738,-0.147,-1.67678,94.53042,0.27807,0.07967,0.89548,-94.00000,-0.50217,10.00000,-0.05229,1.00000,1.00000
1719603167.018601,318.000,334.000,66.000,310.000,334.000,66.000,302.000,332.000,65.000, 0.065, 0.070,-8.000, 0.000,-8.000, 0.000,-122.937, 0.000,-114.080,-28.520,126.298,-406.697,65.0000,322.586,239.407,108.123,62.614,468.422,-2.196, 2.195,-0.052, 0.042, 2.813,-0.106,-1.76401,93.74433,0.04185,0.08201,0.79728,-92.00000,-0.52860,18.00000,-0.05862,2.00000,0.00000
1719603167.074368,310.000,334.000,66.000,302.000,332.000,65.000,296.000,332.000,66.000, 0.070, 0.056,-8.000,-2.000,-8.000,-2.000,-114.080,-28.520,-107.420, 0.000,119.233,510.607,66.0000,323.045,238.977,108.245,62.462,469.237,-2.193, 2.191,-0.043, 0.089, 2.802,-0.544,-1.82598,95.07891,0.08890,0.08150,0.89766,-92.00000,-0.45283,24.00000,-0.06562,3.00000,1.00000
1719603167.139661,302.000,332.000,65.000,296.000,332.000,66.000,292.000,328.000,66.000, 0.056, 0.065,-6.000, 0.000,-6.000, 0.000,-107.420, 0.000,-61.396,-61.396,706.430,-942.363,66.0000,323.050,239.312,107.834,62.977,469.520,-2.193, 2.182,-0.065, 0.289, 3.633,-0.219,-1.87885,92.34717,0.28935,0.07935,0.69677,-88.00000,-0.37084,28.00000,-0.06761,3.00000,0.00000
1719603167.207629,296.000,332.000,66.000,292.000,328.000,66.000,288.000,322.000,66.000, 0.065, 0.068,-4.000,-4.000,-4.000,-4.000,-61.396,-61.396,-58.728,-88.092,39.171,-391.950,66.0000,323.164,239.425,108.067,62.856,469.493,-2.193, 2.186,-0.056, 0.204, 3.266,-0.332,-1.94286,88.02272,0.20381,0.08010,0.58530,-82.00000,-0.38513,32.00000,-0.06961,3.00000,0.00000
1719603167.282497,292.000,328.000,66.000,288.000,322.000,66.000,282.000,314.000,66.000, 0.068, 0.075,-4.000,-6.000,-4.000,-6.000,-58.728,-88.092,-80.163,-106.884,-286.388,-251.078,66.0000,322.484,239.381,107.958,62.631,470.068,-2.189, 2.186,-0.050, 0.099, 3.236,-0.640,-2.04520,83.18654,0.09875,0.08110,0.46705,-74.00000,-0.50220,38.00000,-0.06594,2.00000,0.00000
1719603167.345299,288.000,322.000,66.000,282.000,314.000,66.000,278.000,308.000,66.000, 0.075, 0.063,-6.000,-8.000,-6.000,-8.000,-80.163,-106.884,-63.736,-95.604,261.753,179.743,66.0000,321.363,240.405,107.617,62.887,470.606,-2.184, 2.184,-0.037, 0.022, 3.122,-1.183,-2.12409,79.92496,0.02205,0.08186,0.54712,-68.00000,-0.42086,42.00000,-0.06161,1.00000,0.00000
1719603167.4058502,282.000,314.000,66.000,278.000,308.000,66.000,276.000,302.000,66.000, 0.063, 0.061,-4.000,-6.000,-4.000,-6.000,-63.736,-95.604,-33.000,-98.999,507.144,-56.010,66.0000,319.833,240.625,107.719,62.193,471.681,-2.174, 2.191,-0.013,-0.399, 2.580,-1.872,-2.18799,76.02631,-0.39866,0.08627,0.53081,-62.00000,-0.33321,44.00000,-0.05661,0.00000,0.00000
1719603167.4710982,278.000,308.000,66.000,276.000,302.000,66.000,274.000,294.000,67.000, 0.061, 0.065,-2.000,-6.000,-2.000,-6.000,-33.000,-98.999,-30.650,-122.601,36.001,-361.720,67.0000,319.723,241.250,107.943,62.065,473.070,-2.164, 2.187, 0.019,-0.550, 2.153,-3.141,-2.27636,70.93659,-0.54960,0.08805,0.41163,-54.00000,-0.34176,46.00000,-0.05661,0.00000,-1.00000
1719603167.535413,276.000,302.000,66.000,274.000,294.000,67.000,270.000,288.000,67.000, 0.065, 0.064,-2.000,-8.000,-2.000,-8.000,-30.650,-122.601,-62.194,-93.291,-490.452,455.737,67.0000,319.758,241.487,107.615,62.539,472.941,-2.170, 2.185, 0.009,-0.334, 2.291,-2.762,-2.37660,69.31089,-0.33397,0.08606,0.49077,-48.00000,-0.45298,50.00000,-0.05661,0.00000,-1.00000
1719603167.6016269,274.000,294.000,67.000,270.000,288.000,67.000,264.000,284.000,68.000, 0.064, 0.066,-4.000,-6.000,-4.000,-6.000,-62.194,-93.291,-90.655,-60.437,-430.031,496.396,68.0000,320.114,241.692,107.720,62.596,473.575,-2.166, 2.180, 0.023,-0.307, 2.202,-3.386,-2.47562,71.21798,-0.30717,0.08595,0.57611,-44.00000,-0.57089,56.00000,-0.05661,0.00000,-1.00000
1719603167.669116,270.000,288.000,67.000,264.000,284.000,68.000,256.000,280.000,66.000, 0.066, 0.067,-6.000,-4.000,-6.000,-4.000,-90.655,-60.437,-118.548,-59.274,-413.329,17.232,66.0000,320.212,241.929,107.695,62.693,474.099,-2.162, 2.174, 0.048,-0.255, 1.761,-4.291,-2.58299,75.47185,-0.25482,0.08555,0.56518,-40.00000,-0.69557,64.00000,-0.05661,0.00000,-1.00000
1719603167.7429519,264.000,284.000,68.000,256.000,280.000,66.000,248.000,280.000,66.000, 0.067, 0.074,-8.000,-4.000,-8.000,-4.000,-118.548,-59.274,-108.347, 0.000,138.160,802.768,66.0000,320.184,241.819,107.472,62.745,475.309,-2.159, 2.167, 0.057,-0.119, 1.824,-4.843,-2.63449,82.36504,-0.11890,0.08425,0.75923,-40.00000,-0.72453,72.00000,-0.05661,0.00000,-1.00000
1719603167.806158,256.000,280.000,66.000,248.000,280.000,66.000,242.000,280.000,66.000, 0.074, 0.063,-8.000, 0.000,-8.000, 0.000,-108.347, 0.000,-94.880, 0.000,212.956, 0.000,66.0000,321.592,241.613,107.929,62.858,474.748,-2.164, 2.169, 0.028,-0.057, 2.402,-3.886,-2.66774,87.65843,-0.05681,0.08366,0.76110,-40.00000,-0.65127,78.00000,-0.06228,1.00000,-1.00000
1719603167.874779,248.000,280.000,66.000,242.000,280.000,66.000,234.000,284.000,67.000, 0.063, 0.069,-6.000, 0.000,-6.000, 0.000,-94.880, 0.000,-116.674,58.337,-317.854,850.803,67.0000,323.239,241.817,108.007,63.554,474.659,-2.171, 2.162, 0.021, 0.314, 2.590,-3.692,-2.66869,96.60228,0.31421,0.07979,0.96814,-44.00000,-0.77697,86.00000,-0.07427,3.00000,-1.00000
1719603167.933507,242.000,280.000,66.000,234.000,284.000,67.000,226.000,284.000,67.000, 0.069, 0.059,-8.000, 4.000,-8.000, 4.000,-116.674,58.337,-136.375, 0.000,-335.831,-994.462,67.0000,324.043,240.915,107.699,63.952,473.245,-2.186, 2.162,-0.003, 0.705, 2.776,-2.650,-2.70380,103.78825,0.70497,0.07553,0.77800,-44.00000,-0.80696,94.00000,-0.08194,4.00000,0.00000
1719603168.005808,234.000,284.000,67.000,226.000,284.000,67.000,218.000,286.000,67.000, 0.059, 0.072,-8.000, 0.000,-8.000, 0.000,-136.375, 0.000,-110.467,27.617,357.747,381.339,67.0000,324.586,239.560,107.889,63.459,472.689,-2.188, 2.164,-0.038, 0.680, 3.586,-1.640,-2.71792,111.89281,0.67956,0.07544,0.88264,-46.00000,-0.83731,102.00000,-0.08460,4.00000,0.00000
