time,c1x,c1y,c1z,c2x,c2y,c2z,c3x,c3y,c3z,dt1,dt2,ds1x,ds1y,ds2x,ds2y,v1x,v1y,v2x,v2y,ax,ay,br,px,py,tvx,tvy,tvz,rvx,rvy,rvz,heading,roll,pitch,ball_target_x,ball_target_y,ballang,ballradscale,bm_pitch_angle,bm_pitch_r,bm_pitch_v,bm_roll_angle,bm_roll_r,bm_roll_v,headerr,heading_pid_out,pitch_pid_out,pitcherr,roll_pid_out,rollerr,x_pid_out,xerr,yerr
1720650535.5055192,278.000,310.000,66.000,274.000,308.000,67.000,270.000,306.000,66.000, 0.069, 0.059,-4.000,-2.000,-4.000,-2.000,-58.137,-29.068,-67.883,-33.941,-165.393,-82.696,66.0000,321.489,237.531,107.458,62.018,469.052,-2.199, 2.192,-0.026, 0.213, 2.155,-0.806,0.00000,0.00000,-2.21913,82.80097,-0.02636,-0.02636,0.00192,-0.02093,-0.02093,-0.01106,0.21297,0.03753,0.64676,-66.00000,-0.65047,50.00000,-0.07893,1.00000,2.00000
1720650535.5881321,274.000,308.000,67.000,270.000,306.000,66.000,270.000,300.000,65.000, 0.059, 0.083,-4.000,-2.000,-4.000,-2.000,-67.883,-33.941, 0.000,-72.686,822.353,-469.364,65.0000,322.115,237.895,107.542,62.340,468.905,-2.199, 2.188,-0.045, 0.285, 2.779,-0.427,0.00000,0.00000,-2.26553,78.10250,-0.02529,-0.02529,-0.01083,-0.01968,-0.01968,0.00923,0.28500,0.03667,0.43816,-60.00000,-0.46061,50.00000,-0.08526,2.00000,2.00000
1720650535.646732,270.000,306.000,66.000,270.000,300.000,65.000,266.000,298.000,65.000, 0.083, 0.059, 0.000,-6.000, 0.000,-6.000, 0.000,-72.686,-68.326,-34.163,-1167.116,658.029,65.0000,322.511,238.410,107.793,62.442,469.428,-2.194, 2.187,-0.061, 0.203, 3.345,-0.143,0.00000,0.00000,-2.32050,79.24645,-0.02362,-0.02362,0.00041,-0.02283,-0.02283,-0.01062,0.20299,0.03739,0.62666,-58.00000,-0.66812,54.00000,-0.08659,2.00000,1.00000
1720650535.713681,270.000,300.000,65.000,266.000,298.000,65.000,268.000,292.000,66.000, 0.059, 0.067,-4.000,-2.000,-4.000,-2.000,-68.326,-34.163,29.853,-89.558,1465.459,-826.853,66.0000,322.090,239.431,107.732,62.709,470.285,-2.190, 2.185,-0.048, 0.146, 3.180,-0.678,0.00000,0.00000,-2.35619,73.53911,-0.02219,-0.02219,-0.01713,-0.01948,-0.01948,0.01831,0.14593,0.03788,0.41769,-52.00000,-0.37585,52.00000,-0.08792,2.00000,0.00000
1720650535.773481,266.000,298.000,65.000,268.000,292.000,66.000,272.000,288.000,66.000, 0.067, 0.060, 2.000,-6.000, 2.000,-6.000,29.853,-89.558,66.872,-66.872,618.884,379.273,66.0000,321.447,240.146,107.633,62.835,470.152,-2.187, 2.186,-0.050, 0.027, 3.287,-0.680,0.00000,0.00000,-2.35619,67.88225,-0.02013,-0.02013,-0.01112,-0.01709,-0.01709,0.02857,0.02690,0.03906,0.50323,-48.00000,-0.26919,48.00000,-0.08359,1.00000,0.00000
1720650535.8391302,268.000,292.000,66.000,272.000,288.000,66.000,274.000,286.000,66.000, 0.060, 0.066, 4.000,-4.000, 4.000,-4.000,66.872,-66.872,30.440,-30.440,-554.492,554.492,66.0000,320.610,241.873,108.054,62.656,471.680,-2.168, 2.188,-0.037,-0.471, 3.462,-1.495,0.00000,0.00000,-2.35619,65.05382,-0.01852,-0.01852,-0.00067,-0.01714,-0.01714,0.01739,-0.47059,0.04427,0.59507,-46.00000,-0.36103,46.00000,-0.07859,0.00000,-1.00000
1720650535.91291,272.000,288.000,66.000,274.000,286.000,66.000,280.000,284.000,67.000, 0.066, 0.074, 2.000,-2.000, 2.000,-2.000,30.440,-30.440,81.417,-27.139,691.731,44.789,67.0000,320.113,241.698,108.269,62.313,470.241,-2.179, 2.205,-0.019,-0.650, 2.199,-1.162,0.00000,0.00000,-2.30861,59.46427,-0.01741,-0.01741,-0.00006,-0.01345,-0.01345,0.03096,-0.64997,0.04639,0.59072,-44.00000,-0.15151,40.00000,-0.07859,0.00000,-1.00000
1720650535.977826,274.000,286.000,66.000,280.000,284.000,67.000,284.000,284.000,66.000, 0.074, 0.065, 6.000,-2.000, 6.000,-2.000,81.417,-27.139,61.617, 0.000,-304.999,418.055,66.0000,318.813,241.979,107.112,62.989,471.350,-2.181, 2.192, 0.004,-0.248, 1.882,-2.079,0.00000,0.00000,-2.25653,56.85068,-0.01706,-0.01706,0.00800,-0.01256,-0.01256,0.02483,-0.24774,0.04249,0.68886,-44.00000,-0.23648,36.00000,-0.07292,-1.00000,-1.00000
1720650536.0420768,280.000,284.000,67.000,284.000,284.000,66.000,286.000,286.000,68.000, 0.065, 0.064, 4.000, 0.000, 4.000, 0.000,61.617, 0.000,31.142,31.142,-474.527,484.913,68.0000,318.722,242.153,107.009,63.109,471.999,-2.183, 2.191, 0.011,-0.188, 1.703,-2.270,0.00000,0.00000,-2.20730,57.20140,-0.01662,-0.01662,0.01709,-0.01211,-0.01211,0.01497,-0.18827,0.04199,0.79351,-46.00000,-0.32776,34.00000,-0.07226,-1.00000,-2.00000
1720650536.109238,284.000,284.000,66.000,286.000,286.000,68.000,296.000,290.000,67.000, 0.064, 0.067, 2.000, 2.000, 2.000, 2.000,31.142,31.142,148.856,59.542,1752.246,422.757,67.0000,318.999,240.953,107.495,62.280,471.023,-2.181, 2.198, 0.039,-0.410, 0.818,-2.823,0.00000,0.00000,-2.01832,55.46170,-0.01776,-0.01776,0.02636,-0.00583,-0.00583,0.04782,-0.41018,0.04441,0.90473,-50.00000,0.08750,24.00000,-0.07159,-1.00000,0.00000
1720650536.171468,286.000,286.000,68.000,296.000,290.000,67.000,300.000,296.000,65.000, 0.067, 0.062,10.000, 4.000,10.000, 4.000,148.856,59.542,64.284,96.426,-1359.157,592.746,65.0000,318.580,240.491,107.276,62.142,470.966,-2.183, 2.198, 0.054,-0.374, 0.335,-3.151,0.00000,0.00000,-1.91382,59.46427,-0.01982,-0.01982,0.03939,-0.00639,-0.00639,0.02306,-0.37351,0.04423,1.00000,-56.00000,-0.18892,20.00000,-0.07092,-1.00000,0.00000
1720650536.236897,296.000,290.000,67.000,300.000,296.000,65.000,308.000,304.000,65.000, 0.062, 0.065, 4.000, 6.000, 4.000, 6.000,64.284,96.426,122.156,122.156,883.682,392.891,65.0000,319.277,239.942,107.164,62.414,469.018,-2.198, 2.203, 0.037,-0.125, 0.266,-2.171,0.00000,0.00000,-1.75614,65.11528,-0.02237,-0.02237,0.04862,-0.00191,-0.00191,0.03903,-0.12507,0.04181,1.00000,-64.00000,0.02832,12.00000,-0.07592,0.00000,0.00000
1720650536.303651,300.000,296.000,65.000,308.000,304.000,65.000,312.000,306.000,67.000, 0.065, 0.067, 8.000, 8.000, 8.000, 8.000,122.156,122.156,59.878,29.939,-932.271,-1380.450,67.0000,319.201,238.361,106.768,62.192,466.513,-2.214, 2.210, 0.009, 0.096, 0.292,-0.776,0.00000,0.00000,-1.69142,66.48308,-0.02453,-0.02453,0.02057,-0.00171,-0.00171,0.01894,0.09596,0.03955,0.86851,-66.00000,-0.15145,8.00000,-0.07592,0.00000,1.00000
1720650536.3829288,308.000,304.000,65.000,312.000,306.000,67.000,320.000,308.000,66.000, 0.067, 0.079, 4.000, 2.000, 4.000, 2.000,59.878,29.939,101.029,25.257,519.679,-59.126,66.0000,319.067,237.894,106.803,61.902,466.816,-2.209, 2.208,-0.006, 0.025, 0.907,-0.594,0.00000,0.00000,-1.57080,68.00000,-0.02579,-0.02579,0.01985,0.00230,0.00230,0.02998,0.02459,0.04025,0.87808,-68.00000,0.06634,-0.00000,-0.07592,0.00000,2.00000
1720650536.473541,312.000,306.000,67.000,320.000,308.000,66.000,332.000,308.000,65.000, 0.079, 0.091, 8.000, 2.000, 8.000, 2.000,101.029,25.257,132.468, 0.000,347.054,-278.816,65.0000,318.153,237.199,106.519,61.544,464.964, 2.224,-2.225, 0.012,-0.030, 0.462, 0.133,0.00000,0.00000,-1.39612,69.05071,-0.02677,-0.02677,0.01255,0.00778,0.00778,0.03770,-0.03029,0.04082,0.78515,-68.00000,0.29749,-12.00000,-0.07026,-1.00000,2.00000
1720650536.5381398,320.000,308.000,66.000,332.000,308.000,65.000,340.000,304.000,65.000, 0.091, 0.065,12.000, 0.000,12.000, 0.000,132.468, 0.000,123.628,-61.814,-136.607,-955.246,65.0000,318.033,237.624,106.659,61.548,464.265, 2.220,-2.226, 0.021,-0.162, 0.642, 0.436,0.00000,0.00000,-1.26791,67.05222,-0.02662,-0.02662,-0.00682,0.01072,0.01072,0.03356,-0.16153,0.04221,0.58314,-64.00000,0.13183,-20.00000,-0.06959,-1.00000,2.00000
1720650536.607407,332.000,308.000,65.000,340.000,304.000,65.000,344.000,302.000,65.000, 0.065, 0.069, 8.000,-4.000, 8.000,-4.000,123.628,-61.814,57.756,-28.878,-951.129,475.564,65.0000,316.618,238.900,106.001,62.149,463.101, 2.215,-2.219, 0.011,-0.117, 0.047, 0.535,0.00000,0.00000,-1.20146,66.48308,-0.02507,-0.02507,0.00274,0.01078,0.01078,0.01298,-0.11667,0.04182,0.67573,-62.00000,-0.04644,-24.00000,-0.05759,-3.00000,1.00000
1720650536.664036,340.000,304.000,65.000,344.000,302.000,65.000,348.000,298.000,66.000, 0.069, 0.057, 4.000,-2.000, 4.000,-2.000,57.756,-28.878,70.627,-70.627,227.255,-737.142,66.0000,315.911,239.387,105.793,62.240,464.693, 2.218,-2.224,-0.015,-0.156,-0.402,-0.366,0.00000,0.00000,-1.12104,64.40497,-0.02409,-0.02409,-0.01042,0.01246,0.01246,0.01587,-0.15606,0.04229,0.56954,-58.00000,-0.03233,-28.00000,-0.04993,-4.00000,0.00000
1720650536.7422981,344.000,302.000,65.000,348.000,298.000,66.000,352.000,296.000,66.000, 0.057, 0.078, 4.000,-4.000, 4.000,-4.000,70.627,-70.627,51.152,-25.576,-249.041,576.108,66.0000,315.670,240.717,105.768,62.718,465.592, 2.222,-2.230,-0.076,-0.229,-1.651,-2.248,0.00000,0.00000,-1.05165,64.49806,-0.02229,-0.02229,0.00259,0.01357,0.01357,0.00937,-0.22861,0.04313,0.66184,-56.00000,-0.01804,-32.00000,-0.04727,-4.00000,0.00000
1720650536.838423,348.000,298.000,66.000,352.000,296.000,66.000,352.000,290.000,66.000, 0.078, 0.096, 4.000,-2.000, 4.000,-2.000,51.152,-25.576, 0.000,-62.464,-532.529,-384.031,66.0000,315.863,241.926,105.692,63.361,466.488, 2.226,-2.230,-0.064,-0.109,-1.233,-2.052,0.00000,0.00000,-1.00148,59.36329,-0.02080,-0.02080,-0.00945,0.01241,0.01241,-0.00582,-0.10941,0.04200,0.45278,-50.00000,-0.20874,-32.00000,-0.04460,-4.00000,-1.00000
1720650536.900534,352.000,296.000,66.000,352.000,290.000,66.000,354.000,288.000,66.000, 0.096, 0.062, 0.000,-6.000, 0.000,-6.000, 0.000,-62.464,32.165,-32.165,517.303,487.287,66.0000,317.587,241.905,106.170,63.539,468.689,-2.204, 2.200, 0.111, 0.030,-1.878,-3.918,0.00000,0.00000,-0.95450,58.82176,-0.01934,-0.01934,-0.00082,0.01391,0.01391,0.00337,0.03005,0.04059,0.64081,-48.00000,-0.10466,-34.00000,-0.05327,-2.00000,-1.00000
1720650536.962065,352.000,290.000,66.000,354.000,288.000,66.000,354.000,284.000,66.000, 0.062, 0.062, 2.000,-2.000, 2.000,-2.000,32.165,-32.165, 0.000,-64.965,-522.400,-532.697,66.0000,318.765,241.401,105.813,64.193,467.889,-2.216, 2.193, 0.083, 0.565,-1.230,-3.097,0.00000,0.00000,-0.91291,55.60576,-0.01853,-0.01853,-0.01128,0.01318,0.01318,-0.00618,0.56506,0.03495,0.53397,-44.00000,-0.19917,-34.00000,-0.05760,-1.00000,-1.00000
1720650537.028924,354.000,288.000,66.000,354.000,284.000,66.000,354.000,284.000,66.000, 0.062, 0.067, 0.000,-4.000, 0.000,-4.000, 0.000,-64.965, 0.000, 0.000, 0.000,971.605,66.0000,320.120,241.428,106.525,63.906,471.072,-2.197, 2.179, 0.055, 0.489, 0.436,-3.353,0.00000,0.00000,-0.91291,55.60576,-0.01706,-0.01706,0.00800,0.01318,0.01318,-0.00618,0.48915,0.03547,0.72821,-44.00000,-0.19759,-34.00000,-0.06260,0.00000,-1.00000
1720650537.0934012,354.000,284.000,66.000,354.000,284.000,66.000,354.000,284.000,66.000, 0.067, 0.064, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,66.0000,321.079,240.923,107.524,63.187,469.512,-2.198, 2.193, 0.053, 0.114, 0.081,-2.866,0.00000,0.00000,-0.91291,55.60576,-0.01706,-0.01706,0.00800,0.01318,0.01318,-0.00618,0.11404,0.03916,0.73026,-44.00000,-0.19600,-34.00000,-0.06827,1.00000,0.00000
1720650537.154582,354.000,284.000,66.000,354.000,284.000,66.000,350.000,288.000,67.000, 0.064, 0.061, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,-65.328,65.328,-1066.946,1066.946,67.0000,320.224,241.671,107.082,63.557,470.163,-2.196, 2.190, 0.066, 0.173,-0.140,-3.324,0.00000,0.00000,-1.01220,56.60389,-0.01687,-0.01687,0.02769,0.00999,0.00999,-0.02447,0.17256,0.03849,0.93749,-48.00000,-0.39960,-30.00000,-0.06327,0.00000,-1.00000
1720650537.230665,354.000,284.000,66.000,350.000,288.000,67.000,348.000,290.000,65.000, 0.061, 0.076,-4.000, 4.000,-4.000, 4.000,-65.328,65.328,-26.303,26.303,513.239,-513.239,65.0000,320.871,241.309,106.976,63.786,470.427,-2.204, 2.188, 0.069, 0.423,-0.397,-3.234,0.00000,0.00000,-1.06031,57.30620,-0.01907,-0.01907,0.01715,0.01041,0.01041,-0.01309,0.42317,0.03577,0.85013,-50.00000,-0.30859,-28.00000,-0.06327,0.00000,-1.00000
1720650537.293643,350.000,288.000,67.000,348.000,290.000,65.000,346.000,296.000,66.000, 0.076, 0.063,-2.000, 2.000,-2.000, 2.000,-26.303,26.303,-31.754,95.263,-86.555,1094.885,66.0000,320.646,240.580,106.684,63.688,469.889,-2.206, 2.186, 0.054, 0.535, 0.033,-2.841,0.00000,0.00000,-1.13613,61.74140,-0.01954,-0.01954,0.03845,0.00936,0.00936,-0.01415,0.53466,0.03439,1.00000,-56.00000,-0.31378,-26.00000,-0.06327,0.00000,0.00000
1720650537.361747,348.000,290.000,65.000,346.000,296.000,66.000,344.000,302.000,66.000, 0.063, 0.068,-2.000, 6.000,-2.000, 6.000,-31.754,95.263,-29.364,88.091,35.097,-105.290,66.0000,320.257,240.616,106.675,63.529,470.330,-2.202, 2.186, 0.035, 0.436, 0.643,-2.499,0.00000,0.00000,-1.20146,66.48308,-0.02203,-0.02203,0.03741,0.00864,0.00864,-0.01308,0.43604,0.03516,1.00000,-62.00000,-0.31906,-24.00000,-0.06327,0.00000,0.00000
1720650537.4268649,346.000,296.000,66.000,344.000,302.000,66.000,342.000,306.000,66.000, 0.068, 0.065,-2.000, 6.000,-2.000, 6.000,-29.364,88.091,-30.737,61.473,-21.099,-409.074,66.0000,321.158,239.117,107.488,62.492,469.819,-2.198, 2.193, 0.023, 0.158, 0.880,-2.062,0.00000,0.00000,-1.24905,69.57011,-0.02419,-0.02419,0.03024,0.00783,0.00783,-0.01312,0.15790,0.03786,1.00000,-66.00000,-0.32444,-22.00000,-0.06894,1.00000,0.00000
1720650537.4918342,344.000,302.000,66.000,342.000,306.000,66.000,340.000,314.000,66.000, 0.065, 0.065,-2.000, 4.000,-2.000, 4.000,-30.737,61.473,-30.797,123.187,-0.926,950.293,66.0000,321.475,238.304,107.464,62.381,468.022,-2.209, 2.199, 0.014, 0.253, 0.637,-1.361,0.00000,0.00000,-1.30683,76.65507,-0.02589,-0.02589,0.05001,0.00705,0.00705,-0.01278,0.25261,0.03679,1.00000,-74.00000,-0.32990,-20.00000,-0.06960,1.00000,1.00000
1720650537.5531788,342.000,306.000,66.000,340.000,314.000,66.000,338.000,318.000,66.000, 0.065, 0.061,-2.000, 8.000,-2.000, 8.000,-30.797,123.187,-32.549,65.098,-28.513,-945.371,66.0000,321.349,237.899,107.242,62.394,467.457,-2.210, 2.197,-0.022, 0.325, 1.606,-0.450,0.00000,0.00000,-1.34400,80.04998,-0.02876,-0.02876,0.03350,0.00624,0.00624,-0.01293,0.32538,0.03590,1.00000,-78.00000,-0.33547,-18.00000,-0.07027,1.00000,2.00000
1720650537.633937,340.000,314.000,66.000,338.000,318.000,66.000,340.000,320.000,66.000, 0.061, 0.081,-2.000, 4.000,-2.000, 4.000,-32.549,65.098,24.781,24.781,710.344,-499.543,66.0000,321.584,237.355,107.312,62.239,465.955,-2.216, 2.203,-0.033, 0.337, 1.533, 0.184,0.00000,0.00000,-1.32582,82.46211,-0.03045,-0.03045,0.02189,0.00832,0.00832,0.00372,0.33680,0.03562,0.96552,-80.00000,-0.13594,-20.00000,-0.07093,1.00000,2.00000
1720650537.6927402,338.000,318.000,66.000,340.000,320.000,66.000,342.000,320.000,66.000, 0.081, 0.059, 2.000, 2.000, 2.000, 2.000,24.781,24.781,34.001, 0.000,156.744,-421.288,66.0000,320.690,237.392,106.817,62.378,465.655,-2.221, 2.205,-0.045, 0.416, 1.653, 0.686,0.00000,0.00000,-1.30243,82.96987,-0.03101,-0.03101,0.01454,0.00930,0.00930,0.00609,0.41633,0.03461,0.87316,-80.00000,-0.12852,-22.00000,-0.06593,0.00000,2.00000
1720650537.758671,340.000,320.000,66.000,342.000,320.000,66.000,344.000,316.000,66.000, 0.059, 0.066, 2.000, 0.000, 2.000, 0.000,34.001, 0.000,30.332,-60.664,-55.642,-920.035,66.0000,320.938,237.481,106.809,62.513,466.298,-2.218, 2.199,-0.041, 0.479, 1.798, 0.344,0.00000,0.00000,-1.26492,79.69944,-0.03084,-0.03084,-0.00419,0.00999,0.00999,0.00464,0.47851,0.03375,0.67171,-76.00000,-0.12100,-24.00000,-0.06593,0.00000,2.00000
1720650537.821221,342.000,320.000,66.000,344.000,316.000,66.000,350.000,310.000,66.000, 0.066, 0.063, 2.000,-4.000, 2.000,-4.000,30.332,-60.664,95.920,-95.920,1048.529,-563.621,66.0000,320.908,237.181,106.793,62.395,466.107,-2.219, 2.200,-0.058, 0.469, 2.174, 0.852,0.00000,0.00000,-1.16590,76.15773,-0.02932,-0.02932,-0.01575,0.01381,0.01381,0.02302,0.46888,0.03361,0.55967,-70.00000,0.09179,-30.00000,-0.06593,0.00000,2.00000
1720650537.886663,344.000,316.000,66.000,350.000,310.000,66.000,352.000,306.000,66.000, 0.063, 0.065, 6.000,-6.000, 6.000,-6.000,95.920,-95.920,30.555,-61.111,-998.618,531.803,66.0000,319.683,238.677,106.811,62.489,466.462,-2.207, 2.202,-0.046, 0.129, 2.137, 0.267,0.00000,0.00000,-1.11934,73.34848,-0.02697,-0.02697,-0.00614,0.01310,0.01310,0.00325,0.12861,0.03695,0.64605,-66.00000,-0.09251,-32.00000,-0.06593,0.00000,1.00000
1720650537.9521432,350.000,310.000,66.000,352.000,306.000,66.000,358.000,300.000,66.000, 0.065, 0.066, 2.000,-4.000, 2.000,-4.000,30.555,-61.111,91.555,-91.555,930.813,-464.562,66.0000,319.466,240.386,107.702,62.252,464.912,-2.205, 2.223,-0.059,-0.481, 1.949, 1.116,0.00000,0.00000,-1.00623,71.02112,-0.02534,-0.02534,-0.01627,0.01681,0.01681,0.02027,-0.48101,0.04329,0.53355,-60.00000,0.12066,-38.00000,-0.06593,0.00000,0.00000
1720650538.02177,352.000,306.000,66.000,358.000,300.000,66.000,364.000,292.000,65.000, 0.066, 0.070, 6.000,-6.000, 6.000,-6.000,91.555,-91.555,86.274,-115.032,-75.943,-337.567,65.0000,318.436,241.894,107.254,62.862,466.306, 2.221,-2.237,-0.014,-0.408, 0.095,-0.797,0.00000,0.00000,-0.86854,68.11755,-0.02312,-0.02312,-0.02507,0.01931,0.01931,0.01788,-0.40837,0.04277,0.41428,-52.00000,0.14191,-44.00000,-0.06027,-1.00000,-1.00000
1720650538.080926,358.000,300.000,66.000,364.000,292.000,65.000,368.000,284.000,66.000, 0.070, 0.059, 6.000,-8.000, 6.000,-8.000,86.274,-115.032,67.619,-135.239,-315.353,-341.591,66.0000,317.816,243.294,106.437,63.968,468.095, 2.236,-2.238,-0.036,-0.051,-0.024,-1.818,0.00000,0.00000,-0.74195,65.11528,-0.02013,-0.02013,-0.03214,0.02014,0.02014,0.01134,-0.05056,0.03921,0.39073,-44.00000,0.06085,-48.00000,-0.05394,-2.00000,-3.00000
1720650538.159351,364.000,292.000,65.000,368.000,284.000,66.000,374.000,278.000,67.000, 0.059, 0.078, 4.000,-8.000, 4.000,-8.000,67.619,-135.239,76.492,-76.492,113.120,748.939,67.0000,317.989,243.303,106.429,64.048,468.225,-2.205, 2.205, 0.048,-0.000,-0.329,-2.174,0.00000,0.00000,-0.61321,66.03030,-0.01622,-0.01622,-0.01556,0.02233,0.02233,0.01269,-0.00036,0.03871,0.46939,-38.00000,0.17866,-54.00000,-0.05260,-2.00000,-3.00000
1720650538.229456,368.000,284.000,66.000,374.000,278.000,67.000,382.000,270.000,66.000, 0.078, 0.070, 6.000,-6.000, 6.000,-6.000,76.492,-76.492,114.047,-114.047,535.366,-535.366,66.0000,317.289,243.709,106.102,64.253,468.250,-2.205, 2.204, 0.084, 0.009,-1.245,-3.095,0.00000,0.00000,-0.45066,68.87670,-0.01422,-0.01422,-0.02839,0.02663,0.02663,0.02258,0.00910,0.03861,0.34910,-30.00000,0.30325,-62.00000,-0.05127,-2.00000,-3.00000
1720650538.291143,374.000,278.000,67.000,382.000,270.000,66.000,388.000,264.000,66.000, 0.070, 0.062, 8.000,-8.000, 8.000,-8.000,114.047,-114.047,97.330,-97.330,-271.176,271.176,66.0000,317.557,243.333,106.162,64.107,469.486,-2.202, 2.199, 0.108, 0.042,-1.675,-3.923,0.00000,0.00000,-0.33929,72.11103,-0.01152,-0.01152,-0.02452,0.02857,0.02857,0.01653,0.04222,0.03826,0.42711,-24.00000,0.22952,-68.00000,-0.04994,-2.00000,-3.00000
1720650538.350913,382.000,270.000,66.000,388.000,264.000,66.000,398.000,258.000,67.000, 0.062, 0.060, 6.000,-6.000, 6.000,-6.000,97.330,-97.330,167.325,-100.395,1171.200,-51.293,67.0000,317.860,242.281,106.418,63.559,468.776,-2.202, 2.201, 0.122,-0.063,-2.124,-4.236,0.00000,0.00000,-0.22680,80.04998,-0.00912,-0.00912,-0.02613,0.03353,0.03353,0.03495,-0.06286,0.03934,0.40875,-18.00000,0.45735,-78.00000,-0.04861,-2.00000,-2.00000
1720650538.418725,388.000,264.000,66.000,398.000,258.000,67.000,406.000,254.000,67.000, 0.060, 0.068,10.000,-6.000,10.000,-6.000,167.325,-100.395,117.991,-58.995,-727.625,610.597,67.0000,317.399,242.313,106.151,63.628,469.283,-2.200, 2.197, 0.140,-0.028,-2.448,-4.854,0.00000,0.00000,-0.16138,87.13208,-0.00667,-0.00667,-0.01474,0.03548,0.03548,0.01910,-0.02835,0.03901,0.49270,-14.00000,0.39087,-86.00000,-0.04728,-2.00000,-2.00000
1720650538.4812632,398.000,258.000,67.000,406.000,254.000,67.000,414.000,246.000,66.000, 0.068, 0.063, 8.000,-4.000, 8.000,-4.000,117.991,-58.995,127.937,-127.937,159.055,-1102.513,66.0000,317.377,241.886,105.783,63.834,468.540,-2.208, 2.196, 0.135, 0.191,-2.528,-4.500,0.00000,0.00000,-0.06374,94.19129,-0.00523,-0.00523,-0.03688,0.03935,0.03935,0.02089,0.19068,0.03673,0.27519,-6.00000,0.42085,-94.00000,-0.04594,-2.00000,-1.00000
1720650538.545645,406.000,254.000,67.000,414.000,246.000,66.000,420.000,242.000,67.000, 0.063, 0.064, 8.000,-8.000, 8.000,-8.000,127.937,-127.937,93.140,-62.093,-540.157,1022.106,67.0000,317.701,241.776,106.111,63.570,469.298,-2.202, 2.195, 0.143, 0.073,-2.579,-4.891,0.00000,0.00000,-0.02000,100.02000,-0.00215,-0.00215,-0.01780,0.04027,0.04027,0.00933,0.07273,0.03787,0.45467,-2.00000,0.34861,-100.00000,-0.04461,-2.00000,-1.00000
1720650538.609986,414.000,246.000,66.000,420.000,242.000,67.000,424.000,238.000,66.000, 0.064, 0.064, 6.000,-4.000, 6.000,-4.000,93.140,-62.093,62.204,-62.204,-481.085,-1.726,66.0000,316.780,241.311,105.835,63.370,465.033, 2.221,-2.219,-0.180,-0.135,-4.500,-4.795,0.00000,0.00000,0.01923,104.01923,-0.00064,-0.00064,-0.01882,0.04173,0.04173,-0.00044,-0.13456,0.04001,0.44178,2.00000,0.27017,-104.00000,-0.03761,-3.00000,-1.00000
